"projectName","shortCodeUnitName","codeUnitName","anomalyRank","anomalyScore","authorityRank","bottleneckRank","bridgeRank","hubRank","outlierRank","degreeRank","topFeature1","topFeature2","topFeature3","topFeature1Score","topFeature2Score","topFeature3Score","Source Cypher File: /home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/domains/anomaly-detection/labels/AnomalyDetectionTopAnomalies.cypher"
"axon-common-5.0.2","annotation","org.axonframework.common.annotation",1,0.029464161660408106,0,0,2,0,2,0,"pageToArticleRankDifference","pageRank","articleRank",-0.16224619311790597,-0.1504479742433854,-0.13983243936601833,""
"axon-messaging-5.0.2","core","org.axonframework.messaging.core",2,0.028803250187590335,0,2,6,0,0,0,"pageToArticleRankDifference","incomingDependencies","pageRank",-0.16477141356285324,-0.15980503919455652,-0.15017436335901646,""
"axon-messaging-5.0.2","unitofwork","org.axonframework.messaging.core.unitofwork",3,0.02255612622833536,0,3,5,0,0,0,"pageToArticleRankDifference","incomingDependencies","pageRank",-0.15827659983811557,-0.1577512441928548,-0.14266368901224522,""
"axon-common-5.0.2","configuration","org.axonframework.common.configuration",4,0.020833656476093365,0,0,4,0,0,0,"pageToArticleRankDifference","pageRank","articleRank",-0.16451543685435305,-0.14497060906460887,-0.136360581235145,""
"axon-conversion-5.0.2","conversion","org.axonframework.conversion",5,0.003487816655365794,0,0,3,0,0,0,"pageToArticleRankDifference","articleRank","pageRank",-0.17098550142813146,-0.14972931869311973,-0.1462495973272406,""
"axon-common-5.0.2","function","org.axonframework.common.function",6,0.0024805708383000002,4,0,1,0,0,0,"nodeEmbeddingPCA_16","nodeEmbeddingPCA_12","nodeEmbeddingPCA_15",-0.10271654225402117,-0.09733084425483673,-0.06979074608067284,""
