"projectName","shortCodeUnitName","codeUnitName","pageRank","articleRank","normalizedPageRankToArticleRankDifference","rank","Source Cypher File: /home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/domains/anomaly-detection/labels/AnomalyDetectionArchetypeAuthority.cypher"
"axon-common-5.0.2","common","org.axonframework.common",10.903130601454096,5.726997334616365,0,1,""
"axon-common-5.0.2","io","org.axonframework.common.io",0.3770058071350229,0.20015639373483415,0.012117230938548388,2,""
"axon-messaging-5.0.2","processing","org.axonframework.messaging.eventhandling.processing",0.2404783075818605,0.19595529908928397,0.00017398559027758526,3,""
"axon-common-5.0.2","function","org.axonframework.common.function",0.23721838830688136,0.17533802121130265,0.003567667553124994,4,""
"axon-spring-boot-autoconfigure-5.0.2","actuator","org.axonframework.extension.springboot.actuator",0.20216264367816095,0.17304757200738127,0.0007183132085449608,5,""
"axon-messaging-5.0.2","annotation","org.axonframework.messaging.eventhandling.replay.annotation",0.15000000000000002,0.15000000000000002,0,6,""
"axon-messaging-5.0.2","configuration","org.axonframework.messaging.commandhandling.configuration",0.15000000000000002,0.15000000000000002,0,7,""
"axon-spring-boot-autoconfigure-5.0.2","autoconfig","org.axonframework.extension.springboot.autoconfig",0.15000000000000002,0.15000000000000002,0,8,""
"axon-messaging-5.0.2","jdbc","org.axonframework.messaging.eventhandling.processing.streaming.token.store.jdbc",0.15000000000000002,0.15000000000000002,0,9,""
"axon-messaging-5.0.2","tracing","org.axonframework.messaging.commandhandling.tracing",0.15000000000000002,0.15000000000000002,0,10,""
