"projectFileName","moduleName","dependentProjectFileName","dependentModulePathName","forwardToBackwardBalance","numberForward","numberBackward","forwardDependencyExamples","backwardDependencyExamples","Source Cypher File: domains/cyclic-dependencies/queries/Cyclic_Dependencies_for_Typescript.cypher"
"react-router","./dom-export.ts","react-router","./index.ts",0.3333333333333333,6,3,"RSCPayload->RSCManifestPayload,RSCRenderPayload->Location,RSCManifestPayload->RSCRouteManifest,RSCRenderPayload->RSCRouteManifest,RSCPayload->RSCRenderPayload,RSCRenderPayload->RSCRouteMatch","RSCRenderPayload<-RSCPayload,RSCManifestPayload<-RSCPayload,RSCPayload<-RSCMatch",""
"react-router","./index-react-server.ts","react-router","./lib/dom/ssr/routeModules.ts",0.3333333333333333,4,2,"RSCRouteManifest->ClientActionFunction,RSCRouteManifest->ClientLoaderFunction,RSCRouteManifest->MetaFunction,RSCRouteManifest->LinksFunction","MiddlewareFunction<-ServerRouteModule,MiddlewareFunction<-RouteModule",""
"react-router","./index-react-server.ts","react-router","./lib/router/instrumentation.ts",0.3333333333333333,2,1,"createStaticHandler->InstrumentRouteFunction,createStaticHandler->getRouteInstrumentationUpdates","MiddlewareFunction<-getRouteInstrumentationUpdates",""
"react-router","./index.ts","react-router","./lib/types/route-data.ts",0.3333333333333333,2,1,"ClientActionFunctionArgs->SerializeFrom,ClientLoaderFunctionArgs->SerializeFrom","AppLoadContext<-ServerDataFunctionArgs",""
"react-router-express","./index.ts","react-router-express","./server.ts",0.3333333333333333,4,2,"createRequestHandler->sendRemixResponse,createRequestHandler->GetLoadContextFunction,createRequestHandler->createRemixRequest,createRequestHandler->RequestHandler","GetLoadContextFunction<-createRequestHandler,RequestHandler<-createRequestHandler",""
"react-router-architect","./index.ts","react-router-architect","./server.ts",0.3333333333333333,4,2,"createRequestHandler->RequestHandler,createRequestHandler->GetLoadContextFunction,createRequestHandler->sendReactRouterResponse,createRequestHandler->createReactRouterRequest","RequestHandler<-createRequestHandler,GetLoadContextFunction<-createRequestHandler",""
"react-router","./index-react-server.ts","react-router","./lib/server-runtime/cookies.ts",0.2727272727272727,7,4,"createCookieSessionStorage->isCookie,createCookie->CookieOptions,CookieOptions->CookieSignatureOptions,createCookieSessionStorage->createCookie,isCookie->IsCookieFunction,createCookieSessionStorage->Cookie,createCookie->Cookie","IsCookieFunction<-isCookie,CookieSignatureOptions<-CookieOptions,CookieOptions<-createCookie,Cookie<-createCookie",""
"react-router","./index.ts","react-router","./lib/server-runtime/cookies.ts",0.2727272727272727,7,4,"createCookieSessionStorage->isCookie,createCookie->CookieOptions,CookieOptions->CookieSignatureOptions,createCookieSessionStorage->createCookie,isCookie->IsCookieFunction,createCookieSessionStorage->Cookie,createCookie->Cookie","IsCookieFunction<-isCookie,CookieSignatureOptions<-CookieOptions,Cookie<-createCookie,CookieOptions<-createCookie",""
"react-router","./lib/dom/dom.ts","react-router","./index.ts",0.2727272727272727,7,4,"SubmitOptions->FetcherSubmitOptions,defaultMethod->HTMLFormMethod,createSearchParams->URLSearchParamsInit,getSearchParamsForLocation->createSearchParams,getFormSubmissionInfo->SubmitTarget,createSearchParams->ParamKeyValuePair,URLSearchParamsInit->ParamKeyValuePair","ParamKeyValuePair<-URLSearchParamsInit,FetcherSubmitOptions<-SubmitOptions,URLSearchParamsInit<-createSearchParams,ParamKeyValuePair<-createSearchParams",""
"react-router-dev","./config/routes.ts","react-router-dev","./routes.ts",0.25925925925925924,17,10,"configRoutesToRouteManifest->index,relative->index,routeConfigEntrySchema->index,relative->route,prefix->route,configRoutesToRouteManifest->route,relative->layout,validateRouteConfig->RouteConfigEntry,resolvedRouteConfigSchema->RouteConfigEntry","RouteConfigEntry<-index,RouteConfigEntry<-route,route<-relative,layout<-relative,index<-relative,prefix<-relative,RouteConfigEntry<-layout,RouteConfigEntry<-RouteConfig,route<-prefix",""
"react-router","./lib/context.ts","react-router","./index.ts",0.25,10,6,"DataRouterStateContext->Router,DataRouterContextObject->Router,DataRouterStateContext->RouterState,RouteContextObject->RouteObject,ViewTransitionContextObject->Location,DataRouterContextObject->ClientOnErrorFunction,Navigator->NavigateOptions,RouteContextObject->RouteMatch,Navigator->To","RouteContextObject<-RouteContext,FetchersContextObject<-FetchersContext,DataRouterContextObject<-DataRouterContext,AwaitContext<-AwaitContextProvider,NavigateOptions<-Navigator,ViewTransitionContextObject<-ViewTransitionContext",""
"react-router","./index-react-server.ts","react-router","./lib/router/router.ts",0.23076923076923078,8,5,"createStaticHandler->StaticHandler,createStaticHandler->getStaticContextFromError,createStaticHandler->StaticHandlerContext,createStaticHandler->isDataWithResponseInit,createStaticHandler->CreateStaticHandlerOptions,createStaticHandler->isMutationMethod,createStaticHandler->isRedirectResponse,createStaticHandler->isResponse","RouterContextProvider<-createRouter,isRouteErrorResponse<-createRouter,isRouteErrorResponse<-getStaticContextFromError,RouterContextProvider<-createStaticHandler,isRouteErrorResponse<-createStaticHandler",""
"react-router","./lib/router/instrumentation.ts","react-router","./index.ts",0.16666666666666666,14,10,"instrumentClientSideRouter->Router,getRouteInstrumentationUpdates->MiddlewareFunction,ClientInstrumentation->InstrumentRouteFunction,ServerInstrumentation->InstrumentRouteFunction,getRouteInstrumentationUpdates->InstrumentRouteFunction,getRouteInstrumentationUpdates->ActionFunctionArgs,ServerInstrumentation->InstrumentRequestHandlerFunction,instrumentHandler->InstrumentRequestHandlerFunction,instrumentHandler->RequestHandler","ClientInstrumentation<-RouterInit,InstrumentRouteFunction<-ServerInstrumentation,InstrumentRequestHandlerFunction<-ServerInstrumentation,instrumentClientSideRouter<-createRouter,InstrumentRouteFunction<-createRouter,InstrumentRouterFunction<-createRouter,getRouteInstrumentationUpdates<-createRouter,InstrumentRouteFunction<-ClientInstrumentation,InstrumentRouterFunction<-ClientInstrumentation",""
"react-router-dev","./config.ts","react-router-dev","./config/config.ts",0.14285714285714285,4,3,"ReactRouterConfig->ServerBundlesFunction,ReactRouterConfig->PrerenderPaths,ReactRouterConfig->Preset,Preset->ReactRouterConfig","ReactRouterConfig<-Preset,Preset<-ReactRouterConfig,ServerBundlesFunction<-ReactRouterConfig",""
"react-router","./index.ts","react-router","./lib/router/utils.ts",0.13227513227513227,107,82,"matchPath->compilePath,PatchRoutesOnNavigationFunction->PatchRoutesOnNavigationFunctionArgs,createRouter->RouteMatch,DataStrategyMatch->RouteMatch,matchRoutes->RouteMatch,DataRouteMatch->RouteMatch,PatchRoutesOnNavigationFunctionArgs->RouteMatch,ClientLoaderFunctionArgs->LoaderFunctionArgs,LoaderFunction->LoaderFunctionArgs","RouteObject<-PatchRoutesOnNavigationFunctionArgs,RouteMatch<-PatchRoutesOnNavigationFunctionArgs,RouteObject<-getPathContributingMatches,RouteMatch<-getPathContributingMatches,RouteObject<-RouteMatch,Params<-RouteMatch,data<-convertRouteMatchToUiMatch,DataRouteMatch<-convertRouteMatchToUiMatch,UIMatch<-convertRouteMatchToUiMatch",""
"react-router","./index.ts","react-router","./lib/dom/ssr/entry.ts",0.1111111111111111,5,4,"useFogOFWarDiscovery->AssetsManifest,getPatchRoutesOnNavigationFunction->AssetsManifest,ServerBuild->AssetsManifest,ServerBuild->FutureConfig,EntryContext->FrameworkContextObject","StaticHandlerContext<-EntryContext,DataRouteObject<-EntryContext,AssetsManifest<-FrameworkContextObject,RouteModules<-FrameworkContextObject",""
"react-router","./index-react-server.ts","react-router","./dom-export.ts",0.09090909090909091,6,5,"RSCMatch->RSCPayload,RSCPayload->RSCRenderPayload,matchRSCServerRequest->DecodeActionFunction,RSCPayload->RSCManifestPayload,matchRSCServerRequest->DecodeReplyFunction,matchRSCServerRequest->DecodeFormStateFunction","RSCRenderPayload<-RSCPayload,RSCManifestPayload<-RSCPayload,RSCRouteManifest<-RSCRenderPayload,RSCRouteMatch<-RSCRenderPayload,RSCRouteManifest<-RSCManifestPayload",""
"react-router","./dom-export.ts","react-router","./lib/rsc/server.rsc.ts",0.06666666666666667,8,7,"RSCPayload->RSCManifestPayload,RSCManifestPayload->RSCRouteManifest,RSCRenderPayload->RSCRouteManifest,RSCRenderPayload->RouteDiscovery,RSCPayload->RSCRedirectPayload,RSCPayload->RSCActionPayload,RSCPayload->RSCRenderPayload,RSCRenderPayload->RSCRouteMatch","RSCRenderPayload<-RSCPayload,RSCManifestPayload<-RSCPayload,RSCRenderPayload<-RSCActionPayload,DecodeActionFunction<-matchRSCServerRequest,DecodeReplyFunction<-matchRSCServerRequest,DecodeFormStateFunction<-matchRSCServerRequest,RSCPayload<-RSCMatch",""
"react-router","./index-react-server.ts","react-router","./lib/rsc/server.rsc.ts",0.05555555555555555,19,17,"matchRSCServerRequest->isReactServerRequest,RSCMatch->RSCPayload,RSCPayload->RSCManifestPayload,RSCRouteMatch->RSCRouteManifest,RSCManifestPayload->RSCRouteManifest,RSCRenderPayload->RSCRouteManifest,matchRSCServerRequest->DecodeFormStateFunction,matchRSCServerRequest->DecodeActionFunction,RSCRenderPayload->RouteDiscovery","RSCRenderPayload<-RSCPayload,RSCManifestPayload<-RSCPayload,RSCRouteManifest<-RSCManifestPayload,RSCRouteConfigEntry<-RSCRouteConfig,RSCRenderPayload<-RSCActionPayload,RSCMatch<-matchRSCServerRequest,RouterContextProvider<-matchRSCServerRequest,matchRoutes<-matchRSCServerRequest,DecodeActionFunction<-matchRSCServerRequest",""
"react-router","./lib/router/links.ts","react-router","./index.ts",0,2,2,"PageLinkDescriptor->HtmlLinkDescriptor,LinkDescriptor->PageLinkDescriptor","PageLinkDescriptor<-LinkDescriptor,HtmlLinkDescriptor<-PageLinkDescriptor",""
"react-router","./lib/server-runtime/build.ts","react-router","./index.ts",0,6,6,"ServerBuild->AssetsManifest,ServerEntryModule->HandleErrorFunction,ServerEntryModule->ServerInstrumentation,ServerEntryModule->HandleDataRequestFunction,ServerEntryModule->HandleDocumentRequestFunction,ServerBuild->ServerEntryModule","ServerEntryModule<-ServerBuild,ServerBuild<-createRequestHandler,ServerBuild<-CreateRequestHandlerFunction,HandleDataRequestFunction<-ServerEntryModule,HandleDocumentRequestFunction<-ServerEntryModule,HandleErrorFunction<-ServerEntryModule",""
"react-router-node","./server.ts","react-router-node","./index.ts",0,1,1,"createRequestListener->RequestListenerOptions","RequestListenerOptions<-createRequestListener",""
"react-router-cloudflare","./worker.ts","react-router-cloudflare","./index.ts",0,5,5,"createPagesFunctionHandler->createPagesFunctionHandlerParams,createRequestHandler->createPagesFunctionHandlerParams,createPagesFunctionHandlerParams->GetLoadContextFunction,createPagesFunctionHandler->createRequestHandler,createRequestHandler->RequestHandler","GetLoadContextFunction<-createPagesFunctionHandlerParams,createRequestHandler<-createPagesFunctionHandler,createPagesFunctionHandlerParams<-createPagesFunctionHandler,createPagesFunctionHandlerParams<-createRequestHandler,RequestHandler<-createRequestHandler",""
