"rootProjectName","moduleName","numberOfElements","numberOfGitCommits","incomingDependencies","outgoingDependencies","Source Cypher File: Internal_Dependencies/List_all_Typescript_modules.cypher"
"react-router-6.30.1","react-router",7,88,0,17,""
"react-router-6.30.1","react-router-dom",63,261,0,156,""
"react-router-6.30.1","server",6,104,0,39,""
"react-router-6.30.1","react-router-native",17,96,0,24,""
