"artifactName","externalPackageName","numberOfExternalTypeCaller","numberOfExternalTypeCalls","numberOfTypesInArtifact","externalTypeNames","Source Cypher File: External_Dependencies/External_package_usage_per_artifact.cypher"
"axon-configuration-4.12.0","javax.annotation",13,105,43,"Nonnull,Nullable",""
"axon-configuration-4.12.0","org.slf4j",13,35,43,"LoggerFactory,Logger",""
"axon-configuration-4.12.0","jakarta.annotation",1,1,43,"Nonnull",""
"axon-disruptor-4.12.0","org.slf4j",12,22,22,"LoggerFactory,Logger",""
"axon-disruptor-4.12.0","com.lmax.disruptor",9,25,22,"LifecycleAware,EventHandler,WaitStrategy,BlockingWaitStrategy,RingBuffer,ExceptionHandler",""
"axon-disruptor-4.12.0","javax.annotation",6,23,22,"Nonnull",""
"axon-disruptor-4.12.0","com.lmax.disruptor.dsl",5,21,22,"ProducerType,Disruptor,EventHandlerGroup",""
"axon-disruptor-4.12.0","WeakValue",1,2,22,"WeakValue",""
"axon-eventsourcing-4.12.0","javax.annotation",29,99,133,"Nonnull,Nullable,PreDestroy",""
"axon-eventsourcing-4.12.0","org.slf4j",23,43,133,"Logger,LoggerFactory",""
"axon-eventsourcing-4.12.0","jakarta.persistence",11,48,133,"TypedQuery,Query,EntityManager,MappedSuperclass,Id,IdClass,EntityExistsException,Entity,Table,Index",""
"axon-eventsourcing-4.12.0","javax.persistence",11,48,133,"Id,MappedSuperclass,IdClass,EntityExistsException,Entity,TypedQuery,Query,EntityManager,Table,Index",""
"axon-messaging-4.12.0","javax.annotation",260,1254,830,"Nonnull,Nullable",""
"axon-messaging-4.12.0","org.slf4j",159,499,830,"LoggerFactory,Logger",""
"axon-messaging-4.12.0","com.fasterxml.jackson.annotation",53,81,830,"JsonTypeInfo$Id,JsonCreator,JsonTypeInfo,JsonProperty,JsonGetter,JsonTypeInfo$As,JsonIgnore",""
"axon-messaging-4.12.0","javax.persistence",44,174,830,"TypedQuery,Query,EntityManager,LockModeType,MappedSuperclass,Column,Basic,Lob,Id,GeneratedValue,Table,Entity,Index,Embedded,IdClass,NoResultException,Embeddable",""
"axon-messaging-4.12.0","jakarta.persistence",40,168,830,"Query,EntityManager,LockModeType,TypedQuery,Lob,Column,MappedSuperclass,Basic,Id,GeneratedValue,Entity,Embedded,Index,Table,IdClass,Embeddable,NoResultException",""
"axon-messaging-4.12.0","org.quartz",35,185,830,"JobDataMap,JobKey,Scheduler,SchedulerException,JobDetail,JobBuilder,Trigger,SchedulerContext,TriggerBuilder,Job,JobExecutionException,JobExecutionContext",""
"axon-messaging-4.12.0","reactor.core.publisher",35,142,830,"Sinks$Many,Sinks$EmitResult,EmitterProcessor,ConnectableFlux,Sinks$ManySpec,FluxSink,FluxSink$OverflowStrategy,Sinks,Sinks$MulticastReplaySpec,Flux,Mono,Signal,MonoSink",""
