"externalPackageName","numberOfArtifacts","sumNumberOfPackages","minNumberOfPackages","maxNumberOfPackages","medNumberOfPackages","avgNumberOfPackages","stdNumberOfPackages","minNumberOfPackagesPercentage","maxNumberOfPackagesPercentage","medNumberOfPackagesPercentage","avgNumberOfPackagesPercentage","stdNumberOfPackagesPercentage","sumNumberOfTypes","minNumberOfTypes","maxNumberOfTypes","medNumberOfTypes","avgNumberOfTypes","stdNumberOfTypes","minNumberOfTypesPercentage","maxNumberOfTypesPercentage","medNumberOfTypesPercentage","avgNumberOfTypesPercentage","stdNumberOfTypesPercentage","someArtifactNames","Source Cypher File: External_Dependencies/External_package_usage_spread.cypher"
"org.slf4j",9,70,1,42,3,7.777777777777778,13.122288079616467,25,100,60,68.41189674523008,28.71205581656944,158,1,88,8,17.555555555555557,27.40032441008277,2.2988505747126435,36.36363636363637,10.602409638554217,13.690859092333023,10.430099679584458,"axon-spring-boot-autoconfigure-4.12.0,axon-test-4.12.0,axon-eventsourcing-4.12.0,axon-configuration-4.12.0",""
"jakarta.persistence",4,8,1,3,2,2,0.816496580927726,4.285714285714286,22.22222222222222,15.555555555555555,14.404761904761902,8.279747086003294,17,3,8,3,4.25,2.5,0.963855421686747,3.3333333333333335,2.0771866374797754,2.1128905074949076,0.9791156576856709,"axon-spring-boot-autoconfigure-4.12.0,axon-eventsourcing-4.12.0,axon-modelling-4.12.0,axon-messaging-4.12.0",""
"javax.persistence",4,11,2,4,2.5,2.75,0.957427107756338,5.714285714285714,30,22.22222222222222,20.039682539682538,10.229888840176695,17,3,8,3,4.25,2.5,0.963855421686747,3.3333333333333335,2.0771866374797754,2.1128905074949076,0.9791156576856709,"axon-spring-boot-autoconfigure-4.12.0,axon-eventsourcing-4.12.0,axon-modelling-4.12.0,axon-messaging-4.12.0",""
"com.fasterxml.jackson.databind",2,2,1,1,1,1,0,1.4285714285714286,11.11111111111111,6.26984126984127,6.26984126984127,6.84658946863165,9,2,7,4.5,4.5,3.5355339059327378,0.8433734939759037,2.2222222222222223,1.5327978580990629,1.5327978580990629,0.9749932859734189,"axon-spring-boot-autoconfigure-4.12.0,axon-messaging-4.12.0",""
"com.github.kagkarlsson.scheduler",2,3,1,2,1.5,1.5,0.7071067811865476,2.857142857142857,11.11111111111111,6.984126984126984,6.984126984126984,5.83643692407944,5,1,4,2.5,2.5,2.1213203435596424,0.4819277108433735,1.1111111111111112,0.7965194109772423,0.7965194109772423,0.4448998489393271,"axon-spring-boot-autoconfigure-4.12.0,axon-messaging-4.12.0",""
"com.github.kagkarlsson.scheduler.task",2,3,1,2,1.5,1.5,0.7071067811865476,2.857142857142857,11.11111111111111,6.984126984126984,6.984126984126984,5.83643692407944,5,1,4,2.5,2.5,2.1213203435596424,0.4819277108433735,1.1111111111111112,0.7965194109772423,0.7965194109772423,0.4448998489393271,"axon-spring-boot-autoconfigure-4.12.0,axon-messaging-4.12.0",""
"com.thoughtworks.xstream",2,3,1,2,1.5,1.5,0.7071067811865476,2.857142857142857,11.11111111111111,6.984126984126984,6.984126984126984,5.83643692407944,6,2,4,3,3,1.4142135623730951,0.4819277108433735,2.2222222222222223,1.3520749665327978,1.3520749665327978,1.2305740502577132,"axon-spring-boot-autoconfigure-4.12.0,axon-messaging-4.12.0",""
"io.axoniq.axonserver.connector",2,7,1,6,3.5,3.5,3.5355339059327378,11.11111111111111,54.54545454545455,32.82828282828283,32.82828282828282,30.712718778809645,23,1,22,11.5,11.5,14.849242404917497,1.1111111111111112,14.965986394557822,8.038548752834467,8.038548752834467,9.796876265419058,"axon-spring-boot-autoconfigure-4.12.0,axon-server-connector-4.12.0",""
"io.axoniq.axonserver.connector.control",2,3,1,2,1.5,1.5,0.7071067811865476,11.11111111111111,18.181818181818183,14.646464646464647,14.646464646464647,4.9997449174806405,5,1,4,2.5,2.5,2.1213203435596424,1.1111111111111112,2.7210884353741496,1.9160997732426304,1.9160997732426304,1.1384258835429675,"axon-spring-boot-autoconfigure-4.12.0,axon-server-connector-4.12.0",""
"io.axoniq.axonserver.connector.event",2,2,1,1,1,1,0,9.090909090909092,11.11111111111111,10.1010101010101,10.1010101010101,1.4284985478516097,16,2,14,8,8,8.48528137423857,2.2222222222222223,9.523809523809524,5.8730158730158735,5.8730158730158735,5.163001894377966,"axon-spring-boot-autoconfigure-4.12.0,axon-server-connector-4.12.0",""
"io.axoniq.axonserver.connector.impl",2,4,1,3,2,2,1.4142135623730951,11.11111111111111,27.272727272727273,19.19191919191919,19.19191919191919,11.427988382812892,5,1,4,2.5,2.5,2.1213203435596424,1.1111111111111112,2.7210884353741496,1.9160997732426304,1.9160997732426304,1.1384258835429675,"axon-spring-boot-autoconfigure-4.12.0,axon-server-connector-4.12.0",""
"org.apache.avro",2,2,1,1,1,1,0,1.4285714285714286,11.11111111111111,6.26984126984127,6.26984126984127,6.84658946863165,5,1,4,2.5,2.5,2.1213203435596424,0.4819277108433735,1.1111111111111112,0.7965194109772423,0.7965194109772423,0.4448998489393271,"axon-spring-boot-autoconfigure-4.12.0,axon-messaging-4.12.0",""
"org.apache.avro.message",2,2,1,1,1,1,0,1.4285714285714286,11.11111111111111,6.26984126984127,6.26984126984127,6.84658946863165,8,3,5,4,4,1.4142135623730951,0.6024096385542168,3.3333333333333335,1.9678714859437751,1.9678714859437751,1.9310546634813348,"axon-spring-boot-autoconfigure-4.12.0,axon-messaging-4.12.0",""
"org.jobrunr.scheduling",2,3,1,2,1.5,1.5,0.7071067811865476,2.857142857142857,11.11111111111111,6.984126984126984,6.984126984126984,5.83643692407944,5,1,4,2.5,2.5,2.1213203435596424,0.4819277108433735,1.1111111111111112,0.7965194109772423,0.7965194109772423,0.4448998489393271,"axon-spring-boot-autoconfigure-4.12.0,axon-messaging-4.12.0",""
"org.reactivestreams",2,3,1,2,1.5,1.5,0.7071067811865476,2.857142857142857,9.090909090909092,5.974025974025975,5.974025974025974,4.407938376227829,17,4,13,8.5,8.5,6.363961030678928,1.5662650602409638,2.7210884353741496,2.1436767478075565,2.1436767478075565,0.816583439629412,"axon-messaging-4.12.0,axon-server-connector-4.12.0",""
"reactor.core.publisher",2,4,2,2,2,2,0,2.857142857142857,18.181818181818183,10.51948051948052,10.51948051948052,10.83618184156008,27,9,18,13.5,13.5,6.363961030678928,2.1686746987951806,6.122448979591836,4.145561839193508,4.145561839193508,2.79574060523228,"axon-messaging-4.12.0,axon-server-connector-4.12.0",""
"AggregateEventPublisherImpl",1,1,1,1,1,1,0,12.5,12.5,12.5,12.5,0,1,1,1,1,1,0,1.1494252873563218,1.1494252873563218,1.1494252873563218,1.1494252873563218,0,"axon-test-4.12.0",""
"WeakValue",1,1,1,1,1,1,0,100,100,100,100,0,1,1,1,1,1,0,4.545454545454546,4.545454545454546,4.545454545454546,4.545454545454546,0,"axon-disruptor-4.12.0",""
"com.codahale.metrics",1,1,1,1,1,1,0,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111,0,1,1,1,1,1,0,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,0,"axon-spring-boot-autoconfigure-4.12.0",""
"com.fasterxml.jackson.annotation",1,3,3,3,3,3,0,4.285714285714286,4.285714285714286,4.285714285714286,4.285714285714286,0,5,5,5,5,5,0,0.6024096385542168,0.6024096385542168,0.6024096385542168,0.6024096385542168,0,"axon-messaging-4.12.0",""
"com.fasterxml.jackson.core",1,1,1,1,1,1,0,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,0,3,3,3,3,3,0,0.3614457831325301,0.3614457831325301,0.3614457831325301,0.3614457831325301,0,"axon-messaging-4.12.0",""
"com.fasterxml.jackson.databind.jsontype",1,1,1,1,1,1,0,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,0,1,1,1,1,1,0,0.12048192771084337,0.12048192771084337,0.12048192771084337,0.12048192771084337,0,"axon-messaging-4.12.0",""
"com.fasterxml.jackson.databind.module",1,1,1,1,1,1,0,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,0,1,1,1,1,1,0,0.12048192771084337,0.12048192771084337,0.12048192771084337,0.12048192771084337,0,"axon-messaging-4.12.0",""
"com.fasterxml.jackson.databind.node",1,1,1,1,1,1,0,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,0,2,2,2,2,2,0,0.24096385542168675,0.24096385542168675,0.24096385542168675,0.24096385542168675,0,"axon-messaging-4.12.0",""
"com.fasterxml.jackson.databind.type",1,1,1,1,1,1,0,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,0,3,3,3,3,3,0,0.3614457831325301,0.3614457831325301,0.3614457831325301,0.3614457831325301,0,"axon-messaging-4.12.0",""
"com.fasterxml.jackson.dataformat.cbor.databind",1,1,1,1,1,1,0,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111,0,2,2,2,2,2,0,2.2222222222222223,2.2222222222222223,2.2222222222222223,2.2222222222222223,0,"axon-spring-boot-autoconfigure-4.12.0",""
"com.fasterxml.jackson.datatype.jsr310",1,1,1,1,1,1,0,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,0,1,1,1,1,1,0,0.12048192771084337,0.12048192771084337,0.12048192771084337,0.12048192771084337,0,"axon-messaging-4.12.0",""
"com.github.kagkarlsson.scheduler.task.helper",1,2,2,2,2,2,0,2.857142857142857,2.857142857142857,2.857142857142857,2.857142857142857,0,2,2,2,2,2,0,0.24096385542168675,0.24096385542168675,0.24096385542168675,0.24096385542168675,0,"axon-messaging-4.12.0",""
"com.google.common.base",1,1,1,1,1,1,0,9.090909090909092,9.090909090909092,9.090909090909092,9.090909090909092,0,1,1,1,1,1,0,0.6802721088435374,0.6802721088435374,0.6802721088435374,0.6802721088435374,0,"axon-server-connector-4.12.0",""
"com.google.gson",1,1,1,1,1,1,0,12.5,12.5,12.5,12.5,0,1,1,1,1,1,0,1.1494252873563218,1.1494252873563218,1.1494252873563218,1.1494252873563218,0,"axon-test-4.12.0",""
"com.google.protobuf",1,3,3,3,3,3,0,27.272727272727273,27.272727272727273,27.272727272727273,27.272727272727273,0,9,9,9,9,9,0,6.122448979591836,6.122448979591836,6.122448979591836,6.122448979591836,0,"axon-server-connector-4.12.0",""
"com.lmax.disruptor",1,1,1,1,1,1,0,100,100,100,100,0,7,7,7,7,7,0,31.81818181818182,31.81818181818182,31.81818181818182,31.81818181818182,0,"axon-disruptor-4.12.0",""
"com.lmax.disruptor.dsl",1,1,1,1,1,1,0,100,100,100,100,0,4,4,4,4,4,0,18.181818181818183,18.181818181818183,18.181818181818183,18.181818181818183,0,"axon-disruptor-4.12.0",""
"com.thoughtworks.xstream.converters",1,1,1,1,1,1,0,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,0,3,3,3,3,3,0,0.3614457831325301,0.3614457831325301,0.3614457831325301,0.3614457831325301,0,"axon-messaging-4.12.0",""
"com.thoughtworks.xstream.converters.collections",1,1,1,1,1,1,0,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,0,3,3,3,3,3,0,0.3614457831325301,0.3614457831325301,0.3614457831325301,0.3614457831325301,0,"axon-messaging-4.12.0",""
"com.thoughtworks.xstream.io",1,2,2,2,2,2,0,2.857142857142857,2.857142857142857,2.857142857142857,2.857142857142857,0,4,4,4,4,4,0,0.4819277108433735,0.4819277108433735,0.4819277108433735,0.4819277108433735,0,"axon-messaging-4.12.0",""
"com.thoughtworks.xstream.io.xml",1,1,1,1,1,1,0,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,0,2,2,2,2,2,0,0.24096385542168675,0.24096385542168675,0.24096385542168675,0.24096385542168675,0,"axon-messaging-4.12.0",""
"com.thoughtworks.xstream.mapper",1,1,1,1,1,1,0,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,0,4,4,4,4,4,0,0.4819277108433735,0.4819277108433735,0.4819277108433735,0.4819277108433735,0,"axon-messaging-4.12.0",""
"io.axoniq.axonserver.connector.admin",1,1,1,1,1,1,0,9.090909090909092,9.090909090909092,9.090909090909092,9.090909090909092,0,1,1,1,1,1,0,0.6802721088435374,0.6802721088435374,0.6802721088435374,0.6802721088435374,0,"axon-server-connector-4.12.0",""
"io.axoniq.axonserver.connector.command",1,1,1,1,1,1,0,9.090909090909092,9.090909090909092,9.090909090909092,9.090909090909092,0,1,1,1,1,1,0,0.6802721088435374,0.6802721088435374,0.6802721088435374,0.6802721088435374,0,"axon-server-connector-4.12.0",""
"io.axoniq.axonserver.connector.query",1,2,2,2,2,2,0,18.181818181818183,18.181818181818183,18.181818181818183,18.181818181818183,0,3,3,3,3,3,0,2.0408163265306123,2.0408163265306123,2.0408163265306123,2.0408163265306123,0,"axon-server-connector-4.12.0",""
"io.axoniq.axonserver.grpc",1,7,7,7,7,7,0,63.63636363636364,63.63636363636364,63.63636363636364,63.63636363636364,0,30,30,30,30,30,0,20.408163265306122,20.408163265306122,20.408163265306122,20.408163265306122,0,"axon-server-connector-4.12.0",""
"io.axoniq.axonserver.grpc.command",1,1,1,1,1,1,0,9.090909090909092,9.090909090909092,9.090909090909092,9.090909090909092,0,4,4,4,4,4,0,2.7210884353741496,2.7210884353741496,2.7210884353741496,2.7210884353741496,0,"axon-server-connector-4.12.0",""
"io.axoniq.axonserver.grpc.control",1,2,2,2,2,2,0,18.181818181818183,18.181818181818183,18.181818181818183,18.181818181818183,0,7,7,7,7,7,0,4.761904761904762,4.761904761904762,4.761904761904762,4.761904761904762,0,"axon-server-connector-4.12.0",""
"io.axoniq.axonserver.grpc.event",1,2,2,2,2,2,0,18.181818181818183,18.181818181818183,18.181818181818183,18.181818181818183,0,6,6,6,6,6,0,4.081632653061225,4.081632653061225,4.081632653061225,4.081632653061225,0,"axon-server-connector-4.12.0",""
"io.axoniq.axonserver.grpc.query",1,2,2,2,2,2,0,18.181818181818183,18.181818181818183,18.181818181818183,18.181818181818183,0,18,18,18,18,18,0,12.244897959183673,12.244897959183673,12.244897959183673,12.244897959183673,0,"axon-server-connector-4.12.0",""
"io.axoniq.axonserver.grpc.streams",1,1,1,1,1,1,0,9.090909090909092,9.090909090909092,9.090909090909092,9.090909090909092,0,3,3,3,3,3,0,2.0408163265306123,2.0408163265306123,2.0408163265306123,2.0408163265306123,0,"axon-server-connector-4.12.0",""
"io.grpc",1,4,4,4,4,4,0,36.36363636363637,36.36363636363637,36.36363636363637,36.36363636363637,0,15,15,15,15,15,0,10.204081632653061,10.204081632653061,10.204081632653061,10.204081632653061,0,"axon-server-connector-4.12.0",""
"io.grpc.netty.shaded.io.grpc.netty",1,1,1,1,1,1,0,9.090909090909092,9.090909090909092,9.090909090909092,9.090909090909092,0,1,1,1,1,1,0,0.6802721088435374,0.6802721088435374,0.6802721088435374,0.6802721088435374,0,"axon-server-connector-4.12.0",""
"io.grpc.netty.shaded.io.netty.handler.ssl",1,1,1,1,1,1,0,9.090909090909092,9.090909090909092,9.090909090909092,9.090909090909092,0,1,1,1,1,1,0,0.6802721088435374,0.6802721088435374,0.6802721088435374,0.6802721088435374,0,"axon-server-connector-4.12.0",""
"io.grpc.netty.shaded.io.netty.util.internal",1,2,2,2,2,2,0,18.181818181818183,18.181818181818183,18.181818181818183,18.181818181818183,0,2,2,2,2,2,0,1.3605442176870748,1.3605442176870748,1.3605442176870748,1.3605442176870748,0,"axon-server-connector-4.12.0",""
"io.grpc.stub",1,3,3,3,3,3,0,27.272727272727273,27.272727272727273,27.272727272727273,27.272727272727273,0,6,6,6,6,6,0,4.081632653061225,4.081632653061225,4.081632653061225,4.081632653061225,0,"axon-server-connector-4.12.0",""
"io.micrometer.core.instrument",1,1,1,1,1,1,0,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111,0,1,1,1,1,1,0,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,0,"axon-spring-boot-autoconfigure-4.12.0",""
"io.micrometer.core.instrument.simple",1,1,1,1,1,1,0,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111,0,1,1,1,1,1,0,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,0,"axon-spring-boot-autoconfigure-4.12.0",""
"io.opentelemetry.api",1,1,1,1,1,1,0,100,100,100,100,0,1,1,1,1,1,0,20,20,20,20,0,"axon-tracing-opentelemetry-4.12.0",""
"io.opentelemetry.api.trace",1,1,1,1,1,1,0,100,100,100,100,0,3,3,3,3,3,0,60,60,60,60,0,"axon-tracing-opentelemetry-4.12.0",""
"io.opentelemetry.context",1,1,1,1,1,1,0,100,100,100,100,0,2,2,2,2,2,0,40,40,40,40,0,"axon-tracing-opentelemetry-4.12.0",""
"io.opentelemetry.context.propagation",1,1,1,1,1,1,0,100,100,100,100,0,4,4,4,4,4,0,80,80,80,80,0,"axon-tracing-opentelemetry-4.12.0",""
"jakarta.validation",1,1,1,1,1,1,0,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,0,2,2,2,2,2,0,0.24096385542168675,0.24096385542168675,0.24096385542168675,0.24096385542168675,0,"axon-messaging-4.12.0",""
"javax.cache",1,1,1,1,1,1,0,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,0,1,1,1,1,1,0,0.12048192771084337,0.12048192771084337,0.12048192771084337,0.12048192771084337,0,"axon-messaging-4.12.0",""
"javax.cache.configuration",1,1,1,1,1,1,0,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,0,2,2,2,2,2,0,0.24096385542168675,0.24096385542168675,0.24096385542168675,0.24096385542168675,0,"axon-messaging-4.12.0",""
"javax.cache.event",1,1,1,1,1,1,0,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,0,1,1,1,1,1,0,0.12048192771084337,0.12048192771084337,0.12048192771084337,0.12048192771084337,0,"axon-messaging-4.12.0",""
"javax.validation",1,1,1,1,1,1,0,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,0,2,2,2,2,2,0,0.24096385542168675,0.24096385542168675,0.24096385542168675,0.24096385542168675,0,"axon-messaging-4.12.0",""
"net.sf.ehcache",1,1,1,1,1,1,0,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,0,2,2,2,2,2,0,0.24096385542168675,0.24096385542168675,0.24096385542168675,0.24096385542168675,0,"axon-messaging-4.12.0",""
"net.sf.ehcache.event",1,1,1,1,1,1,0,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,0,2,2,2,2,2,0,0.24096385542168675,0.24096385542168675,0.24096385542168675,0.24096385542168675,0,"axon-messaging-4.12.0",""
"nu.xom",1,1,1,1,1,1,0,1.4285714285714286,1.4285714285714286,1.4285714285714286,1.4285714285714286,0,3,3,3,3,3,0,0.3614457831325301,0.3614457831325301,0.3614457831325301,0.3614457831325301,0,"axon-messaging-4.12.0",""
