"codeUnitName","shortCodeUnitName","propertyName","propertyValue","Source Cypher File: scripts/../cypher/Dependencies_Projection/Dependencies_8_Stream_Mutated_Value_Descending.cypher"
"axon-common-5.1.0","axon-common-5.1.0","centralityPageRank",1.31428135594109,""
"axon-messaging-5.1.0","axon-messaging-5.1.0","centralityPageRank",0.7453123727908019,""
"axon-conversion-5.1.0","axon-conversion-5.1.0","centralityPageRank",0.21641006220370315,""
"axon-server-connector-5.1.0","axon-server-connector-5.1.0","centralityPageRank",0.18517241379310348,""
"axon-eventsourcing-5.1.0","axon-eventsourcing-5.1.0","centralityPageRank",0.1782461001642036,""
"axon-modelling-5.1.0","axon-modelling-5.1.0","centralityPageRank",0.16298334477425724,""
"axon-metrics-micrometer-5.1.0","axon-metrics-micrometer-5.1.0","centralityPageRank",0.15000000000000002,""
"axon-test-5.1.0","axon-test-5.1.0","centralityPageRank",0.15000000000000002,""
"axon-tracing-opentelemetry-5.1.0","axon-tracing-opentelemetry-5.1.0","centralityPageRank",0.15000000000000002,""
"axon-update-5.1.0","axon-update-5.1.0","centralityPageRank",0.15000000000000002,""
"axoniq-spring-boot-autoconfigure-5.1.0","axoniq-spring-boot-autoconfigure-5.1.0","centralityPageRank",0.15000000000000002,""
