"codeUnitName","shortCodeUnitName","propertyName","propertyValue","Source Cypher File: Dependencies_Projection/Dependencies_8_Stream_Mutated.cypher"
"org.axonframework.modelling","modelling","embeddingsFastRandomProjection","-0.18517041,-0.19453135,-0.29439524,-0.63594496,0.010931227,-0.09194559,-0.1445916,0.09471126,0.37381497,0.6030021,-0.17620645,-0.25247517,0.23229212,0.05474232,0.20906714,-0.56493646,0.3952999,-0.1120398,-0.15420797,-0.05163998,-0.1303931,-0.8730459,-0.5248014,-0.25103152,-0.35139245,0.11419858,0.35816383,0.54481924,0.25507882,-0.019722192,1.2308359e-05,0.2059812",""
"org.axonframework.modelling.annotation","annotation","embeddingsFastRandomProjection","-0.25651735,-0.32526946,-0.38782483,-0.5436188,0.08045028,0.0026151761,-0.0834375,0.016994769,0.11607903,0.56305355,-0.048965774,-0.3125733,0.36017078,-0.078320354,0.24867684,-0.45061687,0.5060432,-0.112725094,-0.23747134,0.106922396,-0.077131964,-0.85032195,-0.63614607,-0.26935446,-0.45337114,0.26408848,0.4239309,0.44424805,0.28904513,-0.024632461,-0.17862687,0.0030561239",""
"org.axonframework.modelling.entity","entity","embeddingsFastRandomProjection","-0.15649098,-0.18070303,-0.39718232,-0.29510164,0.07195423,-0.024884066,-0.03150738,0.16187425,0.20726344,0.59531754,0.1255831,-0.38870308,0.47514856,-0.010774047,0.28118277,-0.4773624,0.33314502,-0.1709123,-0.21969818,-0.0767988,-0.27622363,-0.7792498,-0.48345956,-0.34465104,-0.40998834,0.20881844,0.29735667,0.5765461,0.18108994,-0.11151379,-0.19978279,0.07992921",""
"org.axonframework.modelling.entity.annotation","annotation","embeddingsFastRandomProjection","-0.053662553,-0.256958,-0.423436,-0.33644772,0.09147155,-0.063315466,-0.075231895,0.22048806,0.22170584,0.54555315,-0.0026999488,-0.38425335,0.47658193,-0.092594475,0.2499451,-0.6002472,0.25090945,-0.18383679,-0.18890998,-0.068117365,-0.19945994,-0.79933476,-0.6553727,-0.38665897,-0.48834178,0.24825813,0.23550498,0.57620823,0.17040762,-0.024928208,-0.16871463,0.08698088",""
"org.axonframework.modelling.entity.child","child","embeddingsFastRandomProjection","-0.07040297,-0.22242233,-0.43862,-0.29057544,0.17602314,-0.07220684,-0.18035254,0.14645086,0.23278531,0.58858824,-0.050432082,-0.2769949,0.47455418,-0.06587007,0.25300595,-0.58475506,0.1970742,-0.12815346,-0.08437861,-0.018883316,-0.21440962,-0.82085335,-0.6004325,-0.2206238,-0.50093555,0.33219206,0.27299494,0.64566195,0.07640933,-0.06529484,-0.19280446,0.14963438",""
"org.axonframework.modelling.configuration","configuration","embeddingsFastRandomProjection","-0.28743917,-0.10028918,-0.52068067,-0.6892185,-0.29569098,0.11050545,-0.1501417,0.21881038,0.18401259,0.62549657,-0.23404619,0.11406555,0.1180175,0.31212538,0.2192197,-0.5161801,0.5075163,-0.111745074,-0.029388133,-0.3026024,-0.0033963034,-0.75713664,-0.43570828,-0.0033464134,-0.11451472,0.21603675,0.27014202,0.55829227,0.5375576,0.08734147,-0.048345707,0.0308677",""
"org.axonframework.modelling.repository","repository","embeddingsFastRandomProjection","-0.2594431,-0.2748657,-0.3495302,-0.57884586,0.04437787,0.085236505,-0.23755044,0.14564398,0.15260908,0.56925166,-0.14645499,-0.08434217,0.27276164,0.03959716,0.20512453,-0.49070215,0.62288386,0.017641388,-0.16243191,-0.09387262,-0.051004086,-0.7805892,-0.52936757,-0.19507368,-0.26840413,0.22063991,0.3261278,0.52216136,0.44089943,-0.09678247,-0.29801977,0.027968884",""
"org.axonframework.common","common","embeddingsFastRandomProjection","-0.2005113,-0.22490945,-0.4221974,-0.26163316,0.018789522,0.0005128011,-0.18517323,0.17610916,0.1487981,0.6449353,0.119608805,-0.1459853,0.45747784,0.2512363,0.093555436,-0.72082555,0.5109478,-0.2052678,-0.22618946,-0.113978624,0.060482204,-0.6885415,-0.47364366,-0.40124738,-0.30104637,0.17379308,0.29679975,0.38109037,0.33612728,0.11572638,-0.23148924,0.042639315",""
"org.axonframework.common.io","io","embeddingsFastRandomProjection","-0.12294653,-0.35713634,-0.25172442,-0.19918269,0.37788445,0.26995197,-0.110425234,0.17057592,0.34875563,0.01461415,0.4706658,-0.17671423,0.51140195,0.20707025,-0.13004532,-0.40241295,-0.07972615,0.033761337,-0.42379385,0.4023707,0.019770589,-0.3644223,-0.21719503,-0.2627877,-0.15384759,0.120116934,0.40281177,0.03754534,0.51113784,0.30967027,-0.2923605,-0.26843494",""
"org.axonframework.common.annotation","annotation","embeddingsFastRandomProjection","-0.16118635,0.04978103,-0.6356174,-0.39801562,0.15398237,0.17458731,0.15480115,0.0460905,0.056194983,0.54353285,0.11467932,-0.21524152,0.38661352,0.24202774,0.11271393,-0.68080163,0.8951442,-0.14459902,-0.17927325,-0.21210426,0.114705026,-0.81524134,-0.16816196,-0.14368984,-0.3911053,0.24258904,0.20985201,0.32927513,0.32182887,0.077063054,-0.08909297,-0.10416638",""
