"externalFirstLevelPackages","externalSecondLevelPackages","externalThirdLevelPackages","externalForthLevelPackages","externalFifthLevelPackages","allExternalPackages","Source Cypher File: domains/external-dependencies/queries/External_package_levels.cypher"
0,0,0,0,0,0,""
