"directoryPath","directoryName","directoryParentPath","directoryParentName","mainAuthor","secondAuthor","thirdAuthor","authorCount","fileCount","commitCount","lastCreationDate","lastModificationDate","lastCommitDate","daysSinceLastCommit","daysSinceLastCreation","daysSinceLastModification","maxCommitSha","maxFileRelativePath","directoryPathLength","combinedDirectoriesCount","Source Cypher File: domains/git-history/queries/statistics/List_git_file_directories_with_commit_statistics.cypher"
"AxonFramework-5.1.1/.idea/inspectionProfiles","inspectionProfiles","AxonFramework-5.1.1/.idea",".idea","Steven van Beelen","Mitchell Herrijgers","Allard Buijze",6,1,53,"2025-01-09","2025-08-22","2026-02-23",105,514,289,"fe926a4970bdf1e538e8e7fb8d147ffdc676e713","AxonFramework-5.1.1/.idea/inspectionProfiles/Project_Default.xml",3,1,""
"AxonFramework-5.1.1/.mvn/wrapper",".mvn/wrapper","AxonFramework-5.1.1","AxonFramework-5.1.1","Steven van Beelen","Jan Galinski","Allard Buijze",18,1,112,"2018-07-15","2026-04-13","2026-04-13",56,2884,55,"fa2b2d852c5d24141ae2a07810109fb999798dd1","AxonFramework-5.1.1/.mvn/wrapper/maven-wrapper.properties",3,2,""
"AxonFramework-5.1.1/.run",".run","AxonFramework-5.1.1","AxonFramework-5.1.1","Steven van Beelen","Simon Zambrovski","hatzlj",7,2,32,"2025-11-28","2026-04-10","2026-04-10",59,191,58,"fd6858df48e0266a217c4f060eece3a75b673275","AxonFramework-5.1.1/.run/Example.run.xml",2,1,""
"AxonFramework-5.1.1/axon-5","axon-5","AxonFramework-5.1.1","AxonFramework-5.1.1","Steven van Beelen","Simon Zambrovski","Jan Galinski",7,21,85,"2026-05-11","2026-05-11","2026-05-13",26,27,27,"ff444d0fecd3a54da633c9d7ed396973f6f4f642","AxonFramework-5.1.1/axon-5/reactive-native.md",2,1,""
"AxonFramework-5.1.1/axon-5/api-changes","api-changes","AxonFramework-5.1.1/axon-5","axon-5","Mateusz Nowak","Steven van Beelen",,2,13,2,"2026-05-11","2026-05-11","2026-05-13",26,27,27,"8a843ce74b55f7d727d763250e0c8a179f29dd64","AxonFramework-5.1.1/axon-5/api-changes/index.md",3,1,""
"AxonFramework-5.1.1/axon-framework-bom","axon-framework-bom","AxonFramework-5.1.1","AxonFramework-5.1.1","Steven van Beelen","Allard Buijze","Jan Galinski",9,1,83,"2025-11-17","2026-04-25","2026-04-25",44,202,43,"fca8a9fe47d6214aa9a1dceb2d847a9a3e70ea03","AxonFramework-5.1.1/axon-framework-bom/pom.xml",2,1,""
"AxonFramework-5.1.1/build","build","AxonFramework-5.1.1","AxonFramework-5.1.1","Steven van Beelen","dependabot[bot]","Jan Galinski",15,3,237,"2026-03-02","2026-05-13","2026-05-13",26,97,25,"fe22bc9995ca64c10cc8e667347dd1c9f0b994be","AxonFramework-5.1.1/build/parent/pom.xml",2,1,""
"AxonFramework-5.1.1/build/coverage-report","coverage-report","AxonFramework-5.1.1/build","build","Steven van Beelen","Simon Zambrovski","Jan Galinski",8,1,65,"2025-11-17","2026-04-20","2026-04-20",49,202,48,"fca8a9fe47d6214aa9a1dceb2d847a9a3e70ea03","AxonFramework-5.1.1/build/coverage-report/pom.xml",3,1,""
"AxonFramework-5.1.1/build/parent","parent","AxonFramework-5.1.1/build","build","Steven van Beelen","dependabot[bot]","Jan Galinski",15,1,227,"2025-11-17","2026-05-13","2026-05-13",26,202,25,"fe22bc9995ca64c10cc8e667347dd1c9f0b994be","AxonFramework-5.1.1/build/parent/pom.xml",3,1,""
"AxonFramework-5.1.1/common","common","AxonFramework-5.1.1","AxonFramework-5.1.1","Steven van Beelen","Allard Buijze","Mitchell Herrijgers",62,206,1524,"2026-04-07","2026-05-19","2026-05-19",20,61,19,"ff336d48bdf17fc961e8502747399b2592e28f7e","AxonFramework-5.1.1/common/src/test/resources/archunit_store/stored.rules",2,1,""
"AxonFramework-5.1.1/common/src","src","AxonFramework-5.1.1/common","common","Steven van Beelen","Allard Buijze","Mitchell Herrijgers",62,205,1484,"2026-04-07","2026-05-19","2026-05-19",20,61,19,"ff336d48bdf17fc961e8502747399b2592e28f7e","AxonFramework-5.1.1/common/src/test/resources/archunit_store/stored.rules",3,1,""
"AxonFramework-5.1.1/common/src/main","main","AxonFramework-5.1.1/common/src","src","Steven van Beelen","Allard Buijze","Mitchell Herrijgers",59,139,1355,"2026-04-07","2026-05-19","2026-05-19",20,61,19,"ff336d48bdf17fc961e8502747399b2592e28f7e","AxonFramework-5.1.1/common/src/main/resources/META-INF/services/org.axonframework.common.property.PropertyAccessStrategy",4,1,""
"AxonFramework-5.1.1/common/src/main/java/org/axonframework","java/org/axonframework","AxonFramework-5.1.1/common/src/main","main","Steven van Beelen","Allard Buijze","Mitchell Herrijgers",59,138,1347,"2026-04-07","2026-05-19","2026-05-19",20,61,19,"ff336d48bdf17fc961e8502747399b2592e28f7e","AxonFramework-5.1.1/common/src/main/java/org/axonframework/common/util/package-info.java",7,3,""
"AxonFramework-5.1.1/common/src/main/java/org/axonframework/common/annotation","annotation","AxonFramework-5.1.1/common/src/main/java/org/axonframework/common","common","Steven van Beelen","Allard Buijze","Simon Zambrovski",18,5,195,"2026-01-13","2026-03-23","2026-03-23",77,145,76,"fea75fe1f37e76f8481bf9c8fe599e66e3bd3cd5","AxonFramework-5.1.1/common/src/main/java/org/axonframework/common/annotation/package-info.java",9,1,""
"AxonFramework-5.1.1/common/src/main/java/org/axonframework/common/caching","caching","AxonFramework-5.1.1/common/src/main/java/org/axonframework/common","common","Steven van Beelen","Allard Buijze","Jan Galinski",21,7,158,"2025-11-04","2026-03-23","2026-03-23",77,215,76,"fe22bc9995ca64c10cc8e667347dd1c9f0b994be","AxonFramework-5.1.1/common/src/main/java/org/axonframework/common/caching/package-info.java",9,1,""
"AxonFramework-5.1.1/common/src/main/java/org/axonframework/common/configuration","configuration","AxonFramework-5.1.1/common/src/main/java/org/axonframework/common","common","Steven van Beelen","Mitchell Herrijgers","Simon Zambrovski",11,37,391,"2026-04-07","2026-04-10","2026-04-10",59,61,58,"fea75fe1f37e76f8481bf9c8fe599e66e3bd3cd5","AxonFramework-5.1.1/common/src/main/java/org/axonframework/common/configuration/package-info.java",9,1,""
"AxonFramework-5.1.1/common/src/main/java/org/axonframework/common/digest","digest","AxonFramework-5.1.1/common/src/main/java/org/axonframework/common","common","Steven van Beelen","Allard Buijze","Jan Galinski",13,2,97,"2026-03-05","2026-03-23","2026-03-23",77,94,76,"fe22bc9995ca64c10cc8e667347dd1c9f0b994be","AxonFramework-5.1.1/common/src/main/java/org/axonframework/common/digest/package-info.java",9,1,""
"AxonFramework-5.1.1/common/src/main/java/org/axonframework/common/function","function","AxonFramework-5.1.1/common/src/main/java/org/axonframework/common","common","Steven van Beelen","John Hendrikx","Jan Galinski",4,3,18,"2026-03-05","2026-03-23","2026-03-23",77,94,76,"fe22bc9995ca64c10cc8e667347dd1c9f0b994be","AxonFramework-5.1.1/common/src/main/java/org/axonframework/common/function/package-info.java",9,1,""
"AxonFramework-5.1.1/common/src/main/java/org/axonframework/common/infra","infra","AxonFramework-5.1.1/common/src/main/java/org/axonframework/common","common","Steven van Beelen","Allard Buijze","Simon Zambrovski",15,6,154,"2026-03-05","2026-05-19","2026-05-19",20,94,19,"ff336d48bdf17fc961e8502747399b2592e28f7e","AxonFramework-5.1.1/common/src/main/java/org/axonframework/common/infra/package-info.java",9,1,""
"AxonFramework-5.1.1/common/src/main/java/org/axonframework/common/io","io","AxonFramework-5.1.1/common/src/main/java/org/axonframework/common","common","Steven van Beelen","Allard Buijze","Jan Galinski",17,2,115,"2026-03-05","2026-03-23","2026-03-23",77,94,76,"fe22bc9995ca64c10cc8e667347dd1c9f0b994be","AxonFramework-5.1.1/common/src/main/java/org/axonframework/common/io/package-info.java",9,1,""
"AxonFramework-5.1.1/common/src/main/java/org/axonframework/common/jdbc","jdbc","AxonFramework-5.1.1/common/src/main/java/org/axonframework/common","common","Steven van Beelen","Allard Buijze","Simon Zambrovski",23,10,180,"2026-03-12","2026-03-23","2026-03-23",77,87,76,"fe2b9de466fe318b39ba7055fdd4de0c34a70a87","AxonFramework-5.1.1/common/src/main/java/org/axonframework/common/jdbc/package-info.java",9,1,""
"AxonFramework-5.1.1/common/src/main/java/org/axonframework/common/jpa","jpa","AxonFramework-5.1.1/common/src/main/java/org/axonframework/common","common","Steven van Beelen","Allard Buijze","Simon Zambrovski",17,5,127,"2026-03-05","2026-03-23","2026-03-23",77,94,76,"fe2b9de466fe318b39ba7055fdd4de0c34a70a87","AxonFramework-5.1.1/common/src/main/java/org/axonframework/common/jpa/package-info.java",9,1,""
"AxonFramework-5.1.1/common/src/main/java/org/axonframework/common/lifecycle","lifecycle","AxonFramework-5.1.1/common/src/main/java/org/axonframework/common","common","Steven van Beelen","Allard Buijze","Jan Galinski",15,5,154,"2026-03-05","2026-03-23","2026-03-23",77,94,76,"fe22bc9995ca64c10cc8e667347dd1c9f0b994be","AxonFramework-5.1.1/common/src/main/java/org/axonframework/common/lifecycle/package-info.java",9,1,""
"AxonFramework-5.1.1/common/src/main/java/org/axonframework/common/lock","lock","AxonFramework-5.1.1/common/src/main/java/org/axonframework/common","common","Steven van Beelen","Allard Buijze","smcvb",29,8,248,"2026-03-05","2026-03-23","2026-03-23",77,94,76,"fe23b71b6be558696b4bfda3d0dab938c449b16f","AxonFramework-5.1.1/common/src/main/java/org/axonframework/common/lock/package-info.java",9,1,""
"AxonFramework-5.1.1/common/src/main/java/org/axonframework/common/property","property","AxonFramework-5.1.1/common/src/main/java/org/axonframework/common","common","Steven van Beelen","Allard Buijze","Mitchell Herrijgers",26,10,228,"2026-03-05","2026-04-10","2026-04-10",59,94,58,"ff1a6c4a69b78f4e72cb4ab394e4c8045b244ba4","AxonFramework-5.1.1/common/src/main/java/org/axonframework/common/property/package-info.java",9,1,""
"AxonFramework-5.1.1/common/src/main/java/org/axonframework/common/tx","tx","AxonFramework-5.1.1/common/src/main/java/org/axonframework/common","common","Steven van Beelen","John Hendrikx","Jan Galinski",5,2,21,"2026-03-05","2026-03-23","2026-03-23",77,94,76,"fe22bc9995ca64c10cc8e667347dd1c9f0b994be","AxonFramework-5.1.1/common/src/main/java/org/axonframework/common/tx/package-info.java",9,1,""
"AxonFramework-5.1.1/common/src/main/java/org/axonframework/common/util","util","AxonFramework-5.1.1/common/src/main/java/org/axonframework/common","common","Steven van Beelen","Mitchell Herrijgers","Milan Savic",15,7,128,"2026-03-05","2026-04-21","2026-04-21",48,94,47,"fe22bc9995ca64c10cc8e667347dd1c9f0b994be","AxonFramework-5.1.1/common/src/main/java/org/axonframework/common/util/package-info.java",9,1,""
"AxonFramework-5.1.1/common/src/main/resources/META-INF/services","resources/META-INF/services","AxonFramework-5.1.1/common/src/main","main","Steven van Beelen","Allard Buijze","Jan Galinski",10,1,87,"2025-11-04","2026-03-23","2026-03-23",77,215,76,"fa2b2d852c5d24141ae2a07810109fb999798dd1","AxonFramework-5.1.1/common/src/main/resources/META-INF/services/org.axonframework.common.property.PropertyAccessStrategy",7,3,""
"AxonFramework-5.1.1/common/src/test","test","AxonFramework-5.1.1/common/src","src","Steven van Beelen","Allard Buijze","Mitchell Herrijgers",45,66,789,"2026-04-07","2026-05-19","2026-05-19",20,61,19,"ff2e34191ee41b4f1bb67f0cc715fa55d710c9fe","AxonFramework-5.1.1/common/src/test/resources/archunit_store/stored.rules",4,1,""
"AxonFramework-5.1.1/common/src/test/java/org/axonframework","java/org/axonframework","AxonFramework-5.1.1/common/src/test","test","Steven van Beelen","Allard Buijze","Mitchell Herrijgers",45,61,785,"2026-04-07","2026-05-19","2026-05-19",20,61,19,"ff2e34191ee41b4f1bb67f0cc715fa55d710c9fe","AxonFramework-5.1.1/common/src/test/java/org/axonframework/common/util/ThirdStubEvent.java",7,3,""
"AxonFramework-5.1.1/common/src/test/java/org/axonframework/common/annotation","annotation","AxonFramework-5.1.1/common/src/test/java/org/axonframework/common","common","Steven van Beelen","Allard Buijze","Simon Zambrovski",18,2,147,"2025-11-06","2026-03-23","2026-03-23",77,213,76,"fa2b2d852c5d24141ae2a07810109fb999798dd1","AxonFramework-5.1.1/common/src/test/java/org/axonframework/common/annotation/PriorityAnnotationComparatorTest.java",9,1,""
"AxonFramework-5.1.1/common/src/test/java/org/axonframework/common/archunit","archunit","AxonFramework-5.1.1/common/src/test/java/org/axonframework/common","common","Steven van Beelen","Jan Galinski","John Hendrikx",4,3,9,"2026-03-05","2026-03-05","2026-03-23",77,94,94,"fe22bc9995ca64c10cc8e667347dd1c9f0b994be","AxonFramework-5.1.1/common/src/test/java/org/axonframework/common/archunit/NullMarkedPackageCondition.java",9,1,""
"AxonFramework-5.1.1/common/src/test/java/org/axonframework/common/caching","caching","AxonFramework-5.1.1/common/src/test/java/org/axonframework/common","common","Steven van Beelen","Allard Buijze","Jan Galinski",25,5,158,"2025-11-04","2026-03-23","2026-03-23",77,215,76,"fe22bc9995ca64c10cc8e667347dd1c9f0b994be","AxonFramework-5.1.1/common/src/test/java/org/axonframework/common/caching/WeakReferenceCacheTest.java",9,1,""
"AxonFramework-5.1.1/common/src/test/java/org/axonframework/common/configuration","configuration","AxonFramework-5.1.1/common/src/test/java/org/axonframework/common","common","Steven van Beelen","Mateusz Nowak","Mitchell Herrijgers",11,14,300,"2026-04-07","2026-04-10","2026-04-10",59,61,58,"fe22bc9995ca64c10cc8e667347dd1c9f0b994be","AxonFramework-5.1.1/common/src/test/java/org/axonframework/common/configuration/TestConfigurationEnhancer.java",9,1,""
"AxonFramework-5.1.1/common/src/test/java/org/axonframework/common/infra","infra","AxonFramework-5.1.1/common/src/test/java/org/axonframework/common","common","Steven van Beelen","Mitchell Herrijgers","Mateusz Nowak",9,4,84,"2025-11-04","2026-05-19","2026-05-19",20,215,19,"fea75fe1f37e76f8481bf9c8fe599e66e3bd3cd5","AxonFramework-5.1.1/common/src/test/java/org/axonframework/common/infra/MockComponentDescriptor.java",9,1,""
"AxonFramework-5.1.1/common/src/test/java/org/axonframework/common/jdbc","jdbc","AxonFramework-5.1.1/common/src/test/java/org/axonframework/common","common","Steven van Beelen","Allard Buijze","Jan Galinski",24,2,152,"2025-11-04","2026-03-23","2026-03-23",77,215,76,"fa2b2d852c5d24141ae2a07810109fb999798dd1","AxonFramework-5.1.1/common/src/test/java/org/axonframework/common/jdbc/JdbcUtilsTest.java",9,1,""
"AxonFramework-5.1.1/common/src/test/java/org/axonframework/common/lifecycle","lifecycle","AxonFramework-5.1.1/common/src/test/java/org/axonframework/common","common","Steven van Beelen","Simon Zambrovski","Jan Galinski",7,1,31,"2025-11-04","2026-03-23","2026-03-23",77,215,76,"fa2b2d852c5d24141ae2a07810109fb999798dd1","AxonFramework-5.1.1/common/src/test/java/org/axonframework/common/lifecycle/ShutdownLatchTest.java",9,1,""
"AxonFramework-5.1.1/common/src/test/java/org/axonframework/common/lock","lock","AxonFramework-5.1.1/common/src/test/java/org/axonframework/common","common","Steven van Beelen","Allard Buijze","Mitchell Herrijgers",22,4,148,"2025-11-04","2026-03-23","2026-03-23",77,215,76,"fa2b2d852c5d24141ae2a07810109fb999798dd1","AxonFramework-5.1.1/common/src/test/java/org/axonframework/common/lock/PessimisticLockFactoryTest.java",9,1,""
"AxonFramework-5.1.1/common/src/test/java/org/axonframework/common/property","property","AxonFramework-5.1.1/common/src/test/java/org/axonframework/common","common","Steven van Beelen","Allard Buijze","Jan Galinski",26,5,164,"2025-11-04","2026-04-10","2026-04-10",59,215,58,"ff1a6c4a69b78f4e72cb4ab394e4c8045b244ba4","AxonFramework-5.1.1/common/src/test/java/org/axonframework/common/property/UniformPropertyAccessStrategyTest.java",9,1,""
"AxonFramework-5.1.1/common/src/test/java/org/axonframework/common/util","util","AxonFramework-5.1.1/common/src/test/java/org/axonframework/common","common","Steven van Beelen","Allard Buijze","Jan Galinski",15,6,125,"2025-11-06","2026-03-23","2026-03-23",77,213,76,"fe22bc9995ca64c10cc8e667347dd1c9f0b994be","AxonFramework-5.1.1/common/src/test/java/org/axonframework/common/util/ThirdStubEvent.java",9,1,""
"AxonFramework-5.1.1/common/src/test/resources","resources","AxonFramework-5.1.1/common/src/test","test","Steven van Beelen","Simon Zambrovski","Jan Galinski",11,5,75,"2025-12-17","2026-04-10","2026-04-10",59,172,58,"fa2b2d852c5d24141ae2a07810109fb999798dd1","AxonFramework-5.1.1/common/src/test/resources/archunit_store/stored.rules",5,1,""
"AxonFramework-5.1.1/common/src/test/resources/META-INF/services","META-INF/services","AxonFramework-5.1.1/common/src/test/resources","resources","Steven van Beelen","Simon Zambrovski","Allard Buijze",8,1,49,"2025-11-05","2026-03-23","2026-03-23",77,214,76,"fa2b2d852c5d24141ae2a07810109fb999798dd1","AxonFramework-5.1.1/common/src/test/resources/META-INF/services/org.axonframework.common.configuration.ConfigurationEnhancer",7,2,""
"AxonFramework-5.1.1/common/src/test/resources/archunit_store","archunit_store","AxonFramework-5.1.1/common/src/test/resources","resources","Steven van Beelen","Mateusz Nowak","John Hendrikx",9,3,34,"2025-12-17","2026-04-10","2026-04-10",59,172,58,"f86e96cf1f82bb61b9c269c928ea1afba539c052","AxonFramework-5.1.1/common/src/test/resources/archunit_store/stored.rules",6,1,""
"AxonFramework-5.1.1/conversion","conversion","AxonFramework-5.1.1","AxonFramework-5.1.1","Steven van Beelen","Allard Buijze","Simon Zambrovski",31,68,541,"2026-03-29","2026-04-10","2026-04-10",59,70,58,"fef45a5a2a1f510314411b943418bd2546d19c9e","AxonFramework-5.1.1/conversion/src/test/java/org/axonframework/conversion/jackson2/ObjectNodeToJsonNodeConverterTest.java",2,1,""
"AxonFramework-5.1.1/conversion/src","src","AxonFramework-5.1.1/conversion","conversion","Steven van Beelen","Allard Buijze","Simon Zambrovski",31,67,486,"2026-03-29","2026-03-29","2026-04-10",59,70,70,"fef45a5a2a1f510314411b943418bd2546d19c9e","AxonFramework-5.1.1/conversion/src/test/java/org/axonframework/conversion/jackson2/ObjectNodeToJsonNodeConverterTest.java",3,1,""
"AxonFramework-5.1.1/conversion/src/main","main","AxonFramework-5.1.1/conversion/src","src","Steven van Beelen","Allard Buijze","Simon Zambrovski",22,40,419,"2026-03-29","2026-03-29","2026-04-10",59,70,70,"fef45a5a2a1f510314411b943418bd2546d19c9e","AxonFramework-5.1.1/conversion/src/main/resources/META-INF/services/org.axonframework.conversion.ContentTypeConverter",4,1,""
"AxonFramework-5.1.1/conversion/src/main/java/org/axonframework","java/org/axonframework","AxonFramework-5.1.1/conversion/src/main","main","Steven van Beelen","Allard Buijze","Simon Zambrovski",22,39,388,"2026-03-29","2026-03-29","2026-04-10",59,70,70,"fef45a5a2a1f510314411b943418bd2546d19c9e","AxonFramework-5.1.1/conversion/src/main/java/org/axonframework/conversion/package-info.java",7,3,""
"AxonFramework-5.1.1/conversion/src/main/java/org/axonframework/conversion/avro","avro","AxonFramework-5.1.1/conversion/src/main/java/org/axonframework/conversion","conversion","Steven van Beelen","Simon Zambrovski","Jan Galinski",9,11,140,"2026-03-05","2026-03-23","2026-03-23",77,94,76,"fef45a5a2a1f510314411b943418bd2546d19c9e","AxonFramework-5.1.1/conversion/src/main/java/org/axonframework/conversion/avro/package-info.java",9,1,""
"AxonFramework-5.1.1/conversion/src/main/java/org/axonframework/conversion/converter","converter","AxonFramework-5.1.1/conversion/src/main/java/org/axonframework/conversion","conversion","Steven van Beelen","Allard Buijze","Jan Galinski",16,6,106,"2026-03-05","2026-03-23","2026-03-23",77,94,76,"fe22bc9995ca64c10cc8e667347dd1c9f0b994be","AxonFramework-5.1.1/conversion/src/main/java/org/axonframework/conversion/converter/package-info.java",9,1,""
"AxonFramework-5.1.1/conversion/src/main/java/org/axonframework/conversion/jackson","jackson","AxonFramework-5.1.1/conversion/src/main/java/org/axonframework/conversion","conversion","Steven van Beelen","Jan Galinski","Allard Buijze",11,6,125,"2026-03-09","2026-03-23","2026-03-23",77,90,76,"fe22bc9995ca64c10cc8e667347dd1c9f0b994be","AxonFramework-5.1.1/conversion/src/main/java/org/axonframework/conversion/jackson/package-info.java",9,1,""
"AxonFramework-5.1.1/conversion/src/main/java/org/axonframework/conversion/jackson2","jackson2","AxonFramework-5.1.1/conversion/src/main/java/org/axonframework/conversion","conversion","Steven van Beelen","Allard Buijze","Simon Zambrovski",18,6,225,"2026-03-09","2026-03-23","2026-03-23",77,90,76,"fe22bc9995ca64c10cc8e667347dd1c9f0b994be","AxonFramework-5.1.1/conversion/src/main/java/org/axonframework/conversion/jackson2/package-info.java",9,1,""
"AxonFramework-5.1.1/conversion/src/main/resources/META-INF/services","resources/META-INF/services","AxonFramework-5.1.1/conversion/src/main","main","Steven van Beelen","Allard Buijze","Jan Galinski",14,1,113,"2025-11-05","2026-03-23","2026-03-23",77,214,76,"fdd51aa788071375721c67bb30bf5709136e974a","AxonFramework-5.1.1/conversion/src/main/resources/META-INF/services/org.axonframework.conversion.ContentTypeConverter",7,3,""
"AxonFramework-5.1.1/conversion/src/test/java/org/axonframework","test/java/org/axonframework","AxonFramework-5.1.1/conversion/src","src","Steven van Beelen","Allard Buijze","Simon Zambrovski",26,27,291,"2026-03-05","2026-03-23","2026-03-23",77,94,76,"fe22bc9995ca64c10cc8e667347dd1c9f0b994be","AxonFramework-5.1.1/conversion/src/test/java/org/axonframework/conversion/jackson2/ObjectNodeToJsonNodeConverterTest.java",7,4,""
"AxonFramework-5.1.1/conversion/src/test/java/org/axonframework/conversion/avro","avro","AxonFramework-5.1.1/conversion/src/test/java/org/axonframework/conversion","conversion","Steven van Beelen","Simon Zambrovski","Jan Galinski",9,6,85,"2025-11-05","2026-03-23","2026-03-23",77,214,76,"fa2b2d852c5d24141ae2a07810109fb999798dd1","AxonFramework-5.1.1/conversion/src/test/java/org/axonframework/conversion/avro/test/ComplexObjectSchemas.java",9,1,""
"AxonFramework-5.1.1/conversion/src/test/java/org/axonframework/conversion/converter","converter","AxonFramework-5.1.1/conversion/src/test/java/org/axonframework/conversion","conversion","Steven van Beelen","Allard Buijze","Mitchell Herrijgers",23,5,138,"2025-11-06","2026-03-23","2026-03-23",77,213,76,"fa7f3defcc22b7ef0073917d172e5b0fb23b6fa2","AxonFramework-5.1.1/conversion/src/test/java/org/axonframework/conversion/converter/StringToByteArrayConverterTest.java",9,1,""
"AxonFramework-5.1.1/conversion/src/test/java/org/axonframework/conversion/jackson","jackson","AxonFramework-5.1.1/conversion/src/test/java/org/axonframework/conversion","conversion","Steven van Beelen","Jan Galinski",,2,5,12,"2026-02-23","2026-02-23","2026-03-16",84,104,104,"db02a521da502ac21e17c3579bd769301ca2f465","AxonFramework-5.1.1/conversion/src/test/java/org/axonframework/conversion/jackson/ObjectNodeToJsonNodeConverterTest.java",9,1,""
"AxonFramework-5.1.1/conversion/src/test/java/org/axonframework/conversion/jackson2","jackson2","AxonFramework-5.1.1/conversion/src/test/java/org/axonframework/conversion","conversion","Steven van Beelen","Allard Buijze","Mitchell Herrijgers",23,5,201,"2026-02-23","2026-02-23","2026-03-16",84,104,104,"fa7f3defcc22b7ef0073917d172e5b0fb23b6fa2","AxonFramework-5.1.1/conversion/src/test/java/org/axonframework/conversion/jackson2/ObjectNodeToJsonNodeConverterTest.java",9,1,""
"AxonFramework-5.1.1/docs","docs","AxonFramework-5.1.1","AxonFramework-5.1.1","Steven van Beelen","Jan Galinski","Mitchell Herrijgers",27,150,1155,"2026-05-21","2026-05-21","2026-05-21",18,17,17,"ffe75820f3cb4bb5d167941acb0f05e2c801c30c","AxonFramework-5.1.1/docs/reference-guide/modules/tuning/partials/nav.adoc",2,1,""
