"projectName","shortCodeUnitName","codeUnitName","pageRank","articleRank","normalizedPageRankToArticleRankDifference","rank","Source Cypher File: /home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/domains/anomaly-detection/labels/AnomalyDetectionArchetypeAuthority.cypher"
"axon-messaging-4.12.1","SerializedType","org.axonframework.serialization.SerializedType",69.2337897971962,2.760934864609894,0.7485771028390114,1,""
"axon-messaging-4.12.1","SimpleSerializedType","org.axonframework.serialization.SimpleSerializedType",59.54325422177985,0.7517845789535103,0.8017782742063838,2,""
"axon-messaging-4.12.1","MetaData","org.axonframework.messaging.MetaData",28.980766664317805,3.1059399547102235,0.13268486624342057,3,""
"axon-messaging-4.12.1","Assert","org.axonframework.common.Assert",20.356428149863532,1.8506701583671221,0.12872366136997226,4,""
"axon-messaging-4.12.1","MetaData$MetaDataCollector","org.axonframework.messaging.MetaData$MetaDataCollector",18.623845011945523,1.0443839338971685,0.1812864509817062,5,""
"axon-messaging-4.12.1","AxonException","org.axonframework.common.AxonException",15.74091466797916,2.3933737590583086,0.009653041379543092,6,""
"axon-messaging-4.12.1","MetaData$1","org.axonframework.messaging.MetaData$1",12.63949814754051,0.6282778018784518,0.13473138430745094,7,""
"axon-eventsourcing-4.12.1","EventSchema$Builder","org.axonframework.eventsourcing.eventstore.jdbc.EventSchema$Builder",7.688207213319425,1.241504518260665,0.004009224260912547,8,""
"axon-messaging-4.12.1","TokenSchema","org.axonframework.eventhandling.tokenstore.jdbc.TokenSchema",3.1734655185798286,0.5902469907987064,0.0013711177315506098,9,""
"axon-messaging-4.12.1","TypeReflectionUtils$VarMap","org.axonframework.common.TypeReflectionUtils$VarMap",2.8870904304867264,0.34315073301202126,0.021020198899300686,10,""
