"codeUnitName","shortCodeUnitName","projectName","pageToArticleRankSign","pageToArticleRankDifferenceZScore","pageToArticleRankDifference","pageRank","articleRank","Source Cypher File: /home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/domains/anomaly-detection/queries/AnomalyDetectionPotentialImbalancedRoles.cypher"
"org.axonframework.common.TypeReference","TypeReference","axon-common-5.0.0",1,21.34775084221092,29.703433899253373,34.52780004088889,4.824366141635519,""
"org.axonframework.messaging.core.Context$ResourceKey","Context$ResourceKey","axon-messaging-5.0.0",1,9.955155319191489,13.987549609276844,21.396926502087993,7.409376892811149,""
"org.axonframework.common.TypeReference$2","TypeReference$2","axon-common-5.0.0",1,9.618544147782272,13.523200444076373,14.823208144904877,1.3000077008285045,""
"org.axonframework.common.TypeReference$1","TypeReference$1","axon-common-5.0.0",1,9.618544147782272,13.523200444076373,14.823208144904877,1.3000077008285045,""
"org.axonframework.common.infra.ComponentDescriptor","ComponentDescriptor","axon-common-5.0.0",1,7.353503271075926,10.398616563391961,11.877700870482993,1.4790843070910318,""
"org.axonframework.common.infra.DescribableComponent","DescribableComponent","axon-common-5.0.0",1,7.327213831947651,10.36235074648013,12.01080067857645,1.6484499320963193,""
"org.axonframework.messaging.core.unitofwork.ProcessingContext","ProcessingContext","axon-messaging-5.0.0",1,6.877067990238464,9.741382509029645,17.113742408838338,7.372359899808692,""
"org.axonframework.messaging.core.Message","Message","axon-messaging-5.0.0",1,6.759408807290884,9.579073744435915,18.19172582872557,8.612652084289655,""
"org.axonframework.common.AxonException","AxonException","axon-common-5.0.0",1,5.503263173184458,7.846243030215701,9.3841090558067,1.5378660255909986,""
"org.axonframework.messaging.core.Metadata","Metadata","axon-messaging-5.0.0",1,4.7739275726355075,6.840137451936557,8.054358853740242,1.2142214018036848,""
"org.axonframework.messaging.core.Metadata$MetadataCollector","Metadata$MetadataCollector","axon-messaging-5.0.0",1,4.4863112728137455,6.443375846666118,6.995622044237693,0.5522461975715742,""
"org.axonframework.conversion.Converter","Converter","axon-conversion-5.0.0",1,4.268783171169986,6.143299672773698,10.54906565802403,4.405765985250333,""
"org.axonframework.common.AxonNonTransientException","AxonNonTransientException","axon-common-5.0.0",1,3.510259984203723,5.096930334589157,6.467702600102895,1.3707722655137384,""
"org.axonframework.common.StringUtils","StringUtils","axon-common-5.0.0",1,3.45848797647485,5.025511764406206,6.053604221995341,1.0280924575891357,""
"org.axonframework.messaging.core.Context","Context","axon-messaging-5.0.0",1,3.3449327499434145,4.868864335197982,8.116275580422073,3.2474112452240917,""
"org.axonframework.common.configuration.Configuration","Configuration","axon-common-5.0.0",1,3.327928261093594,4.845406943189813,7.409344872006066,2.5639379288162534,""
"org.axonframework.common.annotation.Internal","Internal","axon-common-5.0.0",1,2.855962580052214,4.194338622797058,5.9589131656543275,1.76457454285727,""
"org.axonframework.common.configuration.ComponentNotFoundException","ComponentNotFoundException","axon-common-5.0.0",1,2.6959095354927927,3.9735482749371815,4.88407123983959,0.9105229649024079,""
"org.axonframework.eventsourcing.eventstore.Position","Position","axon-eventsourcing-5.0.0",1,2.243927438150158,3.3500469552752046,4.015643778780445,0.6655968235052406,""
"org.axonframework.eventsourcing.eventstore.StartPosition","StartPosition","axon-eventsourcing-5.0.0",1,2.1671066960226866,3.2440740984397243,3.5630215201619957,0.3189474217222714,""
