"projectName","shortCodeUnitName","codeUnitName","betweenness","rank","Source Cypher File: /home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/domains/anomaly-detection/labels/AnomalyDetectionArchetypeBottleneck.cypher"
"axon-messaging-5.0.0","Message","org.axonframework.messaging.core.Message",9915.865223665227,1,""
"axon-messaging-5.0.0","MessageStream","org.axonframework.messaging.core.MessageStream",9548.700162908986,2,""
"axon-messaging-5.0.0","ProcessingContext","org.axonframework.messaging.core.unitofwork.ProcessingContext",6666.769047619046,3,""
"axon-messaging-5.0.0","QualifiedName","org.axonframework.messaging.core.QualifiedName",4751.992908072319,4,""
"axon-common-5.0.0","ReflectionUtils","org.axonframework.common.ReflectionUtils",4382.404761904764,5,""
"axon-messaging-5.0.0","MessageType","org.axonframework.messaging.core.MessageType",4154.451031321619,6,""
"axon-modelling-5.0.0","AnnotatedEntityMetamodel","org.axonframework.modelling.entity.annotation.AnnotatedEntityMetamodel",3032.588095238095,7,""
"axon-messaging-5.0.0","ProcessingLifecycle","org.axonframework.messaging.core.unitofwork.ProcessingLifecycle",2288.819047619054,8,""
"axon-messaging-5.0.0","Context","org.axonframework.messaging.core.Context",2025.1833333333338,9,""
"axon-messaging-5.0.0","EventMessage","org.axonframework.messaging.eventhandling.EventMessage",2006.4198412698413,10,""
