"projectName","shortCodeUnitName","codeUnitName","pageRank","articleRank","normalizedPageRankToArticleRankDifference","rank","Source Cypher File: /home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/domains/anomaly-detection/labels/AnomalyDetectionArchetypeAuthority.cypher"
"axon-common-5.0.0","TypeReference","org.axonframework.common.TypeReference",34.527800040888884,4.824366141635518,0.44764760561134675,1,""
"axon-common-5.0.0","TypeReference$2","org.axonframework.common.TypeReference$2",14.823208144904871,1.3000077008285043,0.2909300808488405,2,""
"axon-common-5.0.0","TypeReference$1","org.axonframework.common.TypeReference$1",14.823208144904871,1.3000077008285043,0.2909300808488405,3,""
"axon-common-5.0.0","DescribableComponent","org.axonframework.common.infra.DescribableComponent",12.010800678576453,1.648449932096319,0.16794713721880342,4,""
"axon-common-5.0.0","ComponentDescriptor","org.axonframework.common.infra.ComponentDescriptor",11.877700870482997,1.4790843070910316,0.18408876172251645,5,""
"axon-common-5.0.0","AxonException","org.axonframework.common.AxonException",9.3841090558067,1.5378660255909986,0.10460780111588641,6,""
"axon-messaging-5.0.0","Metadata","org.axonframework.messaging.core.Metadata",8.054358853740242,1.2142214018036843,0.10417118643061662,7,""
"axon-messaging-5.0.0","Metadata$MetadataCollector","org.axonframework.messaging.core.Metadata$MetadataCollector",6.995622044237691,0.5522461975715741,0.15159721703843182,8,""
"axon-common-5.0.0","AxonNonTransientException","org.axonframework.common.AxonNonTransientException",6.4677026001028946,1.3707722655137382,0.03951864201145855,9,""
"axon-common-5.0.0","StringUtils","org.axonframework.common.StringUtils",6.0536042219953385,1.0280924575891361,0.06796631836278157,10,""
