"codeUnitName","shortCodeUnitName","projectName","betweenness","degree","incomingDependencies","outgoingDependencies","Source Cypher File: /home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/domains/anomaly-detection/queries/AnomalyDetectionSilentCoordinators.cypher"
"org.axonframework.messaging.commandhandling.annotation.AnnotatedCommandHandlingComponent","AnnotatedCommandHandlingComponent","axon-messaging-5.0.0",401.25,23,1,22,""
"org.axonframework.modelling.annotation.AnnotationBasedEntityEvolvingComponent","AnnotationBasedEntityEvolvingComponent","axon-modelling-5.0.0",376.16666666666663,18,1,17,""
"org.axonframework.messaging.queryhandling.annotation.AnnotatedQueryHandlingComponent","AnnotatedQueryHandlingComponent","axon-messaging-5.0.0",365,22,1,21,""
"org.axonframework.eventsourcing.EventSourcingRepository","EventSourcingRepository","axon-eventsourcing-5.0.0",348,17,1,16,""
"org.axonframework.messaging.core.EmptyMessageStream","EmptyMessageStream","axon-messaging-5.0.0",334.24841269841266,7,1,6,""
"org.axonframework.messaging.eventhandling.processing.streaming.pooled.PooledStreamingEventProcessor","PooledStreamingEventProcessor","axon-messaging-5.0.0",300,36,1,35,""
"org.axonframework.messaging.eventhandling.processing.streaming.pooled.PooledStreamingEventProcessorsConfigurer","PooledStreamingEventProcessorsConfigurer","axon-messaging-5.0.0",296.0785714285714,17,1,16,""
"org.axonframework.messaging.core.annotation.MultiHandlerDefinition","MultiHandlerDefinition","axon-messaging-5.0.0",201,9,1,8,""
"org.axonframework.common.configuration.DecoratedComponent","DecoratedComponent","axon-common-5.0.0",191.83333333333348,9,1,8,""
"org.axonframework.messaging.eventhandling.processing.subscribing.SubscribingEventProcessorsConfigurer","SubscribingEventProcessorsConfigurer","axon-messaging-5.0.0",179.57857142857142,15,1,14,""
"org.axonframework.test.fixture.AxonTestThenEvent","AxonTestThenEvent","axon-test-5.0.0",166,12,1,11,""
"org.axonframework.test.fixture.AxonTestThenCommand","AxonTestThenCommand","axon-test-5.0.0",164,14,1,13,""
"org.axonframework.common.configuration.DecoratorDefinition$2","DecoratorDefinition$2","axon-common-5.0.0",163.33333333333331,6,1,5,""
"org.axonframework.common.configuration.DecoratorDefinition$1","DecoratorDefinition$1","axon-common-5.0.0",163.33333333333331,6,1,5,""
"org.axonframework.messaging.core.ConversionCache","ConversionCache","axon-messaging-5.0.0",159,4,1,3,""
"org.axonframework.common.configuration.ComponentDefinition$1","ComponentDefinition$1","axon-common-5.0.0",158.7555555555557,7,1,6,""
"org.axonframework.common.configuration.ComponentDefinition$2","ComponentDefinition$2","axon-common-5.0.0",158.7555555555557,8,1,7,""
"org.axonframework.eventsourcing.annotation.reflection.AnnotationBasedEventSourcedEntityFactoryDefinition","AnnotationBasedEventSourcedEntityFactoryDefinition","axon-eventsourcing-5.0.0",150.03571428571428,8,1,7,""
"org.axonframework.messaging.queryhandling.configuration.SimpleQueryHandlingModule","SimpleQueryHandlingModule","axon-messaging-5.0.0",147.66666666666669,17,1,16,""
"org.axonframework.messaging.commandhandling.configuration.SimpleCommandHandlingModule","SimpleCommandHandlingModule","axon-messaging-5.0.0",145.66666666666666,17,1,16,""
