"projectName","shortCodeUnitName","codeUnitName","anomalyRank","anomalyScore","bridgeRank","outlierRank","degreeRank","topFeature1","topFeature2","topFeature3","topFeature1Score","topFeature2Score","topFeature3Score","Source Cypher File: domains/anomaly-detection/labels/AnomalyDetectionTopAnomalies.cypher"
"react-router","react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.3/source/react-router-7.18.3/packages/react-router/index.ts",1,0.06667177295303617,7,0,1,"pageToArticleRankDifference","pageRank","articleRank",-0.17767404805287698,-0.1615513401887283,-0.1539128475320932,""
"react-router","react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.3/source/react-router-7.18.3/packages/react-router/index-react-server.ts",2,0.057689452677442854,4,0,5,"pageToArticleRankDifference","pageRank","articleRank",-0.1832874520775866,-0.16654017055553996,-0.15257524076092174,""
"react-router-express","server","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.3/source/react-router-7.18.3/packages/react-router-express/server.ts",3,0.018036000004614583,2,0,21,"pageToArticleRankDifference","nodeEmbeddingPCA_13","nodeEmbeddingPCA_11",-0.16719262158561946,-0.16058757191412784,-0.09349907509283491,""
"react-router-express","react-router-express","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.3/source/react-router-7.18.3/packages/react-router-express/index.ts",4,0.01272932824860773,1,0,39,"nodeEmbeddingPCA_13","pageToArticleRankDifference","nodeEmbeddingPCA_11",-0.15947190073092138,-0.15208895668357994,-0.0940590351478548,""
"react-router","utils","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.3/source/react-router-7.18.3/packages/react-router/lib/router/utils.ts",5,0.006172203083872896,5,0,3,"pageRank","articleRank","pageToArticleRankDifference",-0.14062161885061136,-0.1404755421890923,-0.11004114038390575,""
"react-router-dev","routes","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.3/source/react-router-7.18.3/packages/react-router-dev/config/routes.ts",6,0.00427846344457139,6,0,9,"pageToArticleRankDifference","pageRank","articleRank",-0.18698025214733607,-0.15730123193652232,-0.09877692187642448,""
"react-router-dev","config","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.3/source/react-router-7.18.3/packages/react-router-dev/config/config.ts",7,0.0025193274694464973,3,0,7,"pageToArticleRankDifference","nodeEmbeddingPCA_13","pageRank",-0.17012570564547866,-0.07725006204880519,-0.07561966288107859,""
