"projectName","shortCodeUnitName","codeUnitName","pageRank","articleRank","normalizedPageRankToArticleRankDifference","rank","Source Cypher File: domains/archetypes/labels/ArchetypeAuthority.cypher"
"axon-common-5.1.1","common","org.axonframework.common",11.589884268040368,6.025806393235335,0,1,""
"axon-common-5.1.1","io","org.axonframework.common.io",0.45610778844914285,0.20497129871224026,0.017402411833936485,2,""
"axon-metrics-micrometer-5.1.1","micrometer","org.axonframework.extension.metrics.micrometer",0.25200000000000006,0.19526843235504654,0.0012119665016134037,3,""
"axon-common-5.1.1","function","org.axonframework.common.function",0.2439947811566229,0.17698553814391046,0.0036237574368617916,4,""
"axoniq-spring-boot-autoconfigure-5.1.1","actuator","io.axoniq.framework.springboot.actuator",0.20533500000000005,0.1744000536202405,0.0006843938252159929,5,""
"axoniq-spring-boot-autoconfigure-5.1.1","autoconfig","io.axoniq.framework.springboot.autoconfig",0.15000000000000002,0.15000000000000002,0,6,""
"axon-eventsourcing-5.1.1","configuration","org.axonframework.eventsourcing.configuration",0.15000000000000002,0.15000000000000002,0,7,""
"axon-tracing-opentelemetry-5.1.1","opentelemetry","org.axonframework.extension.tracing.opentelemetry",0.15000000000000002,0.15000000000000002,0,8,""
"axon-common-5.1.1","digest","org.axonframework.common.digest",0.15000000000000002,0.15000000000000002,0,9,""
"axon-update-5.1.1","update","org.axonframework.update",0.15000000000000002,0.15000000000000002,0,10,""
