"directoryPath","directoryName","directoryParentPath","directoryParentName","mainAuthor","secondAuthor","thirdAuthor","authorCount","fileCount","commitCount","lastCreationDate","lastModificationDate","lastCommitDate","daysSinceLastCommit","daysSinceLastCreation","daysSinceLastModification","maxCommitSha","maxFileRelativePath","directoryPathLength","combinedDirectoriesCount","Source Cypher File: domains/git-history/queries/statistics/List_git_file_directories_with_commit_statistics.cypher"
"react-router-7.17.0","react-router-7.17.0","","","Matt Brophy","github-actions[bot]","Mark Dalgleish",595,1174,4882,"2026-06-01","2026-06-04","2026-06-04",18,20,17,"fff84b5f20f35c347c9d6313dfc603db0eac6e19","react-router-7.17.0/typedoc.mjs",1,1,""
"react-router-7.17.0/.agents/skills",".agents/skills","react-router-7.17.0","react-router-7.17.0","Matt Brophy","Brooks Lybrand",,2,2,10,"2026-05-07","2026-06-04","2026-06-04",18,45,17,"fadd6c490cc84abc560a2413ee6fa0f2617d098d","react-router-7.17.0/.agents/skills/implement-rfc/SKILL.md",3,2,""
"react-router-7.17.0/.agents/skills/fix-bug","fix-bug","react-router-7.17.0/.agents/skills","skills","Matt Brophy","Brooks Lybrand",,2,1,7,"2026-03-18","2026-06-04","2026-06-04",18,95,17,"a842fca719e81505f454a8e6a8c728cdaed22067","react-router-7.17.0/.agents/skills/fix-bug/SKILL.md",4,1,""
"react-router-7.17.0/.agents/skills/implement-rfc","implement-rfc","react-router-7.17.0/.agents/skills","skills","Matt Brophy",,,1,1,3,"2026-05-07","2026-05-07","2026-05-14",39,45,45,"fadd6c490cc84abc560a2413ee6fa0f2617d098d","react-router-7.17.0/.agents/skills/implement-rfc/SKILL.md",4,1,""
"react-router-7.17.0/.github",".github","react-router-7.17.0","react-router-7.17.0","Matt Brophy","Michael Jackson","Michaël De Boey",21,19,217,"2026-05-26","2026-05-28","2026-05-28",25,26,24,"ff67b74a33c9f13fac28afc4923d0bf5628998ec","react-router-7.17.0/.github/workflows/test.yml",2,1,""
"react-router-7.17.0/.github/ISSUE_TEMPLATE","ISSUE_TEMPLATE","react-router-7.17.0/.github",".github","Matt Brophy","Pedro Cattori","Tim Dorr",13,3,50,"2023-01-11","2025-07-16","2025-07-16",341,1257,340,"ff67b74a33c9f13fac28afc4923d0bf5628998ec","react-router-7.17.0/.github/ISSUE_TEMPLATE/documentation_isse.yml",3,1,""
"react-router-7.17.0/.github/workflows","workflows","react-router-7.17.0/.github",".github","Matt Brophy","dependabot[bot]","Michael Jackson",15,14,178,"2026-05-26","2026-05-28","2026-05-28",25,26,24,"ff4c0712f7b24d38f51f7b967d7c31aeac531bed","react-router-7.17.0/.github/workflows/test.yml",3,1,""
"react-router-7.17.0/decisions","decisions","react-router-7.17.0","react-router-7.17.0","Matt Brophy","Pedro Cattori","Michael Jackson",10,20,69,"2026-02-19","2026-06-04","2026-06-04",18,122,17,"ff67b74a33c9f13fac28afc4923d0bf5628998ec","react-router-7.17.0/decisions/template.md",2,1,""
"react-router-7.17.0/docs","docs","react-router-7.17.0","react-router-7.17.0","Matt Brophy","Remix Run Bot","Ryan Florence",122,197,695,"2026-05-07","2026-06-04","2026-06-04",18,45,17,"ff6a4fea561d67b1e61002522096797afb9ff55e","react-router-7.17.0/docs/upgrading/v6.md",2,1,""
"react-router-7.17.0/docs/api","api","react-router-7.17.0/docs","docs","Matt Brophy","Remix Run Bot","Brooks Lybrand",23,109,196,"2026-05-07","2026-06-04","2026-06-04",18,45,17,"fed3b6300c8b8db90d9779a8f9c3304e91d719d3","react-router-7.17.0/docs/api/utils/resolvePath.md",3,1,""
"react-router-7.17.0/docs/api/components","components","react-router-7.17.0/docs/api","api","Matt Brophy","Remix Run Bot","Ryan Florence",6,11,47,"2025-03-14","2026-05-05","2026-05-05",48,465,47,"f153b191e1c52bc8fb0e485bfd5d8ec2a8752104","react-router-7.17.0/docs/api/components/index.md",4,1,""
"react-router-7.17.0/docs/api/data-routers","data-routers","react-router-7.17.0/docs/api","api","Remix Run Bot","Matt Brophy","Ryan Florence",6,8,62,"2025-07-16","2026-06-04","2026-06-04",18,340,17,"f36a3b0862db885272911bf9f40a90187791bce1","react-router-7.17.0/docs/api/data-routers/index.md",4,1,""
"react-router-7.17.0/docs/api/declarative-routers","declarative-routers","react-router-7.17.0/docs/api","api","Matt Brophy","Remix Run Bot","Ryan Florence",4,7,33,"2025-07-15","2026-05-05","2026-05-05",48,341,47,"f450f1f62bced8626d597d4e049f51775bfae3cb","react-router-7.17.0/docs/api/declarative-routers/index.md",4,1,""
"react-router-7.17.0/docs/api/framework-conventions","framework-conventions","react-router-7.17.0/docs/api","api","Matt Brophy","Brooks Lybrand","Qz",8,8,36,"2025-06-26","2026-05-05","2026-05-05",48,360,47,"fed3b6300c8b8db90d9779a8f9c3304e91d719d3","react-router-7.17.0/docs/api/framework-conventions/server-modules.md",4,1,""
"react-router-7.17.0/docs/api/framework-routers","framework-routers","react-router-7.17.0/docs/api","api","Matt Brophy","Remix Run Bot","Dogxi",3,3,32,"2025-07-16","2026-06-04","2026-06-04",18,340,17,"ed1196fffdf832d6e68ed17de08027065d24051e","react-router-7.17.0/docs/api/framework-routers/index.md",4,1,""
"react-router-7.17.0/docs/api/hooks","hooks","react-router-7.17.0/docs/api","api","Matt Brophy","Remix Run Bot","Ryan Florence",11,32,104,"2026-05-07","2026-05-28","2026-05-28",25,45,24,"fd2fe65e06fa0e23cc93ef406d0df41064568f60","react-router-7.17.0/docs/api/hooks/useViewTransitionState.md",4,1,""
"react-router-7.17.0/docs/api/other-api","other-api","react-router-7.17.0/docs/api","api","Matt Brophy","Michaël De Boey","Mark Dalgleish",3,4,14,"2025-08-13","2026-05-14","2026-05-14",39,313,38,"fadd6c490cc84abc560a2413ee6fa0f2617d098d","react-router-7.17.0/docs/api/other-api/serve.md",4,1,""
"react-router-7.17.0/docs/api/rsc","rsc","react-router-7.17.0/docs/api","api","Matt Brophy","Remix Run Bot","Jacob Ebey",4,7,51,"2025-06-26","2026-04-09","2026-04-09",74,360,73,"fbf037a7bfe14dfb146cd534b804b62f4a0036d0","react-router-7.17.0/docs/api/rsc/routeRSCServerRequest.md",4,1,""
"react-router-7.17.0/docs/api/utils","utils","react-router-7.17.0/docs/api","api","Matt Brophy","Remix Run Bot","Ryan Florence",5,29,50,"2025-07-31","2026-04-21","2026-04-21",62,325,61,"fbf037a7bfe14dfb146cd534b804b62f4a0036d0","react-router-7.17.0/docs/api/utils/resolvePath.md",4,1,""
"react-router-7.17.0/docs/community","community","react-router-7.17.0/docs","docs","Matt Brophy","Ryan Florence","Chance Strickland",16,3,88,"2024-05-02","2026-04-14","2026-04-14",69,780,68,"fbe796a4c5f257d710b2f779235e0cbcaef25396","react-router-7.17.0/docs/community/index.md",3,1,""
"react-router-7.17.0/docs/explanation","explanation","react-router-7.17.0/docs","docs","Matt Brophy","Brooks Lybrand","Pedro Cattori",19,21,124,"2026-04-14","2026-06-04","2026-06-04",18,68,17,"fd76ac8838c4b98cc6073fa987b6d30b08199c29","react-router-7.17.0/docs/explanation/type-safety.md",3,1,""
"react-router-7.17.0/docs/how-to","how-to","react-router-7.17.0/docs","docs","Matt Brophy","Ryan Florence","Brooks Lybrand",26,23,176,"2025-11-26","2026-06-04","2026-06-04",18,207,17,"fd76ac8838c4b98cc6073fa987b6d30b08199c29","react-router-7.17.0/docs/how-to/webhook.md",3,1,""
"react-router-7.17.0/docs/start","start","react-router-7.17.0/docs","docs","Matt Brophy","Ryan Florence","Brooks Lybrand",56,28,243,"2025-04-28","2026-06-04","2026-06-04",18,419,17,"fde69511bbfddf5a04e00d8c8bb9a7702a32b9bf","react-router-7.17.0/docs/start/modes.md",3,1,""
"react-router-7.17.0/docs/start/data","data","react-router-7.17.0/docs/start","start","Matt Brophy","Ryan Florence","Pedro Cattori",16,10,64,"2025-04-28","2026-06-04","2026-06-04",18,419,17,"fd2fe65e06fa0e23cc93ef406d0df41064568f60","react-router-7.17.0/docs/start/data/testing.md",4,1,""
"react-router-7.17.0/docs/start/declarative","declarative","react-router-7.17.0/docs/start","start","Matt Brophy","Ryan Florence","Michael Jackson",8,5,29,"2025-03-15","2025-07-24","2025-07-24",333,464,332,"fd76ac8838c4b98cc6073fa987b6d30b08199c29","react-router-7.17.0/docs/start/declarative/url-values.md",4,1,""
"react-router-7.17.0/docs/start/framework","framework","react-router-7.17.0/docs/start","start","Matt Brophy","Ryan Florence","Brooks Lybrand",40,11,196,"2024-11-13","2026-06-04","2026-06-04",18,585,17,"fde69511bbfddf5a04e00d8c8bb9a7702a32b9bf","react-router-7.17.0/docs/start/framework/testing.md",4,1,""
"react-router-7.17.0/docs/tutorials","tutorials","react-router-7.17.0/docs","docs","Matt Brophy","Brooks Lybrand","Ryan Florence",12,5,62,"2025-06-24","2026-06-04","2026-06-04",18,362,17,"fd76ac8838c4b98cc6073fa987b6d30b08199c29","react-router-7.17.0/docs/tutorials/quickstart.md",3,1,""
