"localClusteringCoefficient","memberCount","memberNameExamples","Source Cypher File: domains/graph-algorithms/queries/community-detection/Community_Detection_10d_LocalClusteringCoefficient_Stream_Aggregated.cypher"
1,125,"org.axonframework.test.extension.ProvidedAxonTestFixture,org.axonframework.test.util.MessageMonitorReport$Report$Success,org.axonframework.test.util.MessageMonitorReport$Report$Ignored,org.axonframework.test.util.MessageMonitorReport$Report$Failure,org.axonframework.test.matchers.PayloadsMatcher,org.axonframework.test.matchers.AllFieldsFilter,org.axonframework.messaging.monitoring.MultiMessageMonitor$1,org.axonframework.messaging.commandhandling.distributed.PayloadConvertingCommandBusConnector$ConvertingResultMessageCallback,org.axonframework.messaging.commandhandling.annotation.AnnotationRoutingStrategy$RoutingKeyResolver",""
0.95,1,"org.axonframework.messaging.eventstreaming.TagAndTypeFilteredEventCriteria",""
0.9,2,"org.axonframework.messaging.core.annotation.ChainedMessageHandlerInterceptorMember,org.axonframework.messaging.core.interception.annotation.NoMoreInterceptors",""
0.83,21,"org.axonframework.messaging.monitoring.configuration.DefaultMessageMonitorRegistry$1,org.axonframework.messaging.eventhandling.EventHandlerRegistry,org.axonframework.messaging.eventhandling.processing.streaming.pooled.WorkPackage$BatchProcessingEntry,org.axonframework.messaging.eventstreaming.StartingFrom,org.axonframework.messaging.eventstreaming.DefaultStreamingCondition,org.axonframework.messaging.core.OnNextMessageStream$Single,org.axonframework.messaging.core.MappedMessageStream$Single,org.axonframework.messaging.core.FilteringMessageStream,org.axonframework.messaging.core.FilteringMessageStream$Single",""
0.82,1,"org.axonframework.messaging.eventstreaming.AnyEvent",""
0.8,11,"org.axonframework.test.util.MessageMonitorReport$Report,org.axonframework.messaging.monitoring.configuration.MessageMonitorFactory,org.axonframework.messaging.core.retry.RetryScheduler$Dispatcher,org.axonframework.messaging.core.retry.RetryScheduler,org.axonframework.messaging.eventhandling.processing.streaming.pooled.WorkPackage$ProcessingEntry,org.axonframework.messaging.core.TruncateFirstMessageStream,org.axonframework.messaging.core.MessageStreamUtils,org.axonframework.messaging.core.CloseCallbackMessageStream,org.axonframework.messaging.core.interception.DispatchInterceptorFactory",""
0.79,1,"org.axonframework.messaging.eventstreaming.OrEventCriteria",""
0.76,1,"org.axonframework.messaging.core.DefaultMessageDispatchInterceptorChain$InterceptingDispatcher",""
0.73,1,"org.axonframework.messaging.core.QueueMessageStream",""
0.72,1,"org.axonframework.messaging.eventstreaming.TagFilteredEventCriteria",""
0.71,2,"org.axonframework.messaging.eventhandling.processing.streaming.pooled.WorkPackage$EventFilter,org.axonframework.messaging.eventhandling.processing.streaming.pooled.WorkPackage$BatchProcessor",""
