"codeUnitName","shortCodeUnitName","propertyName","propertyValue","Source Cypher File: scripts/../cypher/Dependencies_Projection/Dependencies_8_Stream_Mutated_Value_Descending.cypher"
"react-router-7.18.0/react-router","react-router","centralityCloseness",0.25116279069767444,""
"react-router-7.18.0/utils","utils","centralityCloseness",0.20093023255813952,""
"react-router-7.18.0/react-router","react-router","centralityCloseness",0.17321571772253408,""
"react-router-7.18.0/history","history","centralityCloseness",0.16469691193290126,""
"react-router-7.18.0/router","router","centralityCloseness",0.15946843853820597,""
"react-router-7.18.0/entry","entry","centralityCloseness",0.15456171735241503,""
"react-router-7.18.0/routeModules","routeModules","centralityCloseness",0.15221987315010568,""
"react-router-7.18.0/data","data","centralityCloseness",0.14560161779575329,""
"react-router-7.18.0/register","register","centralityCloseness",0.14351023653349235,""
"react-router-7.18.0/dev","dev","centralityCloseness",0.14149870801033593,""
"react-router-7.18.0/future","future","centralityCloseness",0.13963688290493678,""
"react-router-7.18.0/href","href","centralityCloseness",0.13963688290493678,""
"react-router-7.18.0/build","build","centralityCloseness",0.13953488372093023,""
"react-router-7.18.0/cookies","cookies","centralityCloseness",0.13953488372093023,""
"react-router-7.18.0/instrumentation","instrumentation","centralityCloseness",0.13953488372093023,""
"react-router-7.18.0/mode","mode","centralityCloseness",0.13953488372093023,""
"react-router-7.18.0/serializes-to","serializes-to","centralityCloseness",0.13782341689318434,""
"react-router-7.18.0/dom-export","dom-export","centralityCloseness",0.13762344695762982,""
"react-router-7.18.0/fog-of-war","fog-of-war","centralityCloseness",0.13762344695762982,""
"react-router-7.18.0/links","links","centralityCloseness",0.13762344695762982,""
"react-router-7.18.0/server","server","centralityCloseness",0.13762344695762982,""
"react-router-7.18.0/context","context","centralityCloseness",0.1357636706473916,""
"react-router-7.18.0/cookieStorage","cookieStorage","centralityCloseness",0.1357636706473916,""
"react-router-7.18.0/memoryStorage","memoryStorage","centralityCloseness",0.1357636706473916,""
"react-router-7.18.0/react-router","react-router","centralityCloseness",0.1357636706473916,""
"react-router-7.18.0/server","server","centralityCloseness",0.1357636706473916,""
