"communityId","artifactName","packageCount","packageNames","Source Cypher File: Community_Detection/Which_package_community_spans_several_artifacts_and_how_are_the_packages_distributed.cypher"
0,"axon-messaging-4.12.1",4,"java,lifecycle,timeout,attributes",""
0,"axon-server-connector-4.12.1",11,"connector,processor,util,heartbeat,source,checker,query,subscription,axon,command",""
0,"axon-spring-boot-autoconfigure-4.12.1",7,"actuator,axonserver,springboot,connection,autoconfig,util,jpa",""
0,"axon-test-4.12.1",1,"server",""
1,"axon-disruptor-4.12.1",1,"commandhandling",""
1,"axon-eventsourcing-4.12.1",2,"eventsourcing,conflictresolution",""
1,"axon-messaging-4.12.1",14,"commandhandling,callbacks,distributed,commandfilter,gateway,common,annotation,caching,digest,lock,property",""
1,"axon-modelling-4.12.1",3,"command,inspection,legacyjpa",""
3,"axon-modelling-4.12.1",1,"inmemory",""
3,"axon-test-4.12.1",7,"test,deadline,eventscheduler,saga,utils,aggregate,matchers",""
4,"axon-configuration-4.12.1",1,"config",""
4,"axon-eventsourcing-4.12.1",7,"eventstore,jdbc,inmemory,statements,jpa,snapshotting,legacyjpa",""
4,"axon-messaging-4.12.1",10,"io,stream,transaction,eventhandling,async,deadletter,gateway,pooled,monitoring,util",""
4,"axon-spring-boot-autoconfigure-4.12.1",2,"legacyjpa",""
6,"axon-messaging-4.12.1",15,"dbscheduler,deadline,jobrunr,quartz,interceptors,replay,messaging,correlation,legacyvalidation,responsetypes,unitofwork,queryhandling,registration,tracing",""
6,"axon-tracing-opentelemetry-4.12.1",1,"opentelemetry",""
