"artifactName","fullQualifiedName","name","distance","abstractness","instability","elementsCount","Source Cypher File: Metrics/Calculate_distance_between_abstractness_and_instability_for_Typescript.cypher"
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/vite/route-chunks.ts","./vite/route-chunks.ts",0.14150943396226423,0.16666666666666666,0.9748427672955975,12,""
"create-react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/create-react-router/prompts-prompt-base.ts","./prompts-prompt-base.ts",0.13636363636363624,0.5,0.6363636363636364,2,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router/lib/dom/ssr/routeModules.ts","./lib/dom/ssr/routeModules.ts",0.1341991341991342,0.9523809523809523,0.18181818181818182,21,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router/lib/dom/ssr/links.ts","./lib/dom/ssr/links.ts",0.125,0.125,1,8,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/vite/styles.ts","./vite/styles.ts",0.12,0,0.88,4,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router/lib/server-runtime/routes.ts","./lib/server-runtime/routes.ts",0.10000000000000009,0.5,0.6,4,""
"react-router-node","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-node/server.ts","./server.ts",0.10000000000000009,0.5,0.6,2,""
"react-router-node","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-node/sessions/fileStorage.ts","./sessions/fileStorage.ts",0.09999999999999998,0,0.9,2,""
"create-react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/create-react-router/loading-indicator.ts","./loading-indicator.ts",0.07692307692307687,0,0.9230769230769231,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router/lib/rsc/server.rsc.ts","./lib/rsc/server.rsc.ts",0.065390749601276,0.6363636363636364,0.2982456140350877,22,""
"react-router-fs-routes","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-fs-routes/flatRoutes.ts","./flatRoutes.ts",0.0625,0,0.9375,13,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/vite/cloudflare-dev-proxy.ts","./vite/cloudflare-dev-proxy.ts",0.0625,0,0.9375,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/vite/remove-exports.ts","./vite/remove-exports.ts",0.0625,0,0.9375,1,""
"create-react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/create-react-router/copy-template.ts","./copy-template.ts",0.05714285714285716,0,0.9428571428571428,2,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/typegen/index.ts","./typegen/index.ts",0.04761904761904767,0.3333333333333333,0.7142857142857143,3,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/vite/with-props.ts","./vite/with-props.ts",0.033333333333333326,0,0.9666666666666667,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/typegen/generate.ts","./typegen/generate.ts",0.02758620689655178,0.2,0.8275862068965517,5,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/vite/rsc/plugin.ts","./vite/rsc/plugin.ts",0.018181818181818188,0,0.9818181818181818,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router/lib/types/route-data.ts","./lib/types/route-data.ts",0,1,0,7,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router/lib/types/utils.ts","./lib/types/utils.ts",0,1,0,6,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router/lib/dom/ssr/entry.ts","./lib/dom/ssr/entry.ts",0,1,0,5,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router/lib/server-runtime/build.ts","./lib/server-runtime/build.ts",0,1,0,5,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router/lib/types/register.ts","./lib/types/register.ts",0,1,0,4,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/config.ts","./config.ts",0,1,0,4,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router/lib/router/links.ts","./lib/router/links.ts",0,1,0,3,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router/lib/dom/global.ts","./lib/dom/global.ts",0,1,0,2,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router/lib/types/future.ts","./lib/types/future.ts",0,1,0,2,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router/lib/types/internal.ts","./lib/types/internal.ts",0,1,0,2,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/manifest.ts","./manifest.ts",0,1,0,2,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router/lib/types/params.ts","./lib/types/params.ts",0,1,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router/lib/types/route-module-annotations.ts","./lib/types/route-module-annotations.ts",0,1,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router/lib/types/route-module.ts","./lib/types/route-module.ts",0,1,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router/lib/types/serializes-to.ts","./lib/types/serializes-to.ts",0,1,0,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/cli/run.ts","./cli/run.ts",0,0,1,1,""
"react-router-fs-routes","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-fs-routes/index.ts","./index.ts",0,0,1,1,""
"create-react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/create-react-router/cli.ts","./cli.ts",0,0,1,0,""
"react-router-serve","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-serve/cli.ts","./cli.ts",0,0,1,0,""
"react-router-architect","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-architect/__tests__/server-test.ts","./__tests__/server-test.ts",0,0,1,0,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router/tsup.config.rsc.ts","./tsup.config.rsc.ts",0,0,1,0,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router/tsup.config.ts","./tsup.config.ts",0,0,1,0,""
