"propertyName","propertyValue","codeUnits","codeUnitNames","shortCodeUnitNames","Source Cypher File: scripts/../cypher/Dependencies_Projection/Dependencies_8_Stream_Mutated_Grouped.cypher"
"communityKCoreDecompositionValue",11,37,"org.axonframework.modelling,org.axonframework.modelling.annotation,org.axonframework.modelling.entity.annotation,io.axoniq.framework.axonserver.connector.event,org.axonframework.common,org.axonframework.common.annotation,org.axonframework.common.infra,org.axonframework.common.configuration,org.axonframework.test.fixture,org.axonframework.eventsourcing,org.axonframework.eventsourcing.annotation,org.axonframework.eventsourcing.annotation.reflection,org.axonframework.eventsourcing.handler,org.axonframework.eventsourcing.eventstore,org.axonframework.eventsourcing.eventstore.jpa,org.axonframework.eventsourcing.configuration,org.axonframework.conversion,org.axonframework.messaging.commandhandling,org.axonframework.messaging.commandhandling.annotation,org.axonframework.messaging.eventhandling,org.axonframework.messaging.eventhandling.annotation,org.axonframework.messaging.eventhandling.replay,org.axonframework.messaging.eventhandling.conversion,org.axonframework.messaging.eventhandling.processing,org.axonframework.messaging.eventhandling.processing.streaming.token,org.axonframework.messaging.eventhandling.processing.streaming.pooled,org.axonframework.messaging.eventhandling.processing.streaming.segmenting,org.axonframework.messaging.eventhandling.processing.subscribing,org.axonframework.messaging.eventhandling.configuration,org.axonframework.messaging.eventstreaming,org.axonframework.messaging.core,org.axonframework.messaging.core.annotation,org.axonframework.messaging.core.interception,org.axonframework.messaging.core.sequencing,org.axonframework.messaging.core.conversion,org.axonframework.messaging.core.unitofwork,org.axonframework.messaging.core.configuration","modelling,annotation,event,common,infra,configuration,fixture,eventsourcing,reflection,handler,eventstore,jpa,conversion,commandhandling,eventhandling,replay,processing,token,pooled,segmenting,subscribing,eventstreaming,core,interception,sequencing,unitofwork",""
"communityKCoreDecompositionValue",10,10,"org.axonframework.modelling.entity,org.axonframework.modelling.entity.child,org.axonframework.modelling.configuration,org.axonframework.modelling.repository,org.axonframework.messaging.monitoring.configuration,org.axonframework.messaging.commandhandling.configuration,org.axonframework.messaging.queryhandling,org.axonframework.messaging.queryhandling.annotation,org.axonframework.messaging.queryhandling.configuration,org.axonframework.messaging.core.interception.annotation","entity,child,configuration,repository,queryhandling,annotation",""
"communityKCoreDecompositionValue",9,6,"io.axoniq.framework.axonserver.connector.shared,io.axoniq.framework.axonserver.connector.query,io.axoniq.framework.axonserver.connector.command,org.axonframework.extension.metrics.micrometer,org.axonframework.messaging.monitoring,org.axonframework.messaging.commandhandling.gateway","shared,query,command,micrometer,monitoring,gateway",""
"communityKCoreDecompositionValue",6,14,"io.axoniq.framework.axonserver.connector.snapshot,io.axoniq.framework.axonserver.connector.api,org.axonframework.common.jdbc,org.axonframework.common.tx,org.axonframework.eventsourcing.snapshot.store,org.axonframework.eventsourcing.snapshot.api,org.axonframework.messaging.eventhandling.processing.streaming,org.axonframework.messaging.eventhandling.processing.streaming.token.store.inmemory,org.axonframework.messaging.eventhandling.processing.errorhandling,org.axonframework.messaging.queryhandling.interception,org.axonframework.messaging.queryhandling.gateway,org.axonframework.messaging.core.unitofwork.transaction.jdbc,org.axonframework.messaging.core.unitofwork.transaction.jpa,io.axoniq.framework.springboot.autoconfig","snapshot,api,jdbc,tx,store,streaming,inmemory,errorhandling,interception,gateway,jpa,autoconfig",""
"communityKCoreDecompositionValue",3,12,"io.axoniq.framework.axonserver.connector.util,io.axoniq.framework.axonserver.connector.api.query,io.axoniq.framework.axonserver.connector.api.command,org.axonframework.update,org.axonframework.update.detection,org.axonframework.update.api,org.axonframework.common.util,org.axonframework.extension.tracing.opentelemetry,org.axonframework.eventsourcing.snapshot.inmemory,org.axonframework.conversion.jackson2,org.axonframework.messaging.core.reflection,org.axonframework.messaging.core.unitofwork.annotation","util,query,command,update,detection,api,opentelemetry,inmemory,jackson2,reflection,annotation",""
"communityKCoreDecompositionValue",8,6,"io.axoniq.framework.axonserver.connector.configuration,org.axonframework.test.util,org.axonframework.eventsourcing.eventstore.inmemory,org.axonframework.messaging.commandhandling.interception,org.axonframework.messaging.eventhandling.replay.annotation,org.axonframework.messaging.eventhandling.gateway","configuration,util,inmemory,interception,annotation,gateway",""
"communityKCoreDecompositionValue",2,7,"org.axonframework.update.common,org.axonframework.update.configuration,org.axonframework.common.io,org.axonframework.extension.metrics.micrometer.springboot,org.axonframework.messaging.tracing.attributes,io.axoniq.framework.springboot,io.axoniq.framework.springboot.actuator.axonserver","common,configuration,io,springboot,attributes,axonserver",""
"communityKCoreDecompositionValue",4,7,"org.axonframework.common.property,org.axonframework.common.lifecycle,org.axonframework.test.extension,org.axonframework.conversion.jackson,org.axonframework.conversion.avro,org.axonframework.messaging.eventhandling.processing.streaming.token.annotation,org.axonframework.messaging.queryhandling.tracing","property,lifecycle,extension,jackson,avro,annotation,tracing",""
"communityKCoreDecompositionValue",1,7,"org.axonframework.common.caching,org.axonframework.common.digest,org.axonframework.common.lock,org.axonframework.extension.metrics.micrometer.reservoir,org.axonframework.conversion.converter,io.axoniq.framework.springboot.service.connection,io.axoniq.framework.springboot.actuator","caching,digest,lock,reservoir,converter,connection,actuator",""
"communityKCoreDecompositionValue",5,10,"org.axonframework.common.jpa,org.axonframework.common.function,org.axonframework.test,org.axonframework.test.matchers,org.axonframework.messaging.commandhandling.retry,org.axonframework.messaging.commandhandling.tracing,org.axonframework.messaging.eventhandling.tracing,org.axonframework.messaging.core.correlation,org.axonframework.messaging.core.retry,org.axonframework.messaging.tracing","jpa,function,test,matchers,retry,tracing,correlation",""
