"artifactName","packagesInArtifactCount","packagesCount","packageSpread","typesInArtifactCount","typesCount","typesSpread","dependencyArtifactName","dependencyTypeIsInterface","dependencyPackagesCount","dependencyTypesCount","someDependencyPackages","someDependencyTypes","someCallingPackages","someCallingTypes","Source Cypher File: Artifact_Dependencies/Artifacts_with_dependencies_to_other_artifacts.cypher"
"axon-messaging-5.0.1",57,49,85.96,570,204,35.79,"axon-common-5.0.1",false,6,34,"org.axonframework.common,org.axonframework.common.annotation","ProcessUtils,DateTimeUtils,CollectionUtils,AxonNonTransientException","org.axonframework.messaging.eventhandling.processing.streaming.pooled,org.axonframework.messaging.eventhandling.processing.streaming.token.store.jdbc","Coordinator,JdbcTokenEntry,TokenEntry,JpaTokenStore",""
"axon-messaging-5.0.1",57,33,57.89,570,102,17.89,"axon-common-5.0.1",true,7,25,"org.axonframework.common,org.axonframework.common.jdbc","Registration,JdbcUtils$SqlResultConverter,ConnectionProvider,JdbcUtils$SqlFunction","org.axonframework.messaging.eventhandling,org.axonframework.messaging.queryhandling.distributed","EventSubscribers,InterceptingEventBus,DelegatingEventBus,DistributedQueryBus$DistributedHandler",""
"axon-messaging-5.0.1",57,11,19.3,570,31,5.44,"axon-conversion-5.0.1",true,1,1,"org.axonframework.conversion","Converter","org.axonframework.messaging.commandhandling,org.axonframework.messaging.eventhandling.conversion","CommandResultMessage,DelegatingEventConverter,AnnotatedEventHandlingComponent,CommandMessage",""
"axon-modelling-5.0.1",7,7,100,93,44,47.31,"axon-messaging-5.0.1",true,11,25,"org.axonframework.messaging.commandhandling,org.axonframework.messaging.commandhandling.annotation","CommandMessage,CommandHandler,CommandBus,CommandHandlingComponent","org.axonframework.modelling.entity,org.axonframework.modelling.entity.annotation","EntityMetamodel,WrongPolymorphicEntityTypeException,PolymorphicEntityMetamodel,RoutingKeyCommandTargetResolver",""
"axon-modelling-5.0.1",7,7,100,93,22,23.66,"axon-messaging-5.0.1",false,6,13,"org.axonframework.messaging.commandhandling,org.axonframework.messaging.commandhandling.annotation","NoHandlerForCommandException,GenericCommandResultMessage,DuplicateCommandHandlerSubscriptionException,RoutingKey","org.axonframework.modelling.entity,org.axonframework.modelling.entity.annotation","PolymorphicEntityMetamodel,ConcreteEntityMetamodel,EntityCommandHandlingComponent,AnnotatedEntityMetamodel",""
"axon-eventsourcing-5.0.1",7,7,100,100,49,49,"axon-messaging-5.0.1",true,13,30,"org.axonframework.messaging.commandhandling,org.axonframework.messaging.commandhandling.configuration","CommandBus,CommandHandlingComponent,CommandHandlingModule,EventMessage","org.axonframework.eventsourcing.configuration,org.axonframework.eventsourcing.eventstore","SimpleEventSourcedEntityModule,EventSourcingConfigurer,AnnotationBasedTagResolver,MultiTagResolver",""
"axon-eventsourcing-5.0.1",7,7,100,100,28,28,"axon-messaging-5.0.1",false,8,18,"org.axonframework.messaging.eventhandling,org.axonframework.messaging.eventhandling.annotation","TerminalEventMessage,InterceptingEventBus,GenericEventMessage,SimpleEventBus","org.axonframework.eventsourcing.eventstore.jpa,org.axonframework.eventsourcing.eventstore.inmemory","AggregateBasedJpaEventStorageEngine,InMemoryEventStorageEngine$MapBackedSourcingEventMessageStream,InterceptingEventStore,GapAwareTrackingTokenOperations",""
"axon-eventsourcing-5.0.1",7,7,100,100,26,26,"axon-common-5.0.1",true,5,16,"org.axonframework.common,org.axonframework.common.jdbc","Registration,PersistenceExceptionResolver,ComponentDescriptor,DescribableComponent","org.axonframework.eventsourcing.eventstore,org.axonframework.eventsourcing.eventstore.jpa","InterceptingEventStore,ContinuousMessageStream,StorageEngineBackedEventStore,AggregateBasedJpaEventStorageEngine",""
"axon-modelling-5.0.1",7,7,100,93,31,33.33,"axon-common-5.0.1",true,3,14,"org.axonframework.common.property,org.axonframework.common.infra","Property,ComponentDescriptor,DescribableComponent,ComponentDefinition","org.axonframework.modelling.entity.annotation,org.axonframework.modelling","AnnotatedEntityModelRoutingKeyMatcher,PropertyBasedEntityIdResolver,PolymorphicEntityMetamodel,SimpleRepository",""
"axon-modelling-5.0.1",7,6,85.71,93,23,24.73,"axon-common-5.0.1",false,4,13,"org.axonframework.common,org.axonframework.common.annotation","ReflectionUtils,ConstructorUtils,StringUtils,FutureUtils","org.axonframework.modelling.annotation,org.axonframework.modelling.entity.annotation","AnnotationBasedEntityIdResolver,RoutingKeyEventTargetMatcherDefinition,SingleEntityChildModelDefinition,FieldChildEntityFieldDefinition",""
"axon-eventsourcing-5.0.1",7,5,71.43,100,31,31,"axon-common-5.0.1",false,4,16,"org.axonframework.common,org.axonframework.common.io","DateTimeUtils,CollectionUtils,AxonNonTransientException,ReflectionUtils","org.axonframework.eventsourcing.eventstore.jpa,org.axonframework.eventsourcing.eventstore","GapAwareTrackingTokenOperations,AggregateEventEntry,AggregateBasedJpaEventStorageEngine,AggregateBasedConsistencyMarker",""
"axon-test-5.0.1",5,5,100,73,12,16.44,"axon-common-5.0.1",false,2,7,"org.axonframework.common,org.axonframework.common.annotation","AxonNonTransientException,ReflectionUtils,ObjectUtils,Priority","org.axonframework.test,org.axonframework.test.matchers","FixtureExecutionException,MatcherExecutionException,NonTransientFieldsFilter,DeepEqualsMatcher",""
"axon-server-connector-5.0.1",5,5,100,72,28,38.89,"axon-common-5.0.1",false,5,16,"org.axonframework.common,org.axonframework.common.annotation","ObjectUtils,StringUtils,FutureUtils,AxonException","org.axonframework.axonserver.connector.command,org.axonframework.axonserver.connector","CommandConverter,AxonServerConnectionManager$Builder,ExceptionConverter,TargetContextResolver",""
"axon-update-5.0.1",5,5,100,23,20,86.96,"axon-common-5.0.1",false,2,2,"org.axonframework.common,org.axonframework.common.annotation","ObjectUtils,Internal","org.axonframework.update,org.axonframework.update.detection","UpdateChecker,KotlinVersion,DetectedVulnerabilitySeverity,UpdateCheckerHttpClient",""
"axon-test-5.0.1",5,4,80,73,30,41.1,"axon-messaging-5.0.1",true,8,20,"org.axonframework.messaging.monitoring,org.axonframework.messaging.commandhandling","MessageMonitor,MessageMonitor$MonitorCallback,CommandHandlerRegistry,CommandMessage","org.axonframework.test.util,org.axonframework.test.fixture","RecordingMessageMonitor,RecordingMessageMonitor$1,RecordingCommandBus,Matchers",""
"axon-server-connector-5.0.1",5,4,80,72,27,37.5,"axon-messaging-5.0.1",true,15,30,"org.axonframework.messaging.commandhandling,org.axonframework.messaging.commandhandling.distributed","CommandMessage,CommandResultMessage,CommandBusConnector$ResultCallback,CommandBusConnector","org.axonframework.axonserver.connector.command,org.axonframework.axonserver.connector","CommandConverter,AxonServerCommandBusConnector,AxonServerCommandBusConnector$FutureResultCallback,AxonServerConfigurationEnhancer",""
