"sourceProject","sourceScan","sourceRootProject","isDifferentTargetProject","isDifferentTargetScan","isDifferentTargetRootProject","distance","distanceTotalPairCount","distanceTotalSourceCount","distanceTotalTargetCount","pairCount","sourceNodeCount","targetNodeCount","examples","exampleProjects","exampleScans","Source Cypher File: Path_Finding/Path_Finding_5_All_pairs_shortest_path_distribution_per_project.cypher"
"react-router-cloudflare","react-router-cloudflare","react-router-7.13.0",false,false,false,1,340,88,117,3,2,3,"./worker.ts -> ./index.ts,./index.ts -> ./worker.ts,./index.ts -> ./sessions/workersKVStorage.ts","react-router-cloudflare -> react-router-cloudflare","react-router-cloudflare -> react-router-cloudflare",""
"react-router-cloudflare","react-router-cloudflare","react-router-7.13.0",false,false,false,2,942,60,97,1,1,1,"./worker.ts -> ./sessions/workersKVStorage.ts","react-router-cloudflare -> react-router-cloudflare","react-router-cloudflare -> react-router-cloudflare",""
"react-router-dev","react-router-dev","react-router-7.13.0",false,false,false,1,340,88,117,94,28,41,"./config/config.ts -> ./config.ts,./vite/plugin.ts -> ./config.ts,./vite/plugin.ts -> ./manifest.ts,./config/routes.ts -> ./routes.ts","react-router-dev -> react-router-dev","react-router-dev -> react-router-dev",""
"react-router-dev","react-router-dev","react-router-7.13.0",false,false,false,2,942,60,97,113,19,38,"./cli/commands.ts -> ./config.ts,./typegen/context.ts -> ./config.ts,./typegen/generate.ts -> ./config.ts,./vite/build.ts -> ./config.ts","react-router-dev -> react-router-dev","react-router-dev -> react-router-dev",""
"react-router-dev","react-router-dev","react-router-7.13.0",false,false,false,3,496,49,75,59,13,30,"./cli/run.ts -> ./config.ts,./typegen/index.ts -> ./config.ts,./cli/commands.ts -> ./manifest.ts,./config.ts -> ./routes.ts","react-router-dev -> react-router-dev","react-router-dev -> react-router-dev",""
"react-router-dev","react-router-dev","react-router-7.13.0",false,false,false,4,141,42,42,30,7,23,"./cli/run.ts -> ./manifest.ts,./cli/run.ts -> ./routes.ts,./config.ts -> ./config/is-react-router-repo.ts,./typegen/context.ts -> ./config/is-react-router-repo.ts","react-router-dev -> react-router-dev","react-router-dev -> react-router-dev",""
"react-router-dev","react-router-dev","react-router-7.13.0",false,false,false,5,116,35,6,1,1,1,"./typegen/index.ts -> ./config/is-react-router-repo.ts","react-router-dev -> react-router-dev","react-router-dev -> react-router-dev",""
"react-router-express","react-router-express","react-router-7.13.0",false,false,false,1,340,88,117,2,2,2,"./server.ts -> ./index.ts,./index.ts -> ./server.ts","react-router-express -> react-router-express","react-router-express -> react-router-express",""
"react-router-fs-routes","react-router-fs-routes","react-router-7.13.0",false,false,false,1,340,88,117,5,2,3,"./index.ts -> ./flatRoutes.ts,./flatRoutes.ts -> ./manifest.ts,./index.ts -> ./manifest.ts,./flatRoutes.ts -> ./normalizeSlashes.ts","react-router-fs-routes -> react-router-fs-routes","react-router-fs-routes -> react-router-fs-routes",""
"react-router-node","react-router-node","react-router-7.13.0",false,false,false,1,340,88,117,4,2,4,"./server.ts -> ./index.ts,./index.ts -> ./server.ts,./index.ts -> ./stream.ts,./index.ts -> ./sessions/fileStorage.ts","react-router-node -> react-router-node","react-router-node -> react-router-node",""
"react-router-node","react-router-node","react-router-7.13.0",false,false,false,2,942,60,97,2,1,2,"./server.ts -> ./stream.ts,./server.ts -> ./sessions/fileStorage.ts","react-router-node -> react-router-node","react-router-node -> react-router-node",""
"react-router-remix-routes-option-adapter","react-router-remix-routes-option-adapter","react-router-7.13.0",false,false,false,1,340,88,117,2,1,2,"./defineRoutes.ts -> ./manifest.ts,./defineRoutes.ts -> ./normalizeSlashes.ts","react-router-remix-routes-option-adapter -> react-router-remix-routes-option-adapter","react-router-remix-routes-option-adapter -> react-router-remix-routes-option-adapter",""
