"projectName","shortCodeUnitName","codeUnitName","betweenness","rank","Source Cypher File: domains/archetypes/labels/ArchetypeBottleneck.cypher"
,"axon-conversion-5.1.0","/axon-conversion-5.1.0.jar",5,1,""
,"axon-eventsourcing-5.1.0","/axon-eventsourcing-5.1.0.jar",3,2,""
,"axon-modelling-5.1.0","/axon-modelling-5.1.0.jar",3,3,""
