"projectName","shortCodeUnitName","codeUnitName","pageRank","articleRank","normalizedPageRankToArticleRankDifference","rank","Source Cypher File: /home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/domains/anomaly-detection/labels/AnomalyDetectionArchetypeAuthority.cypher"
"axon-messaging-4.12.2","common","org.axonframework.common",9.937558578956487,6.099901048370193,0,1,""
"axon-server-connector-4.12.2","connector","org.axonframework.axonserver.connector",1.1134624459720879,0.6671437012390965,0.011521110836403253,2,""
"axon-messaging-4.12.2","transaction","org.axonframework.common.transaction",0.5471524843610629,0.3716592557248095,0.003323001911348142,3,""
"axon-server-connector-4.12.2","axon","org.axonframework.axonserver.connector.event.axon",0.2805484238870656,0.22880700357601494,9.310620325010156e-05,4,""
"axon-server-connector-4.12.2","command","org.axonframework.axonserver.connector.command",0.2473045140155172,0.2078925624662399,0.00021164905055459649,5,""
"axon-spring-boot-autoconfigure-4.12.2","actuator","org.axonframework.actuator",0.2013739827935223,0.17252012208317694,0.0014639493877386567,6,""
"axon-server-connector-4.12.2","heartbeat","org.axonframework.axonserver.connector.heartbeat",0.17550000000000002,0.16117934782608698,0.0007264351565664305,7,""
"axon-messaging-4.12.2","inmemory","org.axonframework.eventhandling.tokenstore.inmemory",0.1589675451771083,0.15531625602103447,2.271553377294097e-05,8,""
"axon-messaging-4.12.2","quartz","org.axonframework.deadline.quartz",0.15000000000000002,0.15000000000000002,0,9,""
"axon-messaging-4.12.2","annotation","org.axonframework.deadline.annotation",0.15000000000000002,0.15000000000000002,0,10,""
