"projectName","shortCodeUnitName","codeUnitName","nodeEmbeddingTop3SHAPValueSum","rank","Source Cypher File: domains/anomaly-detection/labels/AnomalyDetectionArchetypeBridge.cypher"
"axon-messaging-5.1.2","annotation","org.axonframework.messaging.core.annotation",-0.11042471728693655,1,""
"axon-common-5.1.2","annotation","org.axonframework.common.annotation",-0.10818483330022914,2,""
"axon-conversion-5.1.2","conversion","org.axonframework.conversion",-0.08454050071775619,3,""
"axon-common-5.1.2","configuration","org.axonframework.common.configuration",-0.08075437631817374,4,""
"axon-common-5.1.2","common","org.axonframework.common",-0.07590655312564876,5,""
"axon-messaging-5.1.2","unitofwork","org.axonframework.messaging.core.unitofwork",-0.04234369344007984,6,""
"axon-messaging-5.1.2","core","org.axonframework.messaging.core",-0.027268083029748116,7,""
