"nodeLabel","nodesWithThatLabel","nodesWithThatLabelPercent","Source Cypher File: Overview/Node_label_count.cypher"
"Git",285051,81.37362653047825,""
"Change",260666,74.41243052363838,""
"Java",59340,16.93981427294968,""
"ByteCode",59152,16.88614583541489,""
"Member",20253,5.78163226272413,""
"Bound",18456,5.268641931606998,""
"Method",16751,4.781914878432425,""
"File",14681,4.190991124724878,""
"Parameter",13029,3.719394003408517,""
"Commit",12799,3.6537358085521228,""
"ParameterizedType",7176,2.048535679519496,""
"Value",5077,1.4493332838517952,""
"Xml",3643,1.0399687124427988,""
"Type",3618,1.0328319521323213,""
"Field",3502,0.999717384291705,""
"WildcardType",2908,0.8301479593147568,""
"Annotation",2865,0.8178727315807353,""
"Element",2144,0.6120485642265607,""
"Constructor",2043,0.5832160525722312,""
"Text",1436,0.4099355122338345,""
"Class",1272,0.36311836459710134,""
"Json",1263,0.36054913088532936,""
"TypeVariable",1096,0.3128755720113389,""
"Lambda",942,0.2689131284987967,""
"ResolvedDuplicateType",899,0.2566379007647752,""
"GenericDeclaration",894,0.25521054870267973,""
"JavaType",748,0.2135318684894904,""
"Primitive",652,0.18612670889725635,""
"Key",568,0.16214719425405155,""
"Scalar",551,0.15729419724292676,""
"Person",550,0.15700872683050765,""
"ExternalType",489,0.13959503167294227,""
"Maven",343,0.09791635145975297,""
"Author",298,0.08507018290089324,""
"Array",273,0.07793342259041562,""
"Interface",273,0.07793342259041562,""
"Committer",252,0.07193854392961442,""
"Property",202,0.05766502330865918,""
"Throwable",196,0.05595220083414455,""
"Directory",187,0.0533829671223726,""
"Enum",178,0.050813733410600664,""
"Dependency",170,0.04852997011124782,""
"Tag",169,0.04824449969882871,""
"GenericArrayType",158,0.045104325162218566,""
"Package",140,0.03996585773867468,""
"Object",135,0.038538505676579154,""
"ManifestEntry",120,0.03425644949029258,""
"Artifact",101,0.02883251165432959,""
"ExternalAnnotation",93,0.026548748354976746,""
"Branch",47,0.013417109383697928,""
"Namespace",36,0.010276934847087775,""
"PrimitiveType",29,0.00827864196015404,""
"Configuration",21,0.0059948786608012014,""
"Plugin",21,0.0059948786608012014,""
"jQAssistant",20,0.005709408248382097,""
"Concept",19,0.005423937835962992,""
"Rule",19,0.005423937835962992,""
"Attribute",18,0.005138467423543887,""
"ExecutionGoal",16,0.004567526598705678,""
"PluginExecution",16,0.004567526598705678,""
"Properties",12,0.003425644949029258,""
"ServiceLoader",10,0.0028547041241910485,""
"Archive",9,0.0025692337117719437,""
"Document",9,0.0025692337117719437,""
"Jar",9,0.0025692337117719437,""
"Manifest",9,0.0025692337117719437,""
"ManifestSection",9,0.0025692337117719437,""
"Pom",9,0.0025692337117719437,""
"Void",9,0.0025692337117719437,""
"Zip",9,0.0025692337117719437,""
"NPM",8,0.002283763299352839,""
"Exclusion",5,0.0014273520620955243,""
"Analyze",1,0.00028547041241910485,""
"Repository",1,0.00028547041241910485,""
"Scan",1,0.00028547041241910485,""
"TS",1,0.00028547041241910485,""
"Task",1,0.00028547041241910485,""
