"relationshipType","nodesWithThatRelationshipType","nodesWithThatRelationshipTypePercent","Source Cypher File: Overview/Relationship_type_count.cypher"
"CONTAINS_CHANGE",261796,24.070362292989884,""
"MODIFIES",261796,24.070362292989884,""
"UPDATES",172614,15.870683726421166,""
"CREATES",61715,5.6742746600859855,""
"DELETES",38029,3.4965079972196373,""
"INVOKES",35947,3.305082252387765,""
"COMMITTED",25772,2.3695601805028925,""
"DEPENDS_ON",21931,2.016406344816426,""
"OF_TYPE",21394,1.9670328457891855,""
"DECLARES",20698,1.9030403777762248,""
"OF_RAW_TYPE",17093,1.5715851375654177,""
"HAS_PARENT",15598,1.4341300518191882,""
"HAS",14125,1.2986977164986557,""
"HAS_COMMIT",12886,1.1847800902514463,""
"RETURNS",12578,1.1564615842916879,""
"HAS_FILE",10887,1.0009856311165215,""
"RENAMES",10562,0.9711040907369064,""
"READS",9161,0.8422916659004733,""
"HAS_ACTUAL_TYPE_ARGUMENT",8288,0.7620252512807688,""
"HAS_NEW_NAME",6240,0.5737255752886097,""
"OF_GENERIC_TYPE",5906,0.5430165460984823,""
"RESOLVES_TO",5216,0.4795757372925302,""
"CONTAINS",3824,0.3515908012666096,""
"WRITES",3818,0.3510391420596013,""
"RETURNS_GENERIC",3545,0.3259386481407246,""
"ANNOTATED_BY",2810,0.25836039528221044,""
"REQUIRES",2174,0.19988451933933296,""
"HAS_FIRST_CHILD",2144,0.19712622330429153,""
"HAS_LAST_CHILD",2144,0.19712622330429153,""
"HAS_ELEMENT",2126,0.1954712456832667,""
"HAS_UPPER_BOUND",1523,0.1400294953789347,""
"EXTENDS",1498,0.13773091534973356,""
"HAS_TEXT",1436,0.13203043687731467,""
"HAS_SIBLING",1418,0.13037545925628982,""
"THROWS",1357,0.12476692398503901,""
"DECLARES_TYPE_PARAMETER",1075,0.0988389412556499,""
"IMPLEMENTS",843,0.07750811858466314,""
"HAS_KEY",568,0.052223738263450364,""
"HAS_VALUE",568,0.052223738263450364,""
"EXTENDS_GENERIC",508,0.046707146193367584,""
"CATCHES",483,0.04440856616416643,""
"HAS_LOWER_BOUND",435,0.039995292508100196,""
"IS",377,0.034662586840353504,""
"IMPLEMENTS_GENERIC",373,0.03429481403568132,""
"COPIES",331,0.03043319958662337,""
"HAS_AUTHOR",298,0.027399073948077838,""
"HAS_COMMITTER",252,0.0231696866943477,""
"HAS_TAG",170,0.015630344198567892,""
"ON_COMMIT",170,0.015630344198567892,""
"DECLARES_DEPENDENCY",163,0.01498674179039157,""
"TO_ARTIFACT",163,0.01498674179039157,""
"HAS_COMPONENT_TYPE",158,0.014527025784551336,""
"COPY_OF",126,0.01158484334717385,""
"CONTAINS_VALUE",121,0.011125127341333618,""
"HAS_HEAD",45,0.004137444052562089,""
"HAS_BRANCH",44,0.0040455008513940426,""
"DECLARES_NAMESPACE",36,0.0033099552420496714,""
"HAS_DEFAULT",36,0.0033099552420496714,""
"REQUIRES_CONCEPT",28,0.0025744096327052998,""
"HAS_CONFIGURATION",21,0.001930807224528975,""
"IS_ARTIFACT",21,0.001930807224528975,""
"REQUIRES_TYPE_PARAMETER",21,0.001930807224528975,""
"USES_PLUGIN",21,0.001930807224528975,""
"INCLUDES_CONCEPT",19,0.0017469208221928822,""
"HAS_ATTRIBUTE",18,0.0016549776210248357,""
"OF_NAMESPACE",18,0.0016549776210248357,""
"HAS_EXECUTION",16,0.0014710912186887428,""
"HAS_GOAL",16,0.0014710912186887428,""
"HAS_ROOT_ELEMENT",10,0.0009194320116804643,""
"DESCRIBES",9,0.0008274888105124178,""
"DECLARES_DEV_DEPENDENCY",7,0.0006436024081763249,""
"EXCLUDES",5,0.00045971600584023215,""
"THROWS_GENERIC",5,0.00045971600584023215,""
"HAS_PROPERTY",1,9.194320116804642e-05,""
