"artifactName","fullQualifiedName","name","distance","abstractness","instability","elementsCount","Source Cypher File: Metrics/Calculate_distance_between_abstractness_and_instability_for_Java.cypher"
"axon-common-5.0.1","org.axonframework","axonframework",,0,,0,""
"axon-eventsourcing-5.0.1","org","org",,0,,0,""
"axon-eventsourcing-5.0.1","org.axonframework","axonframework",,0,,0,""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.processing.streaming","streaming",0.8,1,0.8,1,""
"axon-common-5.0.1","org.axonframework.common","common",0.7290326947810195,0.23529411764705882,0.03567318757192175,34,""
"axon-common-5.0.1","org.axonframework.common.infra","infra",0.7282082324455206,0.25,0.021791767554479417,8,""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.processing.streaming.token","token",0.713718820861678,0.25,0.036281179138321996,8,""
"axon-messaging-5.0.1","org.axonframework.messaging.queryhandling.configuration","configuration",0.7081749049429658,0.75,0.9581749049429658,4,""
"axon-messaging-5.0.1","org.axonframework.messaging.commandhandling.configuration","configuration",0.7068627450980394,0.75,0.9568627450980393,4,""
"axon-messaging-5.0.1","org.axonframework.messaging.core","core",0.6699135344979708,0.3,0.030086465502029293,80,""
"axon-common-5.0.1","org.axonframework.common.lifecycle","lifecycle",0.6666666666666667,0,0.3333333333333333,5,""
"axon-conversion-5.0.1","org.axonframework.conversion","conversion",0.6530201342281879,0.3,0.04697986577181208,10,""
"axon-update-5.0.1","org.axonframework.update.api","api",0.6206896551724138,0,0.3793103448275862,6,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.unitofwork","unitofwork",0.6141736445910513,0.375,0.010826355408948659,16,""
"axon-test-5.0.1","org.axonframework.test.server","server",0.6,0,0.4,2,""
"axon-spring-boot-autoconfigure-5.0.1","org.axonframework.extension.springboot","springboot",0.5925925925925926,0,0.4074074074074074,21,""
"axon-messaging-5.0.1","org.axonframework.messaging.queryhandling.annotation","annotation",0.5569358178053831,0.5714285714285714,0.9855072463768116,7,""
"axon-eventsourcing-5.0.1","org.axonframework.eventsourcing.annotation","annotation",0.5482142857142858,0.7,0.8482142857142857,10,""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.configuration","configuration",0.5383022774327122,0.7142857142857143,0.8240165631469979,14,""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.processing.streaming.token.store","store",0.5368421052631579,0.2,0.2631578947368421,5,""
"axon-update-5.0.1","org.axonframework.update.detection","detection",0.5,0,0.5,4,""
"axon-spring-boot-autoconfigure-5.0.1","org.axonframework.extension.springboot.util.jpa","jpa",0.5,0,0.5,1,""
"axon-update-5.0.1","org.axonframework.update.common","common",0.5,0,0.5,1,""
"axon-common-5.0.1","org.axonframework.common.annotation","annotation",0.49837398373983743,0.5,0.0016260162601626016,4,""
"axon-messaging-5.0.1","org.axonframework.messaging.queryhandling.gateway","gateway",0.48557692307692313,0.5,0.9855769230769231,2,""
"axon-modelling-5.0.1","org.axonframework.modelling.configuration","configuration",0.4804905239687849,0.5384615384615384,0.9420289855072463,13,""
"axon-common-5.0.1","org.axonframework.common.util","util",0.4666666666666667,0.3333333333333333,0.2,6,""
"axon-common-5.0.1","org.axonframework.common.configuration","configuration",0.4468639224480937,0.4782608695652174,0.07487520798668885,46,""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling","eventhandling",0.40621707820414765,0.47368421052631576,0.12009871126953661,19,""
"axon-spring-boot-autoconfigure-5.0.1","org.axonframework.extension.springboot.actuator.axonserver","axonserver",0.4,0,0.6,2,""
"axon-messaging-5.0.1","org.axonframework.messaging.monitoring","monitoring",0.3846153846153846,0.3333333333333333,0.28205128205128205,6,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.interception.annotation","annotation",0.37219251336898385,0.45454545454545453,0.9176470588235294,11,""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.replay.annotation","annotation",0.3500000000000001,0.4,0.95,10,""
"axon-messaging-5.0.1","org.axonframework.messaging.commandhandling","commandhandling",0.33415892672858616,0.47368421052631576,0.19215686274509805,19,""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.annotation","annotation",0.3336861348984894,0.3684210526315789,0.9652650822669104,19,""
"axon-eventsourcing-5.0.1","org.axonframework.eventsourcing.configuration","configuration",0.33269490761604326,0.35714285714285715,0.9755520504731862,14,""
"axon-test-5.0.1","org.axonframework.test.fixture","fixture",0.3300659418998395,0.45161290322580644,0.8784530386740331,31,""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.gateway","gateway",0.31509433962264155,0.4,0.9150943396226415,5,""
"axon-messaging-5.0.1","org.axonframework.messaging.commandhandling.distributed","distributed",0.31218130311614734,0.4,0.9121813031161473,10,""
"axon-test-5.0.1","org.axonframework.test.matchers","matchers",0.2963944856839873,0.13043478260869565,0.573170731707317,23,""
"axon-messaging-5.0.1","org.axonframework.messaging.queryhandling.distributed","distributed",0.2946708463949843,0.36363636363636365,0.9310344827586207,11,""
"axon-messaging-5.0.1","org.axonframework.messaging.commandhandling.annotation","annotation",0.2935323383084576,0.3333333333333333,0.9601990049751243,12,""
"axon-eventsourcing-5.0.1","org.axonframework.eventsourcing.annotation.reflection","reflection",0.2929292929292928,0.3333333333333333,0.9595959595959596,6,""
"axon-messaging-5.0.1","org.axonframework.messaging.eventstreaming","eventstreaming",0.29188144329896915,0.4375,0.2706185567010309,16,""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.processing.errorhandling","errorhandling",0.2857142857142858,0.3333333333333333,0.38095238095238093,3,""
"axon-messaging-5.0.1","org.axonframework.messaging.tracing","tracing",0.2836772983114446,0.38461538461538464,0.33170731707317075,13,""
"axon-modelling-5.0.1","org.axonframework.modelling.entity.annotation","annotation",0.2813996316758747,0.3333333333333333,0.9480662983425414,18,""
"axon-messaging-5.0.1","org.axonframework.messaging.commandhandling.gateway","gateway",0.28021327014218,0.375,0.9052132701421801,8,""
"axon-eventsourcing-5.0.1","org.axonframework.eventsourcing","eventsourcing",0.2733202870189171,0.42857142857142855,0.8447488584474886,7,""
"axon-modelling-5.0.1","org.axonframework.modelling.annotation","annotation",0.2596273291925466,0.3,0.9596273291925466,10,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.conversion","conversion",0.2529411764705882,0.5,0.24705882352941178,2,""
"axon-conversion-5.0.1","org.axonframework.conversion.json","json",0.25,0,0.75,5,""
"axon-common-5.0.1","org.axonframework.common.lock","lock",0.24736842105263146,0.2,0.5526315789473685,10,""
"axon-server-connector-5.0.1","org.axonframework.axonserver.connector.util","util",0.23284823284823286,0.3076923076923077,0.4594594594594595,13,""
"axon-common-5.0.1","org.axonframework.common.jpa","jpa",0.2272727272727273,0.5,0.2727272727272727,2,""
"axon-common-5.0.1","org.axonframework.common.property","property",0.22549019607843146,0.3333333333333333,0.4411764705882353,9,""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.processing.streaming.pooled","pooled",0.22506234413965087,0.25,0.9750623441396509,24,""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.tracing","tracing",0.21037181996086107,0.2857142857142857,0.9246575342465754,7,""
"axon-test-5.0.1","org.axonframework.test.util","util",0.2103386809269161,0.3333333333333333,0.8770053475935828,12,""
"axon-messaging-5.0.1","org.axonframework.messaging.queryhandling.tracing","tracing",0.20976491862567803,0.2857142857142857,0.9240506329113924,7,""
"axon-spring-boot-autoconfigure-5.0.1","org.axonframework.extension.springboot.service.connection","connection",0.20454545454545459,0.25,0.5454545454545454,4,""
"axon-update-5.0.1","org.axonframework.update.configuration","configuration",0.20077220077220082,0.2857142857142857,0.5135135135135135,7,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.unitofwork.transaction","transaction",0.1964285714285714,0.5,0.6964285714285714,4,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.retry","retry",0.19383092155369397,0.3076923076923077,0.8861386138613861,13,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.annotation","annotation",0.19054852320675097,0.32,0.48945147679324896,50,""
"axon-modelling-5.0.1","org.axonframework.modelling.entity","entity",0.18200924758301795,0.3076923076923077,0.8743169398907104,13,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.configuration.reflection","reflection",0.18181818181818177,0,0.8181818181818182,3,""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.processing.subscribing","subscribing",0.18135818908122503,0.2,0.9813581890812251,5,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.correlation","correlation",0.1786941580756014,0.3333333333333333,0.845360824742268,6,""
"axon-eventsourcing-5.0.1","org.axonframework.eventsourcing.eventstore.inmemory","inmemory",0.17156398104265413,0.2,0.9715639810426541,5,""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.processing","processing",0.1711711711711712,0.3333333333333333,0.8378378378378378,3,""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.conversion","conversion",0.1603773584905661,0.5,0.660377358490566,2,""
"axon-modelling-5.0.1","org.axonframework.modelling.entity.child","child",0.1596892533448424,0.42857142857142855,0.7311178247734139,14,""
"axon-modelling-5.0.1","org.axonframework.modelling","modelling",0.1571661237785016,0.25,0.5928338762214984,16,""
"axon-messaging-5.0.1","org.axonframework.messaging.commandhandling.tracing","tracing",0.15705521472392636,0.2,0.9570552147239264,5,""
"axon-test-5.0.1","org.axonframework.test","test",0.1499999999999999,0.2,0.65,5,""
"axon-common-5.0.1","org.axonframework.common.jdbc","jdbc",0.14420062695924774,0.5454545454545454,0.3103448275862069,11,""
"axon-messaging-5.0.1","org.axonframework.messaging.queryhandling","queryhandling",0.1439759036144579,0.4166666666666667,0.4393574297188755,24,""
"axon-modelling-5.0.1","org.axonframework.modelling.repository","repository",0.12470449172576847,0.5555555555555556,0.5691489361702128,9,""
"axon-tracing-opentelemetry-5.0.1","org.axonframework.extension.tracing.opentelemetry","opentelemetry",0.11904761904761907,0,0.8809523809523809,5,""
"axon-conversion-5.0.1","org.axonframework.conversion.avro","avro",0.10985915492957754,0.2,0.6901408450704225,10,""
"axon-server-connector-5.0.1","org.axonframework.axonserver.connector","connector",0.10359801488833753,0.25,0.8535980148883374,28,""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.replay","replay",0.10294117647058831,0.25,0.8529411764705882,4,""
"axon-update-5.0.1","org.axonframework.update","update",0.1029126213592233,0.2,0.9029126213592233,5,""
"axon-eventsourcing-5.0.1","org.axonframework.eventsourcing.eventstore","eventstore",0.09303160919540221,0.3333333333333333,0.759698275862069,45,""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.processing.streaming.token.store.inmemory","inmemory",0.08823529411764708,0,0.9117647058823529,3,""
"axon-messaging-5.0.1","org.axonframework.messaging.monitoring.configuration","configuration",0.08185279187817263,0.125,0.9568527918781726,8,""
"axon-metrics-micrometer-5.0.1","org.axonframework.extension.metrics.micrometer","micrometer",0.08181818181818179,0,0.9181818181818182,12,""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.sequencing","sequencing",0.07638888888888884,0.1111111111111111,0.8125,9,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.timeout","timeout",0.07614213197969544,0,0.9238578680203046,8,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.interception","interception",0.07139506520311478,0.10526315789473684,0.966131907308378,19,""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa","jpa",0.06593406593406592,0,0.9340659340659341,4,""
"axon-eventsourcing-5.0.1","org.axonframework.eventsourcing.eventstore.jpa","jpa",0.06361062586591171,0.07692307692307693,0.9866875489428347,13,""
"axon-spring-boot-autoconfigure-5.0.1","org.axonframework.extension.springboot.autoconfig","autoconfig",0.06224066390041494,0,0.9377593360995851,34,""
"axon-server-connector-5.0.1","org.axonframework.axonserver.connector.command","command",0.05882352941176472,0,0.9411764705882353,6,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.unitofwork.annotation","annotation",0.05555555555555558,0,0.9444444444444444,2,""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.processing.streaming.segmenting","segmenting",0.039562289562289576,0.25,0.7104377104377104,12,""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.processing.streaming.token.store.jdbc","jdbc",0.03596660244059091,0.1111111111111111,0.9248554913294798,9,""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.processing.streaming.token.annotation","annotation",0.032258064516129004,0,0.967741935483871,2,""
"axon-common-5.0.1","org.axonframework.common.caching","caching",0.03076923076923077,0.3076923076923077,0.6615384615384615,13,""
"axon-messaging-5.0.1","org.axonframework.messaging.eventhandling.interception","interception",0.019512195121951237,0,0.9804878048780488,3,""
"axon-messaging-5.0.1","org.axonframework.messaging.queryhandling.interception","interception",0.01603206412825653,0,0.9839679358717435,8,""
"axon-server-connector-5.0.1","org.axonframework.axonserver.connector.event","event",0.014446227929374,0,0.985553772070626,14,""
"axon-messaging-5.0.1","org.axonframework.messaging.commandhandling.interception","interception",0.0113378684807256,0,0.9886621315192744,5,""
"axon-messaging-5.0.1","org.axonframework.messaging.monitoring.interception","interception",0.00990099009900991,0,0.9900990099009901,5,""
"axon-server-connector-5.0.1","org.axonframework.axonserver.connector.query","query",0.009608277900960749,0.09090909090909091,0.9186991869918699,11,""
"axon-spring-boot-autoconfigure-5.0.1","org.axonframework.extension.springboot.util","util",0.008928571428571397,0.5714285714285714,0.4375,7,""
"axon-messaging-5.0.1","org.axonframework.messaging.core.configuration","configuration",0.0015667841754798406,0,0.9984332158245202,2,""
