"dependency","usedByPackages","usedByTypes","providesPackages","providesTypes","interfaceRate","someProvidedPackages","someProvidedTypes","Source Cypher File: Artifact_Dependencies/Most_used_internal_dependencies_acreoss_artifacts.cypher"
"axon-common-5.0.3",94,470,12,71,39.44,"org.axonframework.common,org.axonframework.common.io,org.axonframework.common.annotation,org.axonframework.common.jdbc,org.axonframework.common.util","DateTimeUtils,Assert,ReflectionUtils,AxonNonTransientException,AxonThreadFactory",""
"axon-messaging-5.0.3",26,187,34,128,52.34,"org.axonframework.messaging.monitoring,org.axonframework.messaging.monitoring.configuration,org.axonframework.messaging.commandhandling,org.axonframework.messaging.commandhandling.distributed,org.axonframework.messaging.commandhandling.annotation","NoOpMessageMonitor,MessageMonitor,MultiMessageMonitor,NoOpMessageMonitorCallback,MessageMonitor$MonitorCallback",""
"axon-conversion-5.0.3",17,38,4,9,22.22,"org.axonframework.conversion,org.axonframework.conversion.jackson,org.axonframework.conversion.jackson2,org.axonframework.conversion.avro","ChainingContentTypeConverter,Converter,ConversionException,CachingSupplier,JacksonConverter",""
"axon-eventsourcing-5.0.3",4,15,2,22,40.91,"org.axonframework.eventsourcing.eventstore,org.axonframework.eventsourcing.eventstore.jpa","GlobalIndexConsistencyMarker,SourcingCondition,GlobalIndexPosition,EventStoreTransaction,ConsistencyMarker",""
"axon-modelling-5.0.3",4,13,6,16,68.75,"org.axonframework.modelling,org.axonframework.modelling.annotation,org.axonframework.modelling.entity,org.axonframework.modelling.entity.annotation,org.axonframework.modelling.configuration","EntityIdResolver,ConcurrencyException,StateManager,EntityEvolver,EntityIdResolverDefinition",""
"axon-server-connector-5.0.3",3,5,1,5,20,"org.axonframework.axonserver.connector","TagsConfiguration,TopologyChangeListener,AxonServerConnectionManager,AxonServerConfiguration,AxonServerConfigurationEnhancer",""
"axon-update-5.0.3",2,5,3,5,40,"org.axonframework.update,org.axonframework.update.detection,org.axonframework.update.configuration","UpdateCheckerHttpClient,UpdateCheckerReporter,UpdateChecker,TestEnvironmentDetector,UsagePropertyProvider",""
"axon-test-5.0.3",1,2,1,1,0,"org.axonframework.test.server","AxonServerContainer",""
"axon-spring-boot-autoconfigure-5.0.3",1,1,1,1,0,"org.axonframework.extension.springboot.autoconfig","AxonAutoConfiguration",""
