"fullQualifiedModuleName","moduleName","incomingDependencies","incomingDependenciesWeight","incomingDependentAbstractTypes","incomingDependentAbstractTypeWeight","incomingDependentModules","incomingDependentPackages","Source Cypher File: Metrics/Get_Incoming_Typescript_Module_Dependencies.cypher"
"/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/index.ts","react-router",361,453453,240,36756,34,1,""
"/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/router/utils.ts","utils",165,495075,98,22011,20,1,""
"/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/index-react-server.ts","react-router",110,40150,53,1752,19,1,""
"/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/router/router.ts","router",52,199651,33,14364,12,1,""
"/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/vendor/turbo-stream-v2/utils.ts","utils",46,66984,5,2916,3,1,""
"/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/rsc/server.rsc.ts","server",38,1909,32,66,4,1,""
"/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/create-react-router/utils.ts","utils",36,10845,0,0,9,1,""
"/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/router/history.ts","history",35,160411,16,7054,10,1,""
"/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router/lib/dom/ssr/routeModules.ts","routeModules",27,30925,26,2027,10,1,""
"/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.11.0/source/react-router-7.11.0/packages/react-router-dev/config/routes.ts","routes",25,243547,16,17110,10,1,""
