"projectName","shortCodeUnitName","codeUnitName","betweenness","rank","Source Cypher File: /home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/domains/anomaly-detection/labels/AnomalyDetectionArchetypeBottleneck.cypher"
,"axon-conversion-5.0.1","/axon-conversion-5.0.1.jar",6,1,""
,"axon-eventsourcing-5.0.1","/axon-eventsourcing-5.0.1.jar",5,2,""
