"sourceProject","sourceScan","sourceRootProject","isDifferentTargetProject","isDifferentTargetScan","isDifferentTargetRootProject","distance","distanceTotalPairCount","distanceTotalSourceCount","distanceTotalTargetCount","pairCount","sourceNodeCount","targetNodeCount","examples","exampleProjects","exampleScans","Source Cypher File: Path_Finding/Path_Finding_6_Longest_paths_distribution_per_project.cypher"
"axon-eventsourcing-5.0.1",,,false,,,1,30,8,30,3,1,3,"/org/axonframework/eventsourcing/configuration -> /org/axonframework/eventsourcing,/org/axonframework/eventsourcing/configuration -> /org/axonframework/eventsourcing/annotation,/org/axonframework/eventsourcing/configuration -> /org/axonframework/eventsourcing/eventstore/inmemory","axon-eventsourcing-5.0.1 -> axon-eventsourcing-5.0.1","",""
"axon-eventsourcing-5.0.1",,,true,,,1,30,8,30,4,1,4,"/org/axonframework/eventsourcing/configuration -> /org/axonframework/modelling/annotation,/org/axonframework/eventsourcing/configuration -> /org/axonframework/modelling/entity/annotation,/org/axonframework/eventsourcing/configuration -> /org/axonframework/modelling/configuration,/org/axonframework/eventsourcing/configuration -> /org/axonframework/messaging/eventhandling/configuration","axon-eventsourcing-5.0.1 -> axon-modelling-5.0.1,axon-eventsourcing-5.0.1 -> axon-messaging-5.0.1","",""
"axon-eventsourcing-5.0.1",,,true,,,2,28,3,28,6,1,6,"/org/axonframework/eventsourcing/configuration -> /org/axonframework/modelling,/org/axonframework/eventsourcing/configuration -> /org/axonframework/modelling/entity,/org/axonframework/eventsourcing/configuration -> /org/axonframework/modelling/repository,/org/axonframework/eventsourcing/configuration -> /org/axonframework/messaging/commandhandling/configuration","axon-eventsourcing-5.0.1 -> axon-modelling-5.0.1,axon-eventsourcing-5.0.1 -> axon-messaging-5.0.1","",""
"axon-messaging-5.0.1",,,false,,,1,30,8,30,4,4,4,"/org/axonframework/messaging/eventhandling/replay/annotation -> /org/axonframework/messaging/eventhandling/replay,/org/axonframework/messaging/commandhandling/retry -> /org/axonframework/messaging/core/retry,/org/axonframework/messaging/core/reflection -> /org/axonframework/messaging/core/configuration/reflection,/org/axonframework/messaging/queryhandling/tracing -> /org/axonframework/messaging/tracing","axon-messaging-5.0.1 -> axon-messaging-5.0.1","",""
"axon-metrics-micrometer-5.0.1",,,false,,,1,30,8,30,1,1,1,"/org/axonframework/extension/metrics/micrometer -> /org/axonframework/extension/metrics/micrometer/reservoir","axon-metrics-micrometer-5.0.1 -> axon-metrics-micrometer-5.0.1","",""
"axon-metrics-micrometer-5.0.1",,,true,,,1,30,8,30,1,1,1,"/org/axonframework/extension/metrics/micrometer -> /org/axonframework/messaging/eventhandling/processing","axon-metrics-micrometer-5.0.1 -> axon-messaging-5.0.1","",""
"axon-spring-boot-autoconfigure-5.0.1",,,false,,,1,30,8,30,5,1,5,"/org/axonframework/extension/springboot/autoconfig -> /org/axonframework/extension/springboot,/org/axonframework/extension/springboot/autoconfig -> /org/axonframework/extension/springboot/service/connection,/org/axonframework/extension/springboot/autoconfig -> /org/axonframework/extension/springboot/actuator/axonserver,/org/axonframework/extension/springboot/autoconfig -> /org/axonframework/extension/springboot/util","axon-spring-boot-autoconfigure-5.0.1 -> axon-spring-boot-autoconfigure-5.0.1","",""
"axon-spring-boot-autoconfigure-5.0.1",,,false,,,2,28,3,28,1,1,1,"/org/axonframework/extension/springboot/autoconfig -> /org/axonframework/extension/springboot/actuator","axon-spring-boot-autoconfigure-5.0.1 -> axon-spring-boot-autoconfigure-5.0.1","",""
"axon-spring-boot-autoconfigure-5.0.1",,,true,,,1,30,8,30,10,1,10,"/org/axonframework/extension/springboot/autoconfig -> /org/axonframework/eventsourcing/eventstore/jpa,/org/axonframework/extension/springboot/autoconfig -> /org/axonframework/messaging/commandhandling/distributed,/org/axonframework/extension/springboot/autoconfig -> /org/axonframework/messaging/eventhandling/processing/streaming/token/store/jpa,/org/axonframework/extension/springboot/autoconfig -> /org/axonframework/messaging/queryhandling/distributed","axon-spring-boot-autoconfigure-5.0.1 -> axon-eventsourcing-5.0.1,axon-spring-boot-autoconfigure-5.0.1 -> axon-messaging-5.0.1,axon-spring-boot-autoconfigure-5.0.1 -> axon-conversion-5.0.1,axon-spring-boot-autoconfigure-5.0.1 -> axon-update-5.0.1","",""
"axon-spring-boot-autoconfigure-5.0.1",,,true,,,2,28,3,28,18,1,18,"/org/axonframework/extension/springboot/autoconfig -> /org/axonframework/common/io,/org/axonframework/extension/springboot/autoconfig -> /org/axonframework/common/jdbc,/org/axonframework/extension/springboot/autoconfig -> /org/axonframework/common/jpa,/org/axonframework/extension/springboot/autoconfig -> /org/axonframework/common/configuration","axon-spring-boot-autoconfigure-5.0.1 -> axon-common-5.0.1,axon-spring-boot-autoconfigure-5.0.1 -> axon-server-connector-5.0.1,axon-spring-boot-autoconfigure-5.0.1 -> axon-eventsourcing-5.0.1,axon-spring-boot-autoconfigure-5.0.1 -> axon-test-5.0.1","",""
