"sourceProject","sourceScan","sourceRootProject","isDifferentTargetProject","isDifferentTargetScan","isDifferentTargetRootProject","distance","distanceTotalPairCount","distanceTotalSourceCount","distanceTotalTargetCount","pairCount","sourceNodeCount","targetNodeCount","examples","exampleProjects","exampleScans","Source Cypher File: Path_Finding/Path_Finding_5_All_pairs_shortest_path_distribution_per_project.cypher"
,,,,,,1,29,10,8,29,10,8,"/axon-spring-boot-autoconfigure-5.0.1.jar -> /axon-server-connector-5.0.1.jar,/axon-spring-boot-autoconfigure-5.0.1.jar -> /axon-test-5.0.1.jar,/axon-server-connector-5.0.1.jar -> /axon-modelling-5.0.1.jar,/axon-eventsourcing-5.0.1.jar -> /axon-modelling-5.0.1.jar","","",""
,,,,,,2,6,5,2,6,5,2,"/axon-test-5.0.1.jar -> /axon-modelling-5.0.1.jar,/axon-spring-boot-autoconfigure-5.0.1.jar -> /axon-modelling-5.0.1.jar,/axon-server-connector-5.0.1.jar -> /axon-conversion-5.0.1.jar,/axon-test-5.0.1.jar -> /axon-conversion-5.0.1.jar","","",""
