"externalModuleName","numberOfExternalCallerModules","numberOfExternalCallerElements","numberOfExternalDeclarationCalls","numberOfExternalDeclarationCallsWeighted","allModules","allInternalElements","exampleStories","Source Cypher File: External_Dependencies/External_module_usage_overall_for_Typescript.cypher"
"@remix-run/router",4,37,195,261,4,89,"<mapRouteProperties> of module <react-router> imports <UNSAFE_warning> from external module <router>,<PatchRoutesOnNavigationFunction> of module <react-router> imports <AgnosticPatchRoutesOnNavigationFunctionArgs> from external module <router>,<createMemoryRouter> of module <react-router> imports <Router.initialize> from external module <router>,<createMemoryRouter> of module <react-router> imports <createRouter> from external module <router>",""
"@types/react",4,34,97,149,4,89,"<mapRouteProperties> of module <react-router> imports <React.createElement> from external module <react>,<useLinkClickHandler> of module <react-router-dom> imports <React.useCallback> from external module <react>,<useLinkClickHandler> of module <react-router-dom> imports <React.MouseEvent> from external module <react>,<useLinkClickHandler> of module <react-router-dom> imports <React.MouseEvent.preventDefault> from external module <react>",""
"@types/react-native",1,5,14,18,4,89,"<useDeepLinking> of module <react-router-native> imports <Linking> from external module <react-native>,<useDeepLinking> of module <react-router-native> imports <LinkingStatic.getInitialURL> from external module <react-native>,<useDeepLinking> of module <react-router-native> imports <LinkingStatic.removeEventListener> from external module <react-native>,<useDeepLinking> of module <react-router-native> imports <LinkingStatic.addEventListener> from external module <react-native>",""
"@ungap/url-search-params",1,2,2,4,4,89,"<createSearchParams> of module <react-router-native> imports <url-search-params> from external module <url-search-params>,<useSearchParams> of module <react-router-native> imports <url-search-params> from external module <url-search-params>",""
