"codeUnitName","shortCodeUnitName","centralityHyperlinkInducedTopicSearchAuthority","centralityHyperlinkInducedTopicSearchHub","incomingDependencies","outgoingDependencies","Source Cypher File: domains/graph-algorithms/queries/centrality/Centrality_9d_Hyperlink_Induced_Topic_Search_HITS_Stream_Mutated.cypher"
"org.axonframework.messaging.core","core",0.43528453341000095,0.10934756295461037,13678,395,""
"org.axonframework.common","common",0.41605542899167947,0,978,31,""
"org.axonframework.messaging.core.unitofwork","unitofwork",0.3922828317118382,0.08174128835426947,12129,109,""
"org.axonframework.common.annotation","annotation",0.35420527264336366,0.02380982697171634,4347,5,""
"org.axonframework.common.infra","infra",0.2990653066694546,0.034194626839618845,1363,27,""
"org.axonframework.messaging.eventhandling","eventhandling",0.26330905840368585,0.12344040891416355,3260,699,""
"org.axonframework.common.configuration","configuration",0.18146508872850742,0.06229592633343478,3499,362,""
"org.axonframework.conversion","conversion",0.1679893993996171,0.06119489245889728,682,30,""
"org.axonframework.messaging.commandhandling","commandhandling",0.161275008858126,0.09789785794279417,1148,297,""
"org.axonframework.messaging.core.annotation","annotation",0.13544377388929776,0.10033256984609476,509,471,""
"org.axonframework.messaging.core.conversion","conversion",0.11155839475909321,0.07190894609500037,72,21,""
"org.axonframework.messaging.eventhandling.processing.streaming.token","token",0.10692909102847636,0.05833370757953576,469,19,""
"org.axonframework.messaging.eventhandling.conversion","conversion",0.08880024738765763,0.0684514254701429,18,35,""
"org.axonframework.messaging.queryhandling","queryhandling",0.07747069432602781,0.13230347833322356,443,533,""
"org.axonframework.messaging.eventstreaming","eventstreaming",0.07118117568315858,0.0923572849784926,316,105,""
"org.axonframework.eventsourcing.eventstore","eventstore",0.06778915342177523,0.14106721735898467,275,985,""
"org.axonframework.modelling","modelling",0.06147461467395596,0.11967351490541273,126,182,""
"org.axonframework.messaging.monitoring","monitoring",0.059957638090080166,0.05794945955421645,81,22,""
"org.axonframework.messaging.eventhandling.processing.streaming.segmenting","segmenting",0.053617806634877266,0.13501460650411282,117,234,""
"org.axonframework.messaging.eventhandling.replay","replay",0.047728423058228185,0.12224119928536294,57,197,""
"org.axonframework.messaging.eventhandling.processing","processing",0.045992791200547486,0.13554214545711665,14,222,""
"org.axonframework.modelling.repository","repository",0.04573617610125811,0.08828423856885391,98,56,""
"org.axonframework.messaging.core.sequencing","sequencing",0.04439953530251716,0.1382637306792966,24,136,""
"org.axonframework.messaging.core.unitofwork.transaction","transaction",0.04134557452706592,0.04481602802217076,18,32,""
"org.axonframework.modelling.entity","entity",0.037891052239143554,0.11616011407611092,119,842,""
"org.axonframework.messaging.core.interception.annotation","annotation",0.037526669171525764,0.09919087637132878,21,234,""
"org.axonframework.common.tx","tx",0.03663189843259182,0.021163549977917518,10,6,""
"org.axonframework.messaging.eventhandling.configuration","configuration",0.03577247721915518,0.16144848905740522,84,547,""
"io.axoniq.framework.axonserver.connector.api","api",0.03571976405030244,0.02478802280510793,36,23,""
"org.axonframework.messaging.core.configuration.reflection","reflection",0.033479135175797384,0.04194574026341446,8,36,""
"org.axonframework.messaging.eventhandling.processing.streaming.token.store","store",0.03331888891778911,0.05544691011985457,27,10,""
"org.axonframework.modelling.annotation","annotation",0.032714359417689666,0.12092922548173532,13,314,""
"org.axonframework.eventsourcing.snapshot.store","store",0.03222167704338683,0.04698606423058892,7,3,""
"org.axonframework.eventsourcing.snapshot.api","api",0.03154963842938117,0.01894793478194601,18,13,""
"org.axonframework.eventsourcing","eventsourcing",0.03033394900744705,0.09447692178060293,40,102,""
"org.axonframework.messaging.commandhandling.annotation","annotation",0.02905811709494492,0.1473070747616143,13,437,""
"org.axonframework.messaging.eventhandling.processing.errorhandling","errorhandling",0.027653703434926312,0.0426108439157504,13,8,""
"org.axonframework.messaging.core.interception","interception",0.02659737217011237,0.14861452950468512,39,1160,""
"org.axonframework.common.property","property",0.02527484434915683,0.02380982697171634,19,15,""
"io.axoniq.framework.axonserver.connector.shared","shared",0.02519972187889369,0.09270200888394364,22,31,""
"org.axonframework.eventsourcing.annotation","annotation",0.025048375734260244,0.10452727675071893,18,95,""
"org.axonframework.messaging.monitoring.configuration","configuration",0.02269306172432945,0.128652538302622,21,439,""
"org.axonframework.modelling.entity.annotation","annotation",0.022272489255261325,0.18371805165361163,48,896,""
"org.axonframework.messaging.core.configuration","configuration",0.021775470795566382,0.13958147360441833,4,2814,""
"org.axonframework.messaging.eventhandling.annotation","annotation",0.020962923405089772,0.1571483253381938,16,642,""
"org.axonframework.messaging.commandhandling.configuration","configuration",0.020524075385139284,0.08413250931694931,11,292,""
"org.axonframework.messaging.queryhandling.configuration","configuration",0.020524075385139284,0.07825855476702588,11,292,""
"org.axonframework.messaging.eventhandling.processing.streaming","streaming",0.019480034966530644,0.015893280727826295,5,16,""
"org.axonframework.common.lifecycle","lifecycle",0.01923958210822935,0.02380982697171634,8,4,""
"org.axonframework.messaging.eventhandling.processing.subscribing","subscribing",0.01876448132018962,0.14782309388931025,15,913,""
"org.axonframework.common.jdbc","jdbc",0.018659624081198315,0.047069730229866956,17,22,""
"org.axonframework.messaging.eventhandling.interception","interception",0.018414404241984563,0.09981323510538569,4,218,""
"org.axonframework.messaging.tracing","tracing",0.01806702827856116,0.07892058143839867,136,68,""
"org.axonframework.modelling.entity.child","child",0.017161288475250638,0.11826859075677089,89,242,""
"io.axoniq.framework.axonserver.connector.util","util",0.01709309721498896,0.0007569069081874994,14,13,""
"org.axonframework.messaging.eventhandling.gateway","gateway",0.01698111520212146,0.12362306207710201,9,126,""
"org.axonframework.messaging.core.correlation","correlation",0.016492747095255923,0.05556535603471178,13,82,""
"org.axonframework.messaging.commandhandling.gateway","gateway",0.01641792468209499,0.10997190928633256,20,191,""
"org.axonframework.test","test",0.01629974516158031,0.054010320204519506,8,13,""
"org.axonframework.common.function","function",0.015608832915194925,0,6,0,""
"org.axonframework.eventsourcing.handler","handler",0.014776850621378854,0.1289006057342656,12,547,""
"org.axonframework.common.jpa","jpa",0.013885274398281891,0.047069730229866956,7,14,""
"org.axonframework.common.util","util",0.013226271184868466,0.0005232193525332371,6,3,""
"org.axonframework.messaging.eventhandling.processing.streaming.pooled","pooled",0.010858950365664012,0.17395214898104203,65,2877,""
"org.axonframework.messaging.queryhandling.annotation","annotation",0.010220329983502441,0.13002778160788817,5,407,""
"org.axonframework.messaging.eventhandling.processing.streaming.token.store.inmemory","inmemory",0.009954852839282775,0.057353668029359615,3,31,""
"org.axonframework.test.matchers","matchers",0.009483281815790485,0.0739507823798603,35,47,""
"org.axonframework.test.util","util",0.009483281815790485,0.12121513273275075,23,164,""
"org.axonframework.eventsourcing.eventstore.inmemory","inmemory",0.00937016919465597,0.09361515804979749,12,417,""
"org.axonframework.modelling.configuration","configuration",0.00937016919465597,0.05532306016338676,36,585,""
"org.axonframework.common.io","io",0.00914279017791924,0,2,0,""
"org.axonframework.conversion.jackson","jackson",0.007987903782514651,0.04699868486112119,5,21,""
"org.axonframework.messaging.commandhandling.interception","interception",0.007987903782514651,0.12032478084796026,6,499,""
"org.axonframework.messaging.monitoring.interception","interception",0.007987903782514651,0.07952222578482977,5,500,""
"org.axonframework.messaging.queryhandling.gateway","gateway",0.007987903782514651,0.07529208056649958,3,205,""
"org.axonframework.messaging.queryhandling.interception","interception",0.007987903782514651,0.08917816346572596,8,491,""
"org.axonframework.eventsourcing.annotation.reflection","reflection",0.0059818384759235945,0.13289541812777791,8,198,""
"org.axonframework.messaging.core.retry","retry",0.005598799623474449,0.08828423856885391,23,179,""
"org.axonframework.extension.metrics.micrometer.reservoir","reservoir",0.005465858748873053,0,2,0,""
"io.axoniq.framework.axonserver.connector.api.command","command",0.00530510753532638,0.03413963258250011,3,5,""
"io.axoniq.framework.axonserver.connector.api.query","query",0.00530510753532638,0.04872008820559551,3,5,""
"org.axonframework.update.api","api",0.004336383691176617,0.0202702949329301,18,11,""
"io.axoniq.framework.axonserver.connector.command","command",0.0033609352884789285,0.13934723803000407,5,99,""
