"codeUnitName","shortCodeUnitName","propertyName","propertyValue","Source Cypher File: scripts/../cypher/Dependencies_Projection/Dependencies_8_Stream_Mutated_Value_Descending.cypher"
"org.axonframework.eventsourcing.configuration","configuration","centralityCostEffectiveLazyForward",8.08,""
"org.axonframework.messaging.core.configuration","configuration","centralityCostEffectiveLazyForward",3.74,""
"io.axoniq.framework.axonserver.connector.event","event","centralityCostEffectiveLazyForward",2.9399999999999995,""
"io.axoniq.framework.springboot.autoconfig","autoconfig","centralityCostEffectiveLazyForward",2.389999999999999,""
"org.axonframework.eventsourcing.eventstore.jpa","jpa","centralityCostEffectiveLazyForward",2.1000000000000014,""
"io.axoniq.framework.axonserver.connector.api","api","centralityCostEffectiveLazyForward",0,""
"io.axoniq.framework.axonserver.connector.api.command","command","centralityCostEffectiveLazyForward",0,""
"io.axoniq.framework.axonserver.connector.api.query","query","centralityCostEffectiveLazyForward",0,""
"io.axoniq.framework.axonserver.connector.command","command","centralityCostEffectiveLazyForward",0,""
"io.axoniq.framework.axonserver.connector.configuration","configuration","centralityCostEffectiveLazyForward",0,""
"io.axoniq.framework.axonserver.connector.query","query","centralityCostEffectiveLazyForward",0,""
"io.axoniq.framework.axonserver.connector.shared","shared","centralityCostEffectiveLazyForward",0,""
"io.axoniq.framework.axonserver.connector.snapshot","snapshot","centralityCostEffectiveLazyForward",0,""
"io.axoniq.framework.axonserver.connector.util","util","centralityCostEffectiveLazyForward",0,""
"io.axoniq.framework.springboot","springboot","centralityCostEffectiveLazyForward",0,""
"io.axoniq.framework.springboot.actuator","actuator","centralityCostEffectiveLazyForward",0,""
"io.axoniq.framework.springboot.actuator.axonserver","axonserver","centralityCostEffectiveLazyForward",0,""
"io.axoniq.framework.springboot.service.connection","connection","centralityCostEffectiveLazyForward",0,""
"org.axonframework.common","common","centralityCostEffectiveLazyForward",0,""
"org.axonframework.common.annotation","annotation","centralityCostEffectiveLazyForward",0,""
"org.axonframework.common.caching","caching","centralityCostEffectiveLazyForward",0,""
"org.axonframework.common.configuration","configuration","centralityCostEffectiveLazyForward",0,""
"org.axonframework.common.digest","digest","centralityCostEffectiveLazyForward",0,""
"org.axonframework.common.function","function","centralityCostEffectiveLazyForward",0,""
"org.axonframework.common.infra","infra","centralityCostEffectiveLazyForward",0,""
"org.axonframework.common.io","io","centralityCostEffectiveLazyForward",0,""
"org.axonframework.common.jdbc","jdbc","centralityCostEffectiveLazyForward",0,""
