"projectFileName","moduleName","dependentProjectFileName","dependentModulePathName","dependency","forwardToBackwardBalance","numberForward","numberBackward","Source Cypher File: domains/cyclic-dependencies/queries/Cyclic_Dependencies_Breakdown_Backward_Only_for_Typescript.cypher"
"react-router","./index.ts","react-router","./lib/router/utils.ts","ShouldRevalidateFunction<-BaseRouteObject",0.13227513227513227,107,82,""
"react-router","./index.ts","react-router","./lib/router/utils.ts","LazyRouteFunction<-BaseRouteObject",0.13227513227513227,107,82,""
"react-router","./index.ts","react-router","./lib/router/utils.ts","MiddlewareFunction<-BaseRouteObject",0.13227513227513227,107,82,""
"react-router","./index.ts","react-router","./lib/router/utils.ts","ActionFunction<-BaseRouteObject",0.13227513227513227,107,82,""
"react-router","./index.ts","react-router","./lib/router/utils.ts","RouteObject<-convertRoutesToDataRoutes",0.13227513227513227,107,82,""
"react-router","./index.ts","react-router","./lib/router/utils.ts","invariant<-convertRoutesToDataRoutes",0.13227513227513227,107,82,""
"react-router","./index.ts","react-router","./lib/router/utils.ts","DataRouteObject<-convertRoutesToDataRoutes",0.13227513227513227,107,82,""
"react-router","./index.ts","react-router","./lib/router/utils.ts","To<-parseToInfo",0.13227513227513227,107,82,""
"react-router","./index.ts","react-router","./lib/router/utils.ts","BaseRouteObject<-DataNonIndexRouteObject",0.13227513227513227,107,82,""
"react-router","./index.ts","react-router","./lib/router/utils.ts","RouteObject<-DataNonIndexRouteObject",0.13227513227513227,107,82,""
"react-router","./index.ts","react-router","./lib/router/utils.ts","DataRouteObject<-DataNonIndexRouteObject",0.13227513227513227,107,82,""
"react-router","./index.ts","react-router","./lib/router/utils.ts","RedirectFunction<-redirectDocument",0.13227513227513227,107,82,""
"react-router","./index.ts","react-router","./lib/router/utils.ts","redirect<-redirectDocument",0.13227513227513227,107,82,""
"react-router","./index.ts","react-router","./lib/router/utils.ts","BaseRouteObject<-IndexRouteObject",0.13227513227513227,107,82,""
"react-router","./index.ts","react-router","./lib/router/utils.ts","RouteObject<-LazyRouteDefinition",0.13227513227513227,107,82,""
"react-router","./index.ts","react-router","./lib/router/utils.ts","LazyRouteFunction<-LazyRouteDefinition",0.13227513227513227,107,82,""
"react-router","./index.ts","react-router","./lib/router/utils.ts","PathPattern<-matchPath",0.13227513227513227,107,82,""
"react-router","./index.ts","react-router","./lib/router/utils.ts","ParamParseKey<-matchPath",0.13227513227513227,107,82,""
"react-router","./index.ts","react-router","./lib/router/utils.ts","PathMatch<-matchPath",0.13227513227513227,107,82,""
"react-router","./index.ts","react-router","./lib/router/utils.ts","RouteObject<-getResolveToMatches",0.13227513227513227,107,82,""
"react-router","./index.ts","react-router","./lib/router/utils.ts","RouteMatch<-getResolveToMatches",0.13227513227513227,107,82,""
"react-router","./index.ts","react-router","./lib/router/utils.ts","RouteObject<-RouteBranch",0.13227513227513227,107,82,""
"react-router","./index.ts","react-router","./lib/router/utils.ts","RouteObject<-RouteMatch",0.13227513227513227,107,82,""
"react-router","./index.ts","react-router","./lib/router/utils.ts","Params<-RouteMatch",0.13227513227513227,107,82,""
"react-router","./index.ts","react-router","./lib/router/utils.ts","Path<-resolveTo",0.13227513227513227,107,82,""
"react-router","./index.ts","react-router","./lib/router/utils.ts","invariant<-resolveTo",0.13227513227513227,107,82,""
"react-router","./index.ts","react-router","./lib/router/utils.ts","resolvePath<-resolveTo",0.13227513227513227,107,82,""
"react-router","./index.ts","react-router","./lib/router/utils.ts","To<-resolveTo",0.13227513227513227,107,82,""
"react-router","./index.ts","react-router","./lib/router/utils.ts","parsePath<-resolveTo",0.13227513227513227,107,82,""
"react-router","./index.ts","react-router","./lib/router/utils.ts","DataWithResponseInit<-data",0.13227513227513227,107,82,""
"react-router","./index.ts","react-router","./lib/dom/ssr/entry.ts","DataRouteObject<-EntryContext",0.1111111111111111,5,4,""
"react-router","./index.ts","react-router","./lib/dom/ssr/entry.ts","StaticHandlerContext<-EntryContext",0.1111111111111111,5,4,""
"react-router","./index.ts","react-router","./lib/dom/ssr/entry.ts","RouteModules<-FrameworkContextObject",0.1111111111111111,5,4,""
"react-router","./index.ts","react-router","./lib/dom/ssr/entry.ts","AssetsManifest<-FrameworkContextObject",0.1111111111111111,5,4,""
"react-router","./index-react-server.ts","react-router","./dom-export.ts","RSCRouteManifest<-RSCRenderPayload",0.09090909090909091,6,5,""
"react-router","./index-react-server.ts","react-router","./dom-export.ts","RSCRouteMatch<-RSCRenderPayload",0.09090909090909091,6,5,""
"react-router","./index-react-server.ts","react-router","./dom-export.ts","RSCManifestPayload<-RSCPayload",0.09090909090909091,6,5,""
"react-router","./index-react-server.ts","react-router","./dom-export.ts","RSCRenderPayload<-RSCPayload",0.09090909090909091,6,5,""
"react-router","./index-react-server.ts","react-router","./dom-export.ts","RSCRouteManifest<-RSCManifestPayload",0.09090909090909091,6,5,""
"react-router","./dom-export.ts","react-router","./lib/rsc/server.rsc.ts","RSCPayload<-RSCMatch",0.06666666666666667,8,7,""
"react-router","./dom-export.ts","react-router","./lib/rsc/server.rsc.ts","RSCRenderPayload<-RSCPayload",0.06666666666666667,8,7,""
"react-router","./dom-export.ts","react-router","./lib/rsc/server.rsc.ts","RSCManifestPayload<-RSCPayload",0.06666666666666667,8,7,""
"react-router","./dom-export.ts","react-router","./lib/rsc/server.rsc.ts","RSCRenderPayload<-RSCActionPayload",0.06666666666666667,8,7,""
"react-router","./dom-export.ts","react-router","./lib/rsc/server.rsc.ts","DecodeActionFunction<-matchRSCServerRequest",0.06666666666666667,8,7,""
"react-router","./dom-export.ts","react-router","./lib/rsc/server.rsc.ts","DecodeFormStateFunction<-matchRSCServerRequest",0.06666666666666667,8,7,""
"react-router","./dom-export.ts","react-router","./lib/rsc/server.rsc.ts","DecodeReplyFunction<-matchRSCServerRequest",0.06666666666666667,8,7,""
"react-router","./index-react-server.ts","react-router","./lib/rsc/server.rsc.ts","RSCPayload<-RSCMatch",0.05555555555555555,19,17,""
"react-router","./index-react-server.ts","react-router","./lib/rsc/server.rsc.ts","RSCManifestPayload<-RSCPayload",0.05555555555555555,19,17,""
"react-router","./index-react-server.ts","react-router","./lib/rsc/server.rsc.ts","RSCRenderPayload<-RSCPayload",0.05555555555555555,19,17,""
"react-router","./index-react-server.ts","react-router","./lib/rsc/server.rsc.ts","RSCRouteManifest<-RSCRenderPayload",0.05555555555555555,19,17,""
"react-router","./index-react-server.ts","react-router","./lib/rsc/server.rsc.ts","RSCRouteMatch<-RSCRenderPayload",0.05555555555555555,19,17,""
"react-router","./index-react-server.ts","react-router","./lib/rsc/server.rsc.ts","RSCRouteManifest<-RSCManifestPayload",0.05555555555555555,19,17,""
"react-router","./index-react-server.ts","react-router","./lib/rsc/server.rsc.ts","RSCRouteConfigEntry<-RSCRouteConfig",0.05555555555555555,19,17,""
"react-router","./index-react-server.ts","react-router","./lib/rsc/server.rsc.ts","RSCRouteManifest<-RSCRouteMatch",0.05555555555555555,19,17,""
"react-router","./index-react-server.ts","react-router","./lib/rsc/server.rsc.ts","RSCRenderPayload<-RSCActionPayload",0.05555555555555555,19,17,""
"react-router","./index-react-server.ts","react-router","./lib/rsc/server.rsc.ts","matchRoutes<-matchRSCServerRequest",0.05555555555555555,19,17,""
"react-router","./index-react-server.ts","react-router","./lib/rsc/server.rsc.ts","RouterContextProvider<-matchRSCServerRequest",0.05555555555555555,19,17,""
"react-router","./index-react-server.ts","react-router","./lib/rsc/server.rsc.ts","DecodeReplyFunction<-matchRSCServerRequest",0.05555555555555555,19,17,""
"react-router","./index-react-server.ts","react-router","./lib/rsc/server.rsc.ts","DecodeFormStateFunction<-matchRSCServerRequest",0.05555555555555555,19,17,""
"react-router","./index-react-server.ts","react-router","./lib/rsc/server.rsc.ts","RSCMatch<-matchRSCServerRequest",0.05555555555555555,19,17,""
"react-router","./index-react-server.ts","react-router","./lib/rsc/server.rsc.ts","DecodeActionFunction<-matchRSCServerRequest",0.05555555555555555,19,17,""
"react-router","./index-react-server.ts","react-router","./lib/rsc/server.rsc.ts","RSCRouteConfigEntry<-matchRSCServerRequest",0.05555555555555555,19,17,""
"react-router","./index-react-server.ts","react-router","./lib/rsc/server.rsc.ts","LoadServerActionFunction<-matchRSCServerRequest",0.05555555555555555,19,17,""
"react-router","./lib/router/links.ts","react-router","./index.ts","HtmlLinkDescriptor<-PageLinkDescriptor",0,2,2,""
"react-router","./lib/router/links.ts","react-router","./index.ts","PageLinkDescriptor<-LinkDescriptor",0,2,2,""
"react-router","./lib/server-runtime/build.ts","react-router","./index.ts","HandleErrorFunction<-ServerEntryModule",0,6,6,""
"react-router","./lib/server-runtime/build.ts","react-router","./index.ts","HandleDocumentRequestFunction<-ServerEntryModule",0,6,6,""
"react-router","./lib/server-runtime/build.ts","react-router","./index.ts","HandleDataRequestFunction<-ServerEntryModule",0,6,6,""
"react-router","./lib/server-runtime/build.ts","react-router","./index.ts","ServerEntryModule<-ServerBuild",0,6,6,""
"react-router","./lib/server-runtime/build.ts","react-router","./index.ts","ServerBuild<-CreateRequestHandlerFunction",0,6,6,""
"react-router","./lib/server-runtime/build.ts","react-router","./index.ts","ServerBuild<-createRequestHandler",0,6,6,""
"react-router-node","./server.ts","react-router-node","./index.ts","RequestListenerOptions<-createRequestListener",0,1,1,""
"react-router-cloudflare","./worker.ts","react-router-cloudflare","./index.ts","GetLoadContextFunction<-createPagesFunctionHandlerParams",0,5,5,""
"react-router-cloudflare","./worker.ts","react-router-cloudflare","./index.ts","RequestHandler<-createRequestHandler",0,5,5,""
"react-router-cloudflare","./worker.ts","react-router-cloudflare","./index.ts","createPagesFunctionHandlerParams<-createRequestHandler",0,5,5,""
"react-router-cloudflare","./worker.ts","react-router-cloudflare","./index.ts","createRequestHandler<-createPagesFunctionHandler",0,5,5,""
"react-router-cloudflare","./worker.ts","react-router-cloudflare","./index.ts","createPagesFunctionHandlerParams<-createPagesFunctionHandler",0,5,5,""
