"projectFileName","moduleName","dependentProjectFileName","dependentModulePathName","forwardToBackwardBalance","numberForward","numberBackward","forwardDependencyExamples","backwardDependencyExamples","Source Cypher File: domains/cyclic-dependencies/queries/Cyclic_Dependencies_for_Typescript.cypher"
"react-router","./lib/rsc/server.rsc.ts","react-router","./index.ts",0.4222222222222222,32,13,"redirectDocument->redirectDocument,matchRSCServerRequest->RouterContextProvider,RSCRouteManifest->ClientActionFunction,RSCMatch->RSCPayload,RSCRouteManifest->LinksFunction,RSCRouteMatch->Params,matchRSCServerRequest->matchRoutes,redirect->redirect,RSCManifestPayload->RSCRouteManifest","RSCRenderPayload<-RSCPayload,RSCActionPayload<-RSCPayload,RSCManifestPayload<-RSCPayload,RSCRedirectPayload<-RSCPayload,RSCRouteConfigEntry<-RSCRouteConfig,matchRSCServerRequest<-unstable_matchRSCServerRequest,getRequest<-unstable_getRequest,RSCRouteManifest<-RSCRouteMatch,RSCPayload<-RSCMatch",""
"react-router","./index.ts","react-router","./lib/router/history.ts",0.4,49,21,"createRouter->Action,createMemoryHistory->Action,RouterState->Action,BlockerFunction->Action,Navigation->Action,NavigationStates->Action,createMemoryHistory->MemoryHistoryOptions,resolvePath->To,Navigator->To","InitialEntry<-MemoryHistoryOptions,createPath<-createMemoryHistory,parsePath<-createMemoryHistory,Action<-createMemoryHistory,To<-History,Action<-History,Path<-History,Location<-History,createPath<-createBrowserHistory",""
"react-router","./index-react-server.ts","react-router","./index.ts",0.37349397590361444,57,26,"redirectDocument->redirectDocument,matchRSCServerRequest->RouterContextProvider,createStaticHandler->RouterContextProvider,createStaticHandler->DataStrategyMatch,RSCRouteManifest->ClientActionFunction,RSCMatch->RSCPayload,RSCRouteManifest->LinksFunction,createStaticHandler->invariant,RSCRouteMatch->Params","RouterContext<-RouterContextProvider,RSCRenderPayload<-RSCPayload,RSCManifestPayload<-RSCPayload,RSCRouteConfigEntry<-RSCRouteConfig,createCookie<-createCookieSessionStorage,isCookie<-createCookieSessionStorage,SessionStorage<-createCookieSessionStorage,Cookie<-createCookieSessionStorage,matchRSCServerRequest<-unstable_matchRSCServerRequest",""
"react-router","./lib/dom/ssr/routeModules.ts","react-router","./index.ts",0.37142857142857144,24,11,"RouteModule->ClientActionFunction,RouteModule->LinksFunction,MetaArgs->Params,RouteModule->MiddlewareFunction,ServerRouteModule->MiddlewareFunction,ServerRouteModule->ActionFunction,ClientLoaderFunction->ClientLoaderFunctionArgs,loadRouteModule->RouteModules,RouteModule->ClientLoaderFunction","ClientActionFunctionArgs<-ClientActionFunction,MetaFunction<-RSCRouteManifest,ClientLoaderFunction<-RSCRouteManifest,ClientActionFunction<-RSCRouteManifest,LinksFunction<-RSCRouteManifest,ClientLoaderFunctionArgs<-ClientLoaderFunction,ClientLoaderFunction<-MetaFunction,ClientLoaderFunction<-MetaArgs,MetaMatches<-MetaArgs",""
"react-router","./dom-export.ts","react-router","./index.ts",0.3333333333333333,6,3,"RSCManifestPayload->RSCRouteManifest,RSCRenderPayload->RSCRouteManifest,RSCRenderPayload->RSCRouteMatch,RSCRenderPayload->Location,RSCPayload->RSCRenderPayload,RSCPayload->RSCManifestPayload","RSCManifestPayload<-RSCPayload,RSCRenderPayload<-RSCPayload,RSCPayload<-RSCMatch",""
"react-router","./index-react-server.ts","react-router","./lib/dom/ssr/routeModules.ts",0.3333333333333333,4,2,"RSCRouteManifest->MetaFunction,RSCRouteManifest->ClientLoaderFunction,RSCRouteManifest->ClientActionFunction,RSCRouteManifest->LinksFunction","MiddlewareFunction<-RouteModule,MiddlewareFunction<-ServerRouteModule",""
"react-router","./index-react-server.ts","react-router","./lib/router/instrumentation.ts",0.3333333333333333,2,1,"createStaticHandler->InstrumentRouteFunction,createStaticHandler->getRouteInstrumentationUpdates","MiddlewareFunction<-getRouteInstrumentationUpdates",""
"react-router-architect","./index.ts","react-router-architect","./server.ts",0.3333333333333333,4,2,"createRequestHandler->GetLoadContextFunction,createRequestHandler->sendReactRouterResponse,createRequestHandler->createReactRouterRequest,createRequestHandler->RequestHandler","RequestHandler<-createRequestHandler,GetLoadContextFunction<-createRequestHandler",""
"react-router-express","./index.ts","react-router-express","./server.ts",0.3333333333333333,4,2,"createRequestHandler->sendRemixResponse,createRequestHandler->GetLoadContextFunction,createRequestHandler->RequestHandler,createRequestHandler->createRemixRequest","GetLoadContextFunction<-createRequestHandler,RequestHandler<-createRequestHandler",""
"react-router","./index.ts","react-router","./lib/types/route-data.ts",0.3333333333333333,2,1,"ClientLoaderFunctionArgs->SerializeFrom,ClientActionFunctionArgs->SerializeFrom","AppLoadContext<-ServerDataFunctionArgs",""
"react-router","./index-react-server.ts","react-router","./lib/server-runtime/cookies.ts",0.2727272727272727,7,4,"CookieOptions->CookieSignatureOptions,createCookieSessionStorage->createCookie,createCookieSessionStorage->Cookie,createCookie->Cookie,createCookie->CookieOptions,isCookie->IsCookieFunction,createCookieSessionStorage->isCookie","CookieOptions<-createCookie,Cookie<-createCookie,CookieSignatureOptions<-CookieOptions,IsCookieFunction<-isCookie",""
"react-router","./index.ts","react-router","./lib/server-runtime/cookies.ts",0.2727272727272727,7,4,"CookieOptions->CookieSignatureOptions,createCookieSessionStorage->createCookie,createCookieSessionStorage->Cookie,createCookie->Cookie,createCookie->CookieOptions,isCookie->IsCookieFunction,createCookieSessionStorage->isCookie","CookieOptions<-createCookie,Cookie<-createCookie,CookieSignatureOptions<-CookieOptions,IsCookieFunction<-isCookie",""
"react-router","./lib/dom/dom.ts","react-router","./index.ts",0.2727272727272727,7,4,"createSearchParams->URLSearchParamsInit,createSearchParams->ParamKeyValuePair,URLSearchParamsInit->ParamKeyValuePair,SubmitOptions->FetcherSubmitOptions,defaultMethod->HTMLFormMethod,getSearchParamsForLocation->createSearchParams,getFormSubmissionInfo->SubmitTarget","ParamKeyValuePair<-URLSearchParamsInit,ParamKeyValuePair<-createSearchParams,URLSearchParamsInit<-createSearchParams,FetcherSubmitOptions<-SubmitOptions",""
"react-router-dev","./config/routes.ts","react-router-dev","./routes.ts",0.25925925925925924,17,10,"relative->layout,relative->prefix,route->RouteConfigEntry,routeConfigEntrySchema->RouteConfigEntry,index->RouteConfigEntry,resolvedRouteConfigSchema->RouteConfigEntry,RouteConfig->RouteConfigEntry,layout->RouteConfigEntry,validateRouteConfig->RouteConfigEntry","RouteConfigEntry<-layout,route<-prefix,RouteConfigEntry<-prefix,route<-relative,prefix<-relative,layout<-relative,index<-relative,RouteConfigEntry<-index,RouteConfigEntry<-route",""
"react-router","./lib/context.ts","react-router","./index.ts",0.25,10,6,"DataRouterStateContext->RouterState,Navigator->To,RouteContextObject->RouteObject,DataRouterContextObject->Router,DataRouterStateContext->Router,Navigator->NavigateOptions,DataRouterContextObject->StaticHandlerContext,DataRouterContextObject->ClientOnErrorFunction,ViewTransitionContextObject->Location","NavigateOptions<-Navigator,ViewTransitionContextObject<-ViewTransitionContext,AwaitContext<-AwaitContextProvider,DataRouterContextObject<-DataRouterContext,RouteContextObject<-RouteContext,FetchersContextObject<-FetchersContext",""
"react-router","./index-react-server.ts","react-router","./lib/router/router.ts",0.23076923076923078,8,5,"createStaticHandler->StaticHandler,createStaticHandler->StaticHandlerContext,createStaticHandler->isDataWithResponseInit,createStaticHandler->isMutationMethod,createStaticHandler->isResponse,createStaticHandler->isRedirectResponse,createStaticHandler->getStaticContextFromError,createStaticHandler->CreateStaticHandlerOptions","isRouteErrorResponse<-createStaticHandler,RouterContextProvider<-createStaticHandler,isRouteErrorResponse<-getStaticContextFromError,isRouteErrorResponse<-createRouter,RouterContextProvider<-createRouter",""
"react-router","./lib/router/instrumentation.ts","react-router","./index.ts",0.16666666666666666,14,10,"instrumentHandler->RequestHandler,instrumentHandler->InstrumentRequestHandlerFunction,ServerInstrumentation->InstrumentRequestHandlerFunction,instrumentClientSideRouter->Router,getRouteInstrumentationUpdates->MiddlewareFunction,getRouteInstrumentationUpdates->InstrumentRouteFunction,ClientInstrumentation->InstrumentRouteFunction,ServerInstrumentation->InstrumentRouteFunction,getRouteInstrumentationUpdates->LoaderFunctionArgs","ServerInstrumentation<-ServerEntryModule,InstrumentRouteFunction<-ClientInstrumentation,InstrumentRouterFunction<-ClientInstrumentation,ClientInstrumentation<-RouterInit,InstrumentRouteFunction<-ServerInstrumentation,InstrumentRequestHandlerFunction<-ServerInstrumentation,instrumentClientSideRouter<-createRouter,InstrumentRouteFunction<-createRouter,InstrumentRouterFunction<-createRouter",""
"react-router-dev","./config.ts","react-router-dev","./config/config.ts",0.14285714285714285,4,3,"ReactRouterConfig->ServerBundlesFunction,ReactRouterConfig->PrerenderPaths,Preset->ReactRouterConfig,ReactRouterConfig->Preset","ServerBundlesFunction<-ReactRouterConfig,Preset<-ReactRouterConfig,ReactRouterConfig<-Preset",""
"react-router","./index.ts","react-router","./lib/router/utils.ts",0.13989637305699482,110,83,"AwaitContextProvider->TrackedPromise,DataRouteObject->DataIndexRouteObject,RouterContextProvider->RouterContext,createContext->RouterContext,PathMatch->PathPattern,matchPath->PathPattern,LazyRouteFunction->RouteObject,PatchRoutesOnNavigationFunctionArgs->RouteObject,RouteMatch->RouteObject","BaseRouteObject<-DataIndexRouteObject,MiddlewareFunction<-RouteObject,ActionFunction<-RouteObject,LoaderFunction<-RouteObject,BaseRouteObject<-RouteObject,ShouldRevalidateFunction<-RouteObject,LazyRouteFunction<-RouteObject,PatchRoutesOnNavigationFunctionArgs<-PatchRoutesOnNavigationFunction,RedirectFunction<-redirect",""
"react-router","./index.ts","react-router","./lib/dom/ssr/entry.ts",0.1111111111111111,5,4,"EntryContext->FrameworkContextObject,getPatchRoutesOnNavigationFunction->AssetsManifest,useFogOFWarDiscovery->AssetsManifest,ServerBuild->AssetsManifest,ServerBuild->FutureConfig","StaticHandlerContext<-EntryContext,DataRouteObject<-EntryContext,RouteModules<-FrameworkContextObject,AssetsManifest<-FrameworkContextObject",""
"react-router","./index-react-server.ts","react-router","./dom-export.ts",0.09090909090909091,6,5,"RSCMatch->RSCPayload,matchRSCServerRequest->DecodeActionFunction,matchRSCServerRequest->DecodeFormStateFunction,RSCPayload->RSCManifestPayload,RSCPayload->RSCRenderPayload,matchRSCServerRequest->DecodeReplyFunction","RSCRenderPayload<-RSCPayload,RSCManifestPayload<-RSCPayload,RSCRouteManifest<-RSCManifestPayload,RSCRouteMatch<-RSCRenderPayload,RSCRouteManifest<-RSCRenderPayload",""
"react-router","./dom-export.ts","react-router","./lib/rsc/server.rsc.ts",0.06666666666666667,8,7,"RSCManifestPayload->RSCRouteManifest,RSCRenderPayload->RSCRouteManifest,RSCPayload->RSCRenderPayload,RSCPayload->RSCActionPayload,RSCRenderPayload->RouteDiscovery,RSCPayload->RSCManifestPayload,RSCRenderPayload->RSCRouteMatch,RSCPayload->RSCRedirectPayload","DecodeActionFunction<-matchRSCServerRequest,DecodeFormStateFunction<-matchRSCServerRequest,DecodeReplyFunction<-matchRSCServerRequest,RSCPayload<-RSCMatch,RSCManifestPayload<-RSCPayload,RSCRenderPayload<-RSCPayload,RSCRenderPayload<-RSCActionPayload",""
"react-router","./index-react-server.ts","react-router","./lib/rsc/server.rsc.ts",0.05555555555555555,19,17,"RSCManifestPayload->RSCRouteManifest,RSCRenderPayload->RSCRouteManifest,RSCRouteMatch->RSCRouteManifest,RSCPayload->RSCRenderPayload,matchRSCServerRequest->RSCMatch,RSCMatch->RSCPayload,matchRSCServerRequest->isReactServerRequest,RSCPayload->RSCActionPayload,matchRSCServerRequest->LoadServerActionFunction","RSCRouteConfigEntry<-matchRSCServerRequest,matchRoutes<-matchRSCServerRequest,RSCMatch<-matchRSCServerRequest,DecodeFormStateFunction<-matchRSCServerRequest,DecodeActionFunction<-matchRSCServerRequest,RouterContextProvider<-matchRSCServerRequest,LoadServerActionFunction<-matchRSCServerRequest,DecodeReplyFunction<-matchRSCServerRequest,RSCRouteConfigEntry<-RSCRouteConfig",""
"react-router","./lib/router/links.ts","react-router","./index.ts",0,2,2,"LinkDescriptor->PageLinkDescriptor,PageLinkDescriptor->HtmlLinkDescriptor","HtmlLinkDescriptor<-PageLinkDescriptor,PageLinkDescriptor<-LinkDescriptor",""
"react-router","./lib/server-runtime/build.ts","react-router","./index.ts",0,6,6,"ServerEntryModule->HandleDocumentRequestFunction,ServerBuild->ServerEntryModule,ServerEntryModule->HandleDataRequestFunction,ServerBuild->AssetsManifest,ServerEntryModule->ServerInstrumentation,ServerEntryModule->HandleErrorFunction","HandleDocumentRequestFunction<-ServerEntryModule,HandleErrorFunction<-ServerEntryModule,HandleDataRequestFunction<-ServerEntryModule,ServerEntryModule<-ServerBuild,ServerBuild<-createRequestHandler,ServerBuild<-CreateRequestHandlerFunction",""
"react-router-node","./server.ts","react-router-node","./index.ts",0,1,1,"createRequestListener->RequestListenerOptions","RequestListenerOptions<-createRequestListener",""
"react-router-cloudflare","./worker.ts","react-router-cloudflare","./index.ts",0,5,5,"createRequestHandler->RequestHandler,createPagesFunctionHandler->createRequestHandler,createPagesFunctionHandlerParams->GetLoadContextFunction,createRequestHandler->createPagesFunctionHandlerParams,createPagesFunctionHandler->createPagesFunctionHandlerParams","RequestHandler<-createRequestHandler,createPagesFunctionHandlerParams<-createRequestHandler,createRequestHandler<-createPagesFunctionHandler,createPagesFunctionHandlerParams<-createPagesFunctionHandler,GetLoadContextFunction<-createPagesFunctionHandlerParams",""
