"externalPackageName","numberOfArtifacts","sumNumberOfPackages","minNumberOfPackages","maxNumberOfPackages","medNumberOfPackages","avgNumberOfPackages","stdNumberOfPackages","minNumberOfPackagesPercentage","maxNumberOfPackagesPercentage","medNumberOfPackagesPercentage","avgNumberOfPackagesPercentage","stdNumberOfPackagesPercentage","sumNumberOfTypes","minNumberOfTypes","maxNumberOfTypes","medNumberOfTypes","avgNumberOfTypes","stdNumberOfTypes","minNumberOfTypesPercentage","maxNumberOfTypesPercentage","medNumberOfTypesPercentage","avgNumberOfTypesPercentage","stdNumberOfTypesPercentage","someArtifactNames","Source Cypher File: External_Dependencies/External_package_usage_spread.cypher"
"org.slf4j",9,70,1,42,3,7.777777777777779,13.122288079616467,25,100,60,68.04152637485971,29.23779836601269,158,1,88,8,17.555555555555557,27.40032441008277,2.2988505747126435,36.36363636363637,10.602409638554217,13.685432420239685,10.435523139773466,"axon-test-4.12.2,axon-disruptor-4.12.2,axon-eventsourcing-4.12.2,axon-tracing-opentelemetry-4.12.2",""
"jakarta.persistence",4,8,1,3,2,2,0.816496580927726,4.285714285714286,20,15.555555555555555,13.849206349206348,7.629374615057308,17,3,8,3,4.25,2.5,0.963855421686747,3.296703296703297,2.0771866374797754,2.1037329983373985,0.9639500336692277,"axon-eventsourcing-4.12.2,axon-messaging-4.12.2,axon-spring-boot-autoconfigure-4.12.2,axon-modelling-4.12.2",""
"javax.persistence",4,11,2,4,2.5,2.75,0.9574271077563381,5.714285714285714,30,21.11111111111111,19.484126984126984,10.131722531797111,17,3,8,3,4.25,2.5,0.963855421686747,3.296703296703297,2.0771866374797754,2.1037329983373985,0.9639500336692277,"axon-eventsourcing-4.12.2,axon-messaging-4.12.2,axon-spring-boot-autoconfigure-4.12.2,axon-modelling-4.12.2",""
"com.fasterxml.jackson.databind",2,2,1,1,1,1,0,1.4285714285714286,10,5.714285714285714,5.714285714285714,6.0609152673132645,9,2,7,4.5,4.5,3.5355339059327378,0.8433734939759037,2.197802197802198,1.5205878458890507,1.5205878458890507,0.9577257211092788,"axon-messaging-4.12.2,axon-spring-boot-autoconfigure-4.12.2",""
"com.github.kagkarlsson.scheduler",2,3,1,2,1.5,1.5,0.7071067811865476,2.857142857142857,10,6.428571428571429,6.428571428571429,5.050762722761053,5,1,4,2.5,2.5,2.1213203435596424,0.4819277108433735,1.098901098901099,0.7904144048722362,0.7904144048722362,0.43626606650725697,"axon-messaging-4.12.2,axon-spring-boot-autoconfigure-4.12.2",""
"com.github.kagkarlsson.scheduler.task",2,3,1,2,1.5,1.5,0.7071067811865476,2.857142857142857,10,6.428571428571429,6.428571428571429,5.050762722761053,5,1,4,2.5,2.5,2.1213203435596424,0.4819277108433735,1.098901098901099,0.7904144048722362,0.7904144048722362,0.43626606650725697,"axon-messaging-4.12.2,axon-spring-boot-autoconfigure-4.12.2",""
"com.thoughtworks.xstream",2,3,1,2,1.5,1.5,0.7071067811865476,2.857142857142857,10,6.428571428571429,6.428571428571429,5.050762722761053,6,2,4,3,3,1.4142135623730951,0.4819277108433735,2.197802197802198,1.3398649543227856,1.3398649543227856,1.213306485393573,"axon-messaging-4.12.2,axon-spring-boot-autoconfigure-4.12.2",""
"io.axoniq.axonserver.connector",2,7,1,6,3.5,3.5,3.5355339059327378,10,54.54545454545455,32.27272727272727,32.27272727272727,31.498392980128028,23,1,22,11.5,11.5,14.849242404917497,1.098901098901099,14.965986394557822,8.032443746729461,8.032443746729461,9.80551004785113,"axon-spring-boot-autoconfigure-4.12.2,axon-server-connector-4.12.2",""
"io.axoniq.axonserver.connector.control",2,3,1,2,1.5,1.5,0.7071067811865476,10,18.181818181818183,14.090909090909092,14.090909090909092,5.785419118799027,5,1,4,2.5,2.5,2.1213203435596424,1.098901098901099,2.7210884353741496,1.9099947671376243,1.9099947671376243,1.1470596659750378,"axon-spring-boot-autoconfigure-4.12.2,axon-server-connector-4.12.2",""
"io.axoniq.axonserver.connector.event",2,2,1,1,1,1,0,9.090909090909092,10,9.545454545454547,9.545454545454547,0.6428243465332251,16,2,14,8,8,8.48528137423857,2.197802197802198,9.523809523809524,5.860805860805861,5.860805860805861,5.180269459242106,"axon-spring-boot-autoconfigure-4.12.2,axon-server-connector-4.12.2",""
