"artifactName","numberOfTypesInArtifact","numberOfExternalTypesInArtifact","numberOfExternalPackagesInArtifact","externalTypeRate","numberOfExternalTypeCaller","numberOfExternalTypeCalls","numberOfExternalPackages","top5ExternalPackages","someExternalTypes","Source Cypher File: External_Dependencies/External_package_usage_per_artifact_sorted_top.cypher"
"axon-tracing-opentelemetry-4.12.2",5,16,6,320,26,89,6,"io.opentelemetry.api.trace,io.opentelemetry.context.propagation,javax.annotation,io.opentelemetry.context","Tracer,Span,SpanKind,SpanBuilder,SpanContext,StatusCode,TextMapGetter,TextMapPropagator,TextMapSetter",""
"axon-spring-boot-autoconfigure-4.12.2",91,116,55,127.47252747252749,354,785,55,"org.springframework.boot.autoconfigure.condition,org.springframework.boot.autoconfigure,org.springframework.context.annotation,org.springframework.boot.context.properties","ConditionalOnProperty,ConditionalOnClass,ConditionalOnMissingBean,ConditionalOnBean,AllNestedConditions,AnyNestedCondition,ConditionOutcome,ConditionalOnExpression,ConditionalOnMissingClass",""
"axon-server-connector-4.12.2",147,119,26,80.95238095238095,377,1494,26,"io.grpc,io.axoniq.axonserver.grpc,io.axoniq.axonserver.grpc.query,org.slf4j","MethodDescriptor,Channel,Metadata,Metadata$AsciiMarshaller,CallOptions,Metadata$Key,ClientCall,ClientInterceptor,ForwardingClientCall$SimpleForwardingClientCall",""
"axon-disruptor-4.12.2",22,13,5,59.09090909090909,33,93,5,"org.slf4j,com.lmax.disruptor,javax.annotation,com.lmax.disruptor.dsl","LoggerFactory,Logger,EventHandler,LifecycleAware,BlockingWaitStrategy,WaitStrategy,ExceptionHandler,RingBuffer,Nonnull",""
"axon-test-4.12.2",87,28,13,32.183908045977006,99,501,13,"org.hamcrest,javax.annotation,org.testcontainers.utility,org.testcontainers.containers","Matcher,Description,Matchers,StringDescription,BaseMatcher,CoreMatchers,TypeSafeMatcher,Nonnull,DockerImageName",""
"axon-modelling-4.12.2",158,35,5,22.151898734177216,99,356,5,"javax.annotation,javax.persistence,jakarta.persistence,org.slf4j","Nonnull,Nullable,Basic,MappedSuperclass,Id,Column,Lob,EntityManagerFactory,Query",""
"axon-messaging-4.12.2",830,179,50,21.566265060240962,817,3233,50,"javax.annotation,org.slf4j,com.fasterxml.jackson.annotation,javax.persistence","Nonnull,Nullable,Logger,LoggerFactory,JsonProperty,JsonCreator,JsonGetter,JsonTypeInfo$Id,JsonTypeInfo",""
"axon-eventsourcing-4.12.2",133,25,4,18.796992481203006,74,238,4,"javax.annotation,org.slf4j,jakarta.persistence,javax.persistence","Nonnull,Nullable,PreDestroy,Logger,LoggerFactory,EntityExistsException,TypedQuery,EntityManager,Query",""
"axon-configuration-4.12.2",43,5,3,11.627906976744187,27,141,3,"org.slf4j,javax.annotation,jakarta.annotation","Logger,LoggerFactory,Nonnull,Nullable,Nonnull",""
