"similarity","sourceArtifactName","sourceNodeName","sourceNodeIncomingDependencies","sourceNodeOutgoingDependencies","targetArtifactName","targetNodeName","targetNodeIncomingDependencies","targetNodeOutgoingDependencies","Source Cypher File: Similarity/Similarity_1d_Stream_Mutated.cypher"
0.8966346153846154,,"/axon-modelling-4.11.2.jar",6,1,,"/axon-server-connector-4.11.2.jar",1,4,""
0.8966346153846154,,"/axon-server-connector-4.11.2.jar",1,4,,"/axon-modelling-4.11.2.jar",6,1,""
0.7869249394673123,,"/axon-eventsourcing-4.11.2.jar",5,2,,"/axon-modelling-4.11.2.jar",6,1,""
0.7869249394673123,,"/axon-modelling-4.11.2.jar",6,1,,"/axon-eventsourcing-4.11.2.jar",5,2,""
0.7780979827089337,,"/axon-configuration-4.11.2.jar",2,4,,"/axon-test-4.11.2.jar",1,3,""
0.7780979827089337,,"/axon-test-4.11.2.jar",1,3,,"/axon-configuration-4.11.2.jar",2,4,""
0.7536945812807881,,"/axon-configuration-4.11.2.jar",2,4,,"/axon-eventsourcing-4.11.2.jar",5,2,""
0.7536945812807881,,"/axon-eventsourcing-4.11.2.jar",5,2,,"/axon-configuration-4.11.2.jar",2,4,""
0.7164835164835165,,"/axon-eventsourcing-4.11.2.jar",5,2,,"/axon-server-connector-4.11.2.jar",1,4,""
0.7164835164835165,,"/axon-server-connector-4.11.2.jar",1,4,,"/axon-eventsourcing-4.11.2.jar",5,2,""
0.6493506493506493,,"/axon-test-4.11.2.jar",1,3,,"/axon-eventsourcing-4.11.2.jar",5,2,""
0.6143958868894601,,"/axon-spring-boot-autoconfigure-4.11.2.jar",0,7,,"/axon-test-4.11.2.jar",1,3,""
0.6143958868894601,,"/axon-test-4.11.2.jar",1,3,,"/axon-spring-boot-autoconfigure-4.11.2.jar",0,7,""
0.592901878914405,,"/axon-configuration-4.11.2.jar",2,4,,"/axon-server-connector-4.11.2.jar",1,4,""
0.592901878914405,,"/axon-server-connector-4.11.2.jar",1,4,,"/axon-configuration-4.11.2.jar",2,4,""
0.5914221218961625,,"/axon-spring-boot-autoconfigure-4.11.2.jar",0,7,,"/axon-configuration-4.11.2.jar",2,4,""
0.5859030837004405,,"/axon-modelling-4.11.2.jar",6,1,,"/axon-configuration-4.11.2.jar",2,4,""
0.4942084942084942,,"/axon-spring-boot-autoconfigure-4.11.2.jar",0,7,,"/axon-server-connector-4.11.2.jar",1,4,""
0.45985401459854014,,"/axon-disruptor-4.11.2.jar",1,3,,"/axon-test-4.11.2.jar",1,3,""
0.3746397694524496,,"/axon-disruptor-4.11.2.jar",1,3,,"/axon-configuration-4.11.2.jar",2,4,""
0.3518005540166205,,"/axon-disruptor-4.11.2.jar",1,3,,"/axon-spring-boot-autoconfigure-4.11.2.jar",0,7,""
0.09230769230769231,,"/axon-tracing-opentelemetry-4.11.2.jar",1,1,,"/axon-disruptor-4.11.2.jar",1,3,""
0.044444444444444446,,"/axon-tracing-opentelemetry-4.11.2.jar",1,1,,"/axon-test-4.11.2.jar",1,3,""
0.0345821325648415,,"/axon-tracing-opentelemetry-4.11.2.jar",1,1,,"/axon-configuration-4.11.2.jar",2,4,""
