"internalModuleName","leidenCommunityId","internalModuleElementsCount","numberOfExternalModules","minNumberOfInternalModules","maxNumberOfInternalModules","medNumberOfInternalModules","avgNumberOfInternalModules","stdNumberOfInternalModules","minNumberOfInternalElements","maxNumberOfInternalElements","medNumberOfInternalElements","avgNumberOfInternalElements","stdNumberOfInternalElements","minNumberOfInternalElementsPercentage","maxNumberOfInternalElementsPercentage","medNumberOfInternalElementsPercentage","avgNumberOfInternalElementsPercentage","stdNumberOfInternalElementsPercentage","top10ExternalPackageNamesByUsageDescending","internalModulesExamples","internalElementsExamples","Source Cypher File: External_Dependencies/External_module_usage_per_internal_module_aggregated_for_Typescript.cypher"
"config",3,13,11,1,1,1,1,0,1,4,1,1.3636363636363635,0.9244162777371753,7.6923076923076925,30.76923076923077,7.6923076923076925,10.489510489510488,7.110894444132119,"node,esm,@types/process,picocolors,dist,@types/isEqual,@types/globals,node:child_process,@types/pick","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/config/config.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/config/config.ts"".createConfigLoader",""
"copy-template",1,2,1,1,1,1,1,0,1,1,1,1,0,50,50,50,50,0,"node:url","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/create-react-router/copy-template.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/create-react-router/copy-template.ts"".copyTemplate",""
"create-react-router",1,2,2,1,1,1,1,0,1,1,1,1,0,50,50,50,50,0,"node:process,@types/process","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/create-react-router/index.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/create-react-router"".Context",""
"detectPackageManager",3,1,1,1,1,1,1,0,1,1,1,1,0,100,100,100,100,0,"@types/process","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/cli/detectPackageManager.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/cli/detectPackageManager.ts"".detectPackageManager",""
"dev",3,2,3,1,1,1,1,0,1,1,1,1,0,50,50,50,50,0,"node,@types/process,picocolors","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/vite/dev.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/vite/dev.ts"".dev",""
"dev",9,3,1,1,1,1,1,0,1,1,1,1,0,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,0,"@types/process","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router/lib/server-runtime/dev.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router/lib/server-runtime/dev.ts"".getBuildTimeHeader",""
"flatRoutes",6,13,5,1,1,1,1,0,1,3,1,1.8,1.0954451150103324,7.6923076923076925,23.076923076923077,7.6923076923076925,13.846153846153847,8.426500884694862,"node:path,esm,node:fs,fs,@types/path","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-fs-routes/flatRoutes.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-fs-routes/flatRoutes.ts"".flatRoutes,""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-fs-routes/flatRoutes.ts"".flatRoutesUniversal,""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-fs-routes/flatRoutes.ts"".isSegmentSeparator",""
"generate",3,5,2,1,1,1,1,0,1,4,2.5,2.5,2.1213203435596424,20,80,50,50,42.42640687119285,"dist,@types/babel__generator","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/typegen/generate.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/typegen/generate.ts"".generateFuture,""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/typegen/generate.ts"".generateRoutes,""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/typegen/generate.ts"".typesDirectory,""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/typegen/generate.ts"".generateServerBuild",""
"has-dependency",3,1,1,1,1,1,1,0,1,1,1,1,0,100,100,100,100,0,"@types/globals","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/vite/has-dependency.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/vite/has-dependency.ts"".hasDependency",""
"has-rsc-plugin",3,1,1,1,1,1,1,0,1,1,1,1,0,100,100,100,100,0,"node","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/vite/has-rsc-plugin.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/vite/has-rsc-plugin.ts"".hasReactRouterRscPlugin",""
"is-react-router-repo",4,1,2,1,1,1,1,0,1,1,1,1,0,100,100,100,100,0,"dist,@types/globals","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/config/is-react-router-repo.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/config/is-react-router-repo.ts"".isReactRouterRepo",""
"load-dotenv",3,1,2,1,1,1,1,0,1,1,1,1,0,100,100,100,100,0,"node,@types/process","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/vite/load-dotenv.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/vite/load-dotenv.ts"".loadDotenv",""
"loading-indicator",1,1,1,1,1,1,1,0,1,1,1,1,0,100,100,100,100,0,"@types/process","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/create-react-router/loading-indicator.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/create-react-router/loading-indicator.ts"".renderLoadingIndicator",""
"node-adapter",4,2,2,1,1,1,1,0,2,2,2,2,0,100,100,100,100,0,"node,http","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/vite/node-adapter.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/vite/node-adapter.ts"".fromNodeRequest,""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/vite/node-adapter.ts"".NodeRequestHandler",""
"normalizeSlashes",5,1,2,1,1,1,1,0,1,1,1,1,0,100,100,100,100,0,"@types/path,node:path","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-remix-routes-option-adapter/normalizeSlashes.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-remix-routes-option-adapter/normalizeSlashes.ts"".normalizeSlashes",""
"normalizeSlashes",6,1,2,1,1,1,1,0,1,1,1,1,0,100,100,100,100,0,"@types/path,node:path","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-fs-routes/normalizeSlashes.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-fs-routes/normalizeSlashes.ts"".normalizeSlashes",""
"optimize-deps-entries",3,1,2,1,1,1,1,0,1,1,1,1,0,100,100,100,100,0,"node,dist","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/vite/optimize-deps-entries.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/vite/optimize-deps-entries.ts"".getOptimizeDepsEntries",""
"prerender",4,6,5,1,1,1,1,0,1,1,1,1,0,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,0,"promises,node,p-map,@types/path,node:path","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/vite/plugins/prerender.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/vite/plugins/prerender.ts"".prerender",""
"profiler",3,3,5,1,1,1,1,0,1,3,1,1.4,0.8944271909999159,33.333333333333336,100,33.333333333333336,46.666666666666664,29.814239699997195,"inspector,node:fs,picocolors,@types/path,node:path","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/vite/profiler.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/vite/profiler.ts"".getSession,""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/vite/profiler.ts"".stop,""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/vite/profiler.ts"".start",""
"prompts-confirm",1,3,2,1,1,1,1,0,1,1,1,1,0,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,0,"readline,sisteransi","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/create-react-router/prompts-confirm.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/create-react-router/prompts-confirm.ts"".ConfirmPrompt",""
"prompts-multi-select",1,2,2,1,1,1,1,0,1,1,1,1,0,50,50,50,50,0,"readline,sisteransi","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/create-react-router/prompts-multi-select.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/create-react-router/prompts-multi-select.ts"".MultiSelectPrompt",""
"prompts-prompt-base",1,2,6,1,1,1,1,0,1,2,1,1.3333333333333333,0.5163977794943223,50,100,50,66.66666666666667,25.819888974716115,"sisteransi,@types/process,readline,node:readline,node:process,@types/events","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/create-react-router/prompts-prompt-base.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/create-react-router/prompts-prompt-base.ts"".Prompt",""
"prompts-select",1,3,3,1,1,1,1,0,1,1,1,1,0,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,0,"sisteransi,readline,@types/timers","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/create-react-router/prompts-select.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/create-react-router/prompts-select.ts"".SelectPrompt",""
"prompts-text",1,2,2,1,1,1,1,0,1,1,1,1,0,50,50,50,50,0,"sisteransi,readline","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/create-react-router/prompts-text.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/create-react-router/prompts-text.ts"".TextPrompt",""
"react-router-fs-routes",6,1,3,1,1,1,1,0,1,1,1,1,0,100,100,100,100,0,"node:fs,node:path,@types/path","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-fs-routes/index.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-fs-routes"".flatRoutes",""
"remove-exports",3,1,4,1,1,1,1,0,1,1,1,1,0,100,100,100,100,0,"@types/babel__traverse,@babel/lib,dist,@babel/babel-parser","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/vite/remove-exports.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/vite/remove-exports.ts"".removeExports",""
"resolve-file-url",4,1,2,1,1,1,1,0,1,1,1,1,0,100,100,100,100,0,"@types/path,node","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/vite/resolve-file-url.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/vite/resolve-file-url.ts"".resolveFileUrl",""
"resolve-relative-route-file-path",4,1,2,1,1,1,1,0,1,1,1,1,0,100,100,100,100,0,"dist,node","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/vite/resolve-relative-route-file-path.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/vite/resolve-relative-route-file-path.ts"".resolveRelativeRouteFilePath",""
"route-chunks",4,12,2,1,1,1,1,0,2,3,2.5,2.5,0.7071067811865476,16.666666666666668,25,20.833333333333336,20.833333333333336,5.892556509887896,"@types/babel__generator,@babel/lib","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/vite/route-chunks.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/vite/route-chunks.ts"".getRouteChunkCode,""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/vite/route-chunks.ts"".omitChunkedExports,""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/vite/route-chunks.ts"".getChunkedExport",""
"routeModules",9,21,1,1,1,1,1,0,5,5,5,5,0,23.80952380952381,23.80952380952381,23.80952380952381,23.80952380952381,0,"@types/react","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router/lib/dom/ssr/routeModules.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router/lib/dom/ssr/routeModules.ts"".HydrateFallbackComponent,""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router/lib/dom/ssr/routeModules.ts"".RouteComponent,""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router/lib/dom/ssr/routeModules.ts"".LayoutComponent,""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router/lib/dom/ssr/routeModules.ts"".ErrorBoundaryComponent,""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router/lib/dom/ssr/routeModules.ts"".RouteModule",""
"run",3,1,5,1,1,1,1,0,1,1,1,1,0,100,100,100,100,0,"@types/semver,@types/process,arg.Result.""--no-typescript,arg,@types/globals","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/cli/run.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/cli/run.ts"".run",""
"sessions",9,11,1,1,1,1,1,0,3,3,3,3,0,27.272727272727273,27.272727272727273,27.272727272727273,27.272727272727273,0,"dist","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router/lib/server-runtime/sessions.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router/lib/server-runtime/sessions.ts"".SessionStorage,""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router/lib/server-runtime/sessions.ts"".SessionIdStorageStrategy,""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router/lib/server-runtime/sessions.ts"".createSessionStorage",""
"styles",4,4,5,1,1,1,1,0,1,1,1,1,0,25,25,25,25,0,"@types/path,@types/process,node,@babel/lib,@types/babel__traverse","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/vite/styles.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/vite/styles.ts"".getStylesForPathname",""
"typegen",3,3,3,1,1,1,1,0,1,2,1,1.3333333333333333,0.5773502691896258,33.333333333333336,66.66666666666667,33.333333333333336,44.44444444444445,19.245008972987527,"picocolors,node,promises","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/typegen/index.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/typegen"".watch",""
"useJavascript",3,1,3,1,1,1,1,0,1,1,1,1,0,100,100,100,100,0,"@babel/lib,@types/babel__core,prettier","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/cli/useJavascript.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/cli/useJavascript.ts"".transpile",""
"utils",1,28,11,1,1,1,1,0,1,4,2,2.3636363636363638,1.2862913567871996,3.5714285714285716,14.285714285714286,7.142857142857143,8.441558441558442,4.593897702811426,"node:process,@types/process,promises,@types/path,node:path,sisteransi,node:fs,fs,picocolors","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/create-react-router/utils.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/create-react-router/utils.ts"".setStderr,""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/create-react-router/utils.ts"".isInteractive,""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/create-react-router/utils.ts"".log,""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/create-react-router/utils.ts"".stderr",""
"validate-plugin-order",3,1,1,1,1,1,1,0,1,1,1,1,0,100,100,100,100,0,"node","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/vite/plugins/validate-plugin-order.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/vite/plugins/validate-plugin-order.ts"".validatePluginOrder",""
"virtual-route-config",4,1,1,1,1,1,1,0,1,1,1,1,0,100,100,100,100,0,"dist","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/vite/rsc/virtual-route-config.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/vite/rsc/virtual-route-config.ts"".createVirtualRouteConfig",""
"virtual-route-modules",3,4,3,1,1,1,1,0,1,1,1,1,0,25,25,25,25,0,"lexer,node,@types/babel__generator","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/vite/rsc/virtual-route-modules.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/vite/rsc/virtual-route-modules.ts"".parseRouteExports",""
"vite",4,2,1,1,1,1,1,0,1,1,1,1,0,50,50,50,50,0,"node","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/vite/vite.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/vite/vite.ts"".getVite",""
"vite-node",4,2,3,1,1,1,1,0,1,2,2,1.6666666666666667,0.5773502691896257,50,100,100,83.33333333333333,28.867513459481287,"dist,server,node","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/vite/vite-node.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/vite/vite-node.ts"".Context",""
"warn-on-client-source-maps",3,1,2,1,1,1,1,0,1,1,1,1,0,100,100,100,100,0,"node,picocolors","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/vite/plugins/warn-on-client-source-maps.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/vite/plugins/warn-on-client-source-maps.ts"".warnOnClientSourceMaps",""
"with-props",3,1,3,1,1,1,1,0,1,1,1,1,0,100,100,100,100,0,"@types/babel__traverse,@babel/lib,@babel/babel-parser","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/vite/with-props.ts","""/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.2/source/react-router-7.13.2/packages/react-router-dev/vite/with-props.ts"".decorateComponentExportsWithProps",""
