"propertyName","propertyValue","codeUnits","codeUnitNames","shortCodeUnitNames","Source Cypher File: scripts/../cypher/Dependencies_Projection/Dependencies_8_Stream_Mutated_Grouped.cypher"
"communityFastRpHdbscanLabel",-1,47,"org.axonframework.eventsourcing,org.axonframework.eventsourcing.snapshot.api,org.axonframework.eventsourcing.eventstore,org.axonframework.eventsourcing.annotation,org.axonframework.eventsourcing.configuration,org.axonframework.extension.tracing.opentelemetry,org.axonframework.common.lifecycle,org.axonframework.common.function,org.axonframework.common.io,org.axonframework.common.util,org.axonframework.common.annotation,org.axonframework.test,org.axonframework.test.fixture,org.axonframework.test.util,org.axonframework.extension.metrics.micrometer,org.axonframework.extension.metrics.micrometer.reservoir,org.axonframework.extension.metrics.micrometer.springboot,io.axoniq.framework.axonserver.connector.api,io.axoniq.framework.axonserver.connector.event,io.axoniq.framework.axonserver.connector.shared,io.axoniq.framework.axonserver.connector.command,io.axoniq.framework.axonserver.connector.util,io.axoniq.framework.axonserver.connector.configuration,org.axonframework.modelling.configuration,org.axonframework.messaging.commandhandling.tracing,org.axonframework.messaging.commandhandling.configuration,org.axonframework.messaging.eventhandling.conversion,org.axonframework.messaging.eventhandling.interception,org.axonframework.messaging.eventhandling.tracing,org.axonframework.messaging.eventhandling.gateway,org.axonframework.messaging.eventhandling.processing.subscribing,org.axonframework.messaging.eventhandling.processing.streaming.pooled,org.axonframework.messaging.eventhandling.processing.streaming.token.store,org.axonframework.messaging.eventhandling.processing.streaming.token.annotation,org.axonframework.messaging.core.unitofwork.transaction,org.axonframework.messaging.core.unitofwork.transaction.jdbc,org.axonframework.messaging.core.correlation,org.axonframework.messaging.core.interception,org.axonframework.messaging.core.retry,org.axonframework.messaging.core.reflection,org.axonframework.messaging.core.configuration,org.axonframework.messaging.core.configuration.reflection,org.axonframework.messaging.queryhandling,org.axonframework.messaging.queryhandling.tracing,org.axonframework.messaging.queryhandling.configuration,org.axonframework.messaging.monitoring,org.axonframework.messaging.monitoring.configuration","eventsourcing,api,eventstore,annotation,configuration,opentelemetry,lifecycle,function,io,util,test,fixture,micrometer,reservoir,springboot,event,shared,command,tracing,conversion,interception,gateway,subscribing,pooled,store,transaction,jdbc,correlation,retry,reflection,queryhandling,monitoring",""
"communityFastRpHdbscanLabel",17,6,"org.axonframework.eventsourcing.snapshot.inmemory,org.axonframework.common,org.axonframework.common.digest,org.axonframework.common.caching,org.axonframework.common.lock,org.axonframework.messaging.core.timeout","inmemory,common,digest,caching,lock,timeout",""
"communityFastRpHdbscanLabel",13,7,"org.axonframework.eventsourcing.snapshot.store,org.axonframework.messaging.eventhandling,org.axonframework.messaging.eventhandling.annotation,org.axonframework.messaging.core,org.axonframework.messaging.core.unitofwork.annotation,org.axonframework.messaging.core.sequencing,org.axonframework.messaging.core.interception.annotation","store,eventhandling,annotation,core,sequencing",""
"communityFastRpHdbscanLabel",15,10,"org.axonframework.eventsourcing.handler,org.axonframework.eventsourcing.eventstore.inmemory,org.axonframework.eventsourcing.eventstore.jpa,org.axonframework.common.property,org.axonframework.modelling,org.axonframework.modelling.entity.child,org.axonframework.modelling.annotation,org.axonframework.messaging.commandhandling,org.axonframework.messaging.commandhandling.retry,org.axonframework.messaging.eventstreaming","handler,inmemory,jpa,property,modelling,child,annotation,commandhandling,retry,eventstreaming",""
"communityFastRpHdbscanLabel",18,5,"org.axonframework.eventsourcing.annotation.reflection,org.axonframework.common.infra,io.axoniq.framework.axonserver.connector.snapshot,org.axonframework.modelling.entity.annotation,org.axonframework.messaging.commandhandling.annotation","reflection,infra,snapshot,annotation",""
"communityFastRpHdbscanLabel",3,7,"org.axonframework.update,org.axonframework.update.api,org.axonframework.update.detection,org.axonframework.update.common,org.axonframework.update.configuration,org.axonframework.test.matchers,org.axonframework.test.extension","update,api,detection,common,configuration,matchers,extension",""
"communityFastRpHdbscanLabel",5,10,"io.axoniq.framework.springboot,io.axoniq.framework.springboot.actuator,io.axoniq.framework.springboot.actuator.axonserver,io.axoniq.framework.springboot.autoconfig,io.axoniq.framework.springboot.service.connection,org.axonframework.conversion,org.axonframework.conversion.jackson,org.axonframework.conversion.avro,org.axonframework.conversion.converter,org.axonframework.conversion.jackson2","springboot,actuator,axonserver,autoconfig,connection,conversion,jackson,avro,converter,jackson2",""
"communityFastRpHdbscanLabel",1,5,"org.axonframework.common.jdbc,org.axonframework.common.tx,io.axoniq.framework.axonserver.connector.api.command,io.axoniq.framework.axonserver.connector.api.query,org.axonframework.messaging.tracing.attributes","jdbc,tx,command,query,attributes",""
"communityFastRpHdbscanLabel",9,14,"org.axonframework.common.jpa,io.axoniq.framework.axonserver.connector.query,org.axonframework.messaging.eventhandling.replay,org.axonframework.messaging.eventhandling.replay.annotation,org.axonframework.messaging.eventhandling.processing,org.axonframework.messaging.eventhandling.processing.errorhandling,org.axonframework.messaging.eventhandling.processing.streaming,org.axonframework.messaging.eventhandling.processing.streaming.token,org.axonframework.messaging.core.unitofwork,org.axonframework.messaging.core.conversion,org.axonframework.messaging.core.annotation,org.axonframework.messaging.queryhandling.interception,org.axonframework.messaging.queryhandling.gateway,org.axonframework.messaging.queryhandling.annotation","jpa,query,replay,annotation,processing,errorhandling,streaming,token,unitofwork,conversion,interception,gateway",""
"communityFastRpHdbscanLabel",11,7,"org.axonframework.common.configuration,org.axonframework.modelling.entity,org.axonframework.modelling.repository,org.axonframework.messaging.commandhandling.interception,org.axonframework.messaging.commandhandling.gateway,org.axonframework.messaging.eventhandling.configuration,org.axonframework.messaging.monitoring.interception","configuration,entity,repository,interception,gateway",""
