"propertyName","propertyValue","codeUnits","codeUnitNames","shortCodeUnitNames","Source Cypher File: scripts/../cypher/Dependencies_Projection/Dependencies_8_Stream_Mutated_Grouped.cypher"
"communityMaximumKCutId",0,8,"org.axonframework.messaging.commandhandling,org.axonframework.messaging.eventhandling.processing.streaming.token,org.axonframework.messaging.core.configuration.reflection,org.axonframework.messaging.tracing.attributes,org.axonframework.messaging.queryhandling.gateway,org.axonframework.messaging.monitoring,io.axoniq.framework.axonserver.connector.api,org.axonframework.common.annotation","commandhandling,token,reflection,attributes,gateway,monitoring,api,annotation",""
"communityMaximumKCutId",11,5,"org.axonframework.messaging.commandhandling.interception,org.axonframework.messaging.eventhandling,org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa,org.axonframework.eventsourcing.snapshot.store,io.axoniq.framework.springboot.autoconfig","interception,eventhandling,jpa,store,autoconfig",""
"communityMaximumKCutId",2,13,"org.axonframework.messaging.commandhandling.retry,org.axonframework.messaging.eventhandling.interception,org.axonframework.messaging.eventhandling.tracing,org.axonframework.messaging.eventhandling.processing,org.axonframework.messaging.eventhandling.processing.streaming.token.store.jdbc,org.axonframework.messaging.eventhandling.annotation,org.axonframework.messaging.core.correlation,io.axoniq.framework.axonserver.connector.snapshot,io.axoniq.framework.axonserver.connector.shared,org.axonframework.common.function,org.axonframework.common.jpa,org.axonframework.eventsourcing.configuration,org.axonframework.test.fixture","retry,interception,tracing,processing,jdbc,annotation,correlation,snapshot,shared,function,jpa,configuration,fixture",""
"communityMaximumKCutId",10,8,"org.axonframework.messaging.commandhandling.tracing,org.axonframework.messaging.commandhandling.gateway,org.axonframework.messaging.eventhandling.processing.streaming.token.store.inmemory,org.axonframework.messaging.core.annotation,org.axonframework.test.extension,org.axonframework.modelling,io.axoniq.framework.springboot,io.axoniq.framework.springboot.actuator.axonserver","tracing,gateway,inmemory,annotation,extension,modelling,springboot,axonserver",""
"communityMaximumKCutId",8,5,"org.axonframework.messaging.commandhandling.annotation,org.axonframework.messaging.monitoring.configuration,io.axoniq.framework.axonserver.connector.query,org.axonframework.eventsourcing.eventstore.jpa,org.axonframework.eventsourcing.annotation.reflection","annotation,configuration,query,jpa,reflection",""
"communityMaximumKCutId",6,6,"org.axonframework.messaging.commandhandling.configuration,org.axonframework.messaging.eventhandling.processing.streaming.pooled,org.axonframework.messaging.queryhandling.annotation,io.axoniq.framework.axonserver.connector.api.query,io.axoniq.framework.axonserver.connector.event,org.axonframework.extension.metrics.micrometer.reservoir","configuration,pooled,annotation,query,event,reservoir",""
"communityMaximumKCutId",5,6,"org.axonframework.messaging.eventhandling.conversion,org.axonframework.messaging.core.interception.annotation,org.axonframework.messaging.core.retry,org.axonframework.messaging.core.reflection,io.axoniq.framework.axonserver.connector.api.command,org.axonframework.common.util","conversion,annotation,retry,reflection,command,util",""
"communityMaximumKCutId",17,5,"org.axonframework.messaging.eventhandling.replay,org.axonframework.messaging.core.conversion,org.axonframework.update.detection,org.axonframework.eventsourcing.snapshot.inmemory,org.axonframework.eventsourcing.annotation","replay,conversion,detection,inmemory,annotation",""
"communityMaximumKCutId",7,6,"org.axonframework.messaging.eventhandling.replay.annotation,org.axonframework.messaging.eventhandling.processing.streaming,org.axonframework.messaging.core.configuration,org.axonframework.modelling.repository,io.axoniq.framework.springboot.actuator,io.axoniq.framework.springboot.service.connection","annotation,streaming,configuration,repository,actuator,connection",""
"communityMaximumKCutId",16,10,"org.axonframework.messaging.eventhandling.gateway,org.axonframework.messaging.eventhandling.processing.streaming.token.annotation,org.axonframework.messaging.eventhandling.configuration,org.axonframework.messaging.core.unitofwork.transaction.jpa,org.axonframework.messaging.core.timeout,org.axonframework.messaging.core.sequencing,org.axonframework.update.common,org.axonframework.common.digest,org.axonframework.common.lock,org.axonframework.extension.metrics.micrometer.springboot","gateway,annotation,configuration,jpa,timeout,sequencing,common,digest,lock,springboot",""
"communityMaximumKCutId",15,5,"org.axonframework.messaging.eventhandling.processing.subscribing,org.axonframework.update.api,org.axonframework.conversion.jackson,org.axonframework.eventsourcing,org.axonframework.modelling.entity.child","subscribing,api,jackson,eventsourcing,child",""
"communityMaximumKCutId",3,9,"org.axonframework.messaging.eventhandling.processing.errorhandling,org.axonframework.messaging.eventhandling.processing.streaming.segmenting,org.axonframework.messaging.core.unitofwork.transaction.jdbc,org.axonframework.messaging.tracing,org.axonframework.messaging.queryhandling,org.axonframework.update,io.axoniq.framework.axonserver.connector.command,org.axonframework.eventsourcing.eventstore,org.axonframework.modelling.entity.annotation","errorhandling,segmenting,jdbc,tracing,queryhandling,update,command,eventstore,annotation",""
"communityMaximumKCutId",14,5,"org.axonframework.messaging.eventhandling.processing.streaming.token.store,org.axonframework.messaging.core.unitofwork.transaction,org.axonframework.messaging.core.interception,org.axonframework.messaging.queryhandling.tracing,org.axonframework.test.matchers","store,transaction,interception,tracing,matchers",""
"communityMaximumKCutId",19,3,"org.axonframework.messaging.core,org.axonframework.update.configuration,org.axonframework.common.jdbc","core,configuration,jdbc",""
"communityMaximumKCutId",1,10,"org.axonframework.messaging.core.unitofwork,io.axoniq.framework.axonserver.connector.configuration,org.axonframework.conversion.avro,org.axonframework.common.lifecycle,org.axonframework.common.property,org.axonframework.common.tx,org.axonframework.eventsourcing.eventstore.inmemory,org.axonframework.test.util,org.axonframework.modelling.configuration,org.axonframework.extension.metrics.micrometer","unitofwork,configuration,avro,lifecycle,property,tx,inmemory,util,micrometer",""
"communityMaximumKCutId",12,6,"org.axonframework.messaging.core.unitofwork.annotation,org.axonframework.messaging.queryhandling.interception,org.axonframework.messaging.monitoring.interception,org.axonframework.conversion.jackson2,org.axonframework.common.configuration,org.axonframework.test","annotation,interception,jackson2,configuration,test",""
"communityMaximumKCutId",4,3,"org.axonframework.messaging.queryhandling.configuration,org.axonframework.eventsourcing.handler,org.axonframework.modelling.entity","configuration,handler,entity",""
"communityMaximumKCutId",18,6,"org.axonframework.messaging.eventstreaming,org.axonframework.common.io,org.axonframework.common.caching,org.axonframework.common.infra,org.axonframework.eventsourcing.snapshot.api,org.axonframework.extension.tracing.opentelemetry","eventstreaming,io,caching,infra,api,opentelemetry",""
