"projectName","shortCodeUnitName","codeUnitName","anomalyRank","anomalyScore","bridgeRank","outlierRank","degreeRank","topFeature1","topFeature2","topFeature3","topFeature1Score","topFeature2Score","topFeature3Score","Source Cypher File: domains/anomaly-detection/labels/AnomalyDetectionTopAnomalies.cypher"
"axon-common-5.1.2","annotation","org.axonframework.common.annotation",1,0.04365785698383784,3,1,3,"incomingDependencies","pageToArticleRankDifference","pageRank",-0.1735036669136798,-0.14652835764721714,-0.14064454618525232,""
"axon-messaging-5.1.2","core","org.axonframework.messaging.core",2,0.039794058775126984,7,0,1,"incomingDependencies","pageRank","pageToArticleRankDifference",-0.18362966346563273,-0.16514673218986023,-0.1543367218043638,""
"axon-common-5.1.2","configuration","org.axonframework.common.configuration",3,0.02751056466603985,2,0,5,"incomingDependencies","pageRank","pageToArticleRankDifference",-0.1768061564507437,-0.16120460175465554,-0.12908268419456054,""
"axon-messaging-5.1.2","unitofwork","org.axonframework.messaging.core.unitofwork",4,0.024741142656925508,6,0,2,"incomingDependencies","pageRank","pageToArticleRankDifference",-0.1874958332558516,-0.1576842162365149,-0.14422172451819343,""
"axon-messaging-5.1.2","annotation","org.axonframework.messaging.core.annotation",5,0.009246848160711862,1,0,17,"pageRank","articleRank","pageToArticleRankDifference",-0.16265445735830295,-0.0899937003939443,-0.07287091644184822,""
"axon-common-5.1.2","common","org.axonframework.common",6,0.002827089847686981,4,0,16,"pageToArticleRankDifference","pageRank","articleRank",-0.16413672714787567,-0.15571208816124188,-0.09712972855892674,""
"axon-messaging-5.1.2","eventhandling","org.axonframework.messaging.eventhandling",7,0.00031449742808409287,5,0,4,"incomingDependencies","pageRank","pageToArticleRankDifference",-0.17727860271436893,-0.15142477075925817,-0.10357753275574891,""
