"codeUnitName","shortCodeUnitName","nodeElementId","projectName","incomingDependencies","outgoingDependencies","communityId","clusteringCoefficient","articleRank","pageRank","pageToArticleRankDifference","betweenness","clusteringLabel","clusteringProbability","clusteringIsNoise","clusteringIsMedoid","clusteringSize","clusteringRadiusMax","clusteringRadiusAverage","clusteringNormalizedDistanceToMedoid","anomalyLabel","anomalyScore","anomalyTopFeature1","anomalyTopFeature2","anomalyTopFeature3","anomalyTopFeatureSHAPValue1","anomalyTopFeatureSHAPValue2","anomalyTopFeatureSHAPValue3","visualizationX","visualizationY","Source Cypher File: domains/anomaly-detection/features/AnomalyDetectionFeatures.cypher"
"io.axoniq.framework.axonserver.connector.shared","shared","4:b3722ade-a2c1-413e-ba96-1f021fef5bfe:22","axon-server-connector-5.1.2",22,31,0,0.4230769230769231,0.17815342328158337,0.18025088092847935,0.0020974576468959782,72.16666666666666,5,0.5979197263968169,0,0,61,13.319956185529009,6.560785067177065,0.8100136139634811,0,-0.07914443960063877,"","","",0,0,0,1.9550007581710815,-1.879624366760254,""
"io.axoniq.framework.axonserver.connector.snapshot","snapshot","4:b3722ade-a2c1-413e-ba96-1f021fef5bfe:23","axon-server-connector-5.1.2",1,12,1,0.6,0.1521801848415321,0.1523044323979592,0.0001242475564271206,0,4,0.6336384261523177,0,0,12,10.623443773452891,5.493002468640043,0.7035229970015271,0,-0.06525997637510855,"","","",0,0,0,4.696904182434082,-7.93330192565918,""
"io.axoniq.framework.axonserver.connector.util","util","4:b3722ade-a2c1-413e-ba96-1f021fef5bfe:24","axon-server-connector-5.1.2",14,13,2,0.3333333333333333,0.19666023279456896,0.2349809687708463,0.03832073597627733,6,-1,0,1,0,15,0,0,0,0,-0.04056543126468959,"","","",0,0,0,1.8603590726852417,-1.4428911209106445,""
"io.axoniq.framework.axonserver.connector.query","query","4:b3722ade-a2c1-413e-ba96-1f021fef5bfe:25","axon-server-connector-5.1.2",17,215,0,0.4358974358974359,0.15872073936612835,0.15921772959183678,0.0004969902257084269,0.5,5,0.6002078417729806,0,0,61,13.319956185529009,6.560785067177065,0.5994138502197253,0,-0.09098951131975802,"","","",0,0,0,2.1691653728485107,-2.161518096923828,""
"io.axoniq.framework.axonserver.connector.api","api","4:b3722ade-a2c1-413e-ba96-1f021fef5bfe:26","axon-server-connector-5.1.2",36,23,2,0.35555555555555557,0.3749888222743757,0.5370077768039687,0.16201895452959303,11,3,0.8625021436012109,0,0,7,11.14207282778807,5.308755718138335,0.8293674568516182,0,-0.046598771259314664,"","","",0,0,0,1.23763108253479,-0.26687607169151306,""
"io.axoniq.framework.axonserver.connector.api.query","query","4:b3722ade-a2c1-413e-ba96-1f021fef5bfe:27","axon-server-connector-5.1.2",3,5,0,1,0.1653305517598685,0.16734489608934427,0.0020143443294757812,0,5,0.9310164186529366,0,0,61,13.319956185529009,6.560785067177065,0.2487426991097086,0,-0.09082818745725701,"","","",0,0,0,3.233441114425659,-4.298701286315918,""
"io.axoniq.framework.axonserver.connector.api.command","command","4:b3722ade-a2c1-413e-ba96-1f021fef5bfe:28","axon-server-connector-5.1.2",3,5,0,1,0.17044073567982465,0.17312652811912568,0.0026857924393010324,0,5,0.9310164186529366,0,0,61,13.319956185529009,6.560785067177065,0.37275237811549705,0,-0.09967706903158158,"","","",0,0,0,2.6247172355651855,-2.999542474746704,""
"io.axoniq.framework.axonserver.connector.event","event","4:b3722ade-a2c1-413e-ba96-1f021fef5bfe:29","axon-server-connector-5.1.2",18,1282,1,0.4502923976608187,0.1598108317868944,0.16036994579081634,0.0005591140039219455,32,4,0.6377545007399597,0,0,12,10.623443773452891,5.493002468640043,0.42706089062291414,0,-0.0644541648298933,"","","",0,0,0,5.294343948364258,-8.107187271118164,""
"io.axoniq.framework.axonserver.connector.configuration","configuration","4:b3722ade-a2c1-413e-ba96-1f021fef5bfe:30","axon-server-connector-5.1.2",9,382,2,0.36363636363636365,0.1516717775192979,0.1518214285714286,0.00014965105213071705,41.583333333333336,3,0.8625021436012109,0,0,7,11.14207282778807,5.308755718138335,1,0,-0.05708908524397627,"","","",0,0,0,1.4299057722091675,-0.40162545442581177,""
"io.axoniq.framework.axonserver.connector.command","command","4:b3722ade-a2c1-413e-ba96-1f021fef5bfe:31","axon-server-connector-5.1.2",5,99,0,0.41025641025641024,0.15872073936612835,0.15921772959183678,0.0004969902257084269,1.5,5,0.5979197263968169,0,0,61,13.319956185529009,6.560785067177065,0.8803872882377723,0,-0.07913361473758035,"","","",0,0,0,2.409566879272461,-1.6059788465499878,""
