"projectName","shortCodeUnitName","codeUnitName","nodeEmbeddingTop3SHAPValueSum","rank","Source Cypher File: domains/anomaly-detection/labels/AnomalyDetectionArchetypeBridge.cypher"
"axon-messaging-5.1.2","annotation","org.axonframework.messaging.core.annotation",-0.11335534156332382,1,""
"axon-common-5.1.2","configuration","org.axonframework.common.configuration",-0.0983648629068132,2,""
"axon-common-5.1.2","annotation","org.axonframework.common.annotation",-0.09379038556835158,3,""
"axon-common-5.1.2","common","org.axonframework.common",-0.08948047454365961,4,""
"axon-messaging-5.1.2","eventhandling","org.axonframework.messaging.eventhandling",-0.07510646950003254,5,""
"axon-messaging-5.1.2","unitofwork","org.axonframework.messaging.core.unitofwork",-0.05591517372699335,6,""
"axon-messaging-5.1.2","core","org.axonframework.messaging.core",-0.04968947581280861,7,""
