"codeUnitName","shortCodeUnitName","projectName","betweenness","articleRank","degree","incomingDependencies","outgoingDependencies","Source Cypher File: /home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/domains/anomaly-detection/queries/AnomalyDetectionDependencyHungryOrchestrators.cypher"
"org.axonframework.messaging.Message","Message","axon-messaging-4.12.0",5994.607142857143,10.534634391266627,210,207,3,""
"org.axonframework.serialization.Serializer","Serializer","axon-messaging-4.12.0",1761.6666666666663,5.660554905352523,128,125,3,""
"org.axonframework.eventhandling.EventMessage","EventMessage","axon-messaging-4.12.0",764.8333333333331,4.592761416209259,165,164,1,""
"org.axonframework.serialization.SerializedObject","SerializedObject","axon-messaging-4.12.0",1859.75,4.530680507708051,66,65,1,""
"org.axonframework.common.BuilderUtils","BuilderUtils","axon-messaging-4.12.0",770.4499999999999,3.5977431411404317,117,114,3,""
"org.axonframework.messaging.MetaData","MetaData","axon-messaging-4.12.0",1743,3.105939954710225,90,88,2,""
"org.axonframework.serialization.SerializedType","SerializedType","axon-messaging-4.12.0",1394.6999999999996,2.760934864609894,52,51,1,""
"org.axonframework.commandhandling.CommandMessage","CommandMessage","axon-messaging-4.12.0",561.7666666666667,2.68340760372622,115,114,1,""
"org.axonframework.common.AxonConfigurationException","AxonConfigurationException","axon-messaging-4.12.0",563.8666666666667,2.528224678675929,87,86,1,""
"org.axonframework.config.Configuration","Configuration","axon-configuration-4.12.0",7064.165476190477,1.4926947584416954,84,51,33,""
"org.axonframework.messaging.unitofwork.UnitOfWork","UnitOfWork","axon-messaging-4.12.0",5255.524999999999,1.270052333560512,68,57,11,""
"org.axonframework.messaging.ResultMessage","ResultMessage","axon-messaging-4.12.0",1819.7499999999995,1.2252093602271943,30,25,5,""
"org.axonframework.axonserver.connector.AxonServerConfiguration","AxonServerConfiguration","axon-server-connector-4.12.0",508,0.8971793297287428,35,28,7,""
"org.axonframework.commandhandling.CommandCallback","CommandCallback","axon-messaging-4.12.0",677.5833333333334,0.8740667865201646,39,36,3,""
"org.axonframework.commandhandling.CommandResultMessage","CommandResultMessage","axon-messaging-4.12.0",546.2833333333334,0.832944868554324,30,28,2,""
"org.axonframework.serialization.Converter","Converter","axon-messaging-4.12.0",826.1666666666666,0.8211933475161795,18,16,2,""
"org.axonframework.eventsourcing.eventstore.DomainEventStream","DomainEventStream","axon-eventsourcing-4.12.0",3265.509523809524,0.8037225133066958,31,24,7,""
"org.axonframework.serialization.SimpleSerializedType","SimpleSerializedType","axon-messaging-4.12.0",525.8833333333334,0.7517845789535104,13,11,2,""
"org.axonframework.common.ReflectionUtils","ReflectionUtils","axon-messaging-4.12.0",1085,0.6442005619932847,31,27,4,""
"org.axonframework.eventhandling.EventBus","EventBus","axon-messaging-4.12.0",493.02222222222235,0.5501813348240383,40,37,3,""
