"relationshipType","nodesWithThatRelationshipType","nodesWithThatRelationshipTypePercent","Source Cypher File: Overview/Relationship_type_count.cypher"
"CONTAINS_CHANGE",86046,19.651531657451372,""
"MODIFIES",86046,19.651531657451372,""
"CONTAINS",73828,16.8611356623936,""
"UPDATES",57173,13.057399756542631,""
"COMMITTED",21422,4.892442544289372,""
"CREATES",19931,4.551921965746964,""
"DELETES",11792,2.6931044011885104,""
"HAS_PARENT",11780,2.690363792910503,""
"HAS_COMMIT",10711,2.446221272144686,""
"DEPENDS_ON",9997,2.2831550796032514,""
"HAS_FILE",6207,1.417579631799278,""
"OF_TYPE",5807,1.3262260225323679,""
"HAS_TYPE_ARGUMENT",5512,1.2588527356980215,""
"CHANGED_TOGETHER_WITH",3781,0.863519991595468,""
"REFERENCES",2974,0.6792140848994768,""
"RENAMES",2850,0.6508944660267346,""
"DECLARES",2289,0.5227710290298931,""
"HAS_KEY",1927,0.4400960126433396,""
"HAS_VALUE",1927,0.4400960126433396,""
"EXPORTS",1895,0.4327877239019867,""
"HAS_MEMBER",1800,0.41109124170109557,""
"HAS_PARAMETER",1789,0.4085790174462555,""
"HAS_NEW_NAME",1688,0.3855122311063607,""
"RETURNS",1351,0.308546815298989,""
"HAS_AUTHOR",1295,0.29575731000162153,""
"HAS_TAG",1224,0.279542044356745,""
"ON_COMMIT",1224,0.279542044356745,""
"DECLARES_DEV_DEPENDENCY",454,0.10368634651794299,""
"DECLARES_DEPENDENCY",399,0.09112522524374285,""
"HAS_COMMITTER",361,0.0824466323633864,""
"INITIALIZED_WITH",271,0.0618920702783316,""
"RESOLVES_TO",232,0.052985093374807876,""
"CONSTRAINED_BY",225,0.051386405212636946,""
"DECLARES_SCRIPT",224,0.05115802118946967,""
"USES",179,0.040880740146942283,""
"IS_DESCRIBED_IN_NPM_PACKAGE",146,0.033344067382422196,""
"CONTAINS_VALUE",127,0.029004770942243966,""
"HAS",112,0.025579010594734834,""
"PROVIDED_BY_NPM_DEPENDENCY",107,0.024437090478898457,""
"HAS_ARGUMENT",104,0.02375193840939663,""
"CALLS",100,0.022838402316727534,""
"MEMBER",96,0.02192486622405843,""
"PARENT",96,0.02192486622405843,""
"COPIES",72,0.016443649668043823,""
"COPY_OF",42,0.009592128973025563,""
"EXTENDS",36,0.008221824834021911,""
"DECLARES_ENGINE",31,0.007079904718185534,""
"REQUIRES_CONCEPT",28,0.006394752648683708,""
"DECLARES_PEER_DEPENDENCY",27,0.006166368625516433,""
"INCLUDES_CONCEPT",19,0.004339296440178231,""
"HAS_EXPORT",15,0.00342576034750913,""
"CONTAINS_PROJECT",11,0.0025122242548400284,""
"DESCRIBED_BY_GETTER",11,0.0025122242548400284,""
"HAS_CONFIG",11,0.0025122242548400284,""
"HAS_NPM_PACKAGE",11,0.0025122242548400284,""
"HAS_ROOT",11,0.0025122242548400284,""
"IN_REPOSITORY",11,0.0025122242548400284,""
"HAS_BUG_TRACKER",9,0.002055456208505478,""
"REQUIRES",5,0.0011419201158363766,""
"HAS_BINARY",3,0.0006851520695018259,""
"HAS_HEAD",2,0.0004567680463345506,""
"HAS_OVERRIDES",2,0.0004567680463345506,""
"DESCRIBED_BY_SETTER",1,0.0002283840231672753,""
"HAS_BRANCH",1,0.0002283840231672753,""
"IMPLEMENTS",1,0.0002283840231672753,""
