"codeUnitName","shortCodeUnitName","propertyName","propertyValue","Source Cypher File: Dependencies_Projection/Dependencies_8_Stream_Mutated.cypher"
"react-router-7.12.0/config","config","embeddingsFastRandomProjection","-0.5518987,-0.2780631,-0.2120761,0.13848849,0.068872616,0.12710801,0.45908868,0.2543565,0.27282152,0.2957134,-0.008893527,-0.085889935,-0.056324147,-0.032322556,0.15917517,-0.25761178,0.5357693,0.350874,0.4020974,-0.011603858,0.23391493,0.13958494,-0.05516486,-0.22857882,-0.02471033,-0.2627803,0.01264596,-0.012993664,0.19270323,0.006381779,-0.22049691,-0.48873076",""
"react-router-7.12.0/manifest","manifest","embeddingsFastRandomProjection","-0.31164813,-0.004391865,-0.025459956,-0.3631793,-0.07498022,0.0025304402,0.3744139,0.36931282,0.0412838,-0.0043781884,-0.5610523,-0.3477578,-0.31320772,-0.22073357,0.19876206,-0.034497455,-0.07026722,-0.27067724,0.002354443,-0.00939035,0.13895419,0.028682224,0.28336927,-0.35437512,-0.26767454,0.2559415,0.14936797,0.3120774,-0.040325608,0.0011103535,0.36946493,-0.03503165",""
"react-router-7.12.0/routes","routes","embeddingsFastRandomProjection","-0.2857178,-0.004620489,0.008028209,-0.33820558,-0.079015255,-0.003623234,0.33328268,0.35742736,-0.016216476,0.03963343,-0.5672511,-0.35908052,-0.3075681,-0.25631738,0.23137146,0.0005199909,-0.07903469,-0.28037786,-0.03863415,-0.057620976,0.09827171,0.018490285,0.2829534,-0.3557829,-0.28565416,0.25843355,0.08648207,0.28203452,-0.013082765,0.014494788,0.34054467,-0.025814623",""
"react-router-7.12.0/commands","commands","embeddingsFastRandomProjection","-0.59103155,-0.053291705,-0.0002014935,-0.30216557,-0.04446086,0.06234786,0.19394675,0.4390967,0.12874508,0.18353839,-0.3204478,-0.5545115,-0.26108226,-0.084858626,0.035601,-0.24855532,-0.27111143,0.042122725,-0.07538067,-0.072932504,0.20193574,0.37842172,0.11421487,-0.41088355,0.14998475,-0.010215793,0.12728292,0.13792062,0.063264854,0.25183493,0.55023587,-0.15559405",""
"react-router-7.12.0/detectPackageManager","detectPackageManager","embeddingsFastRandomProjection","-0.5490903,-0.2783604,-0.21233766,0.14825681,0.071588635,0.1270242,0.44931772,0.24383268,0.27284712,0.29447523,0.0013674796,-0.08114334,-0.047856316,-0.030774824,0.15862665,-0.25155348,0.5379867,0.3527232,0.40869167,-0.010194707,0.2303417,0.13897508,-0.058066145,-0.2180448,-0.022366004,-0.26431978,0.009960949,-0.015599448,0.19292893,0.006039152,-0.23084413,-0.4881192",""
"react-router-7.12.0/run","run","embeddingsFastRandomProjection","-0.6953392,0.1090863,0.09862297,-0.18823043,0.10115942,0.09328715,0.15587512,0.20722549,0.48402214,0.11977746,-0.034455385,-0.55212194,-0.14952892,0.149234,0.07021768,-0.10673298,-0.35696375,0.049127087,0.08496052,0.011632485,0.31253558,0.6008762,0.09002144,0.028067008,-0.056658015,-0.03634765,0.054890506,0.24424413,-0.17589867,0.14588153,0.442273,0.18319835",""
"react-router-7.12.0/useJavascript","useJavascript","embeddingsFastRandomProjection","-0.69533926,0.10908632,0.09862298,-0.18823047,0.10115945,0.093287155,0.1558752,0.2072255,0.48402217,0.119777456,-0.034455385,-0.55212194,-0.14952897,0.14923404,0.07021768,-0.10673301,-0.35696375,0.049127087,0.08496051,0.011632493,0.3125356,0.6008763,0.09002142,0.02806703,-0.05665806,-0.036347657,0.054890525,0.24424413,-0.1758987,0.1458815,0.44227302,0.1831984",""
"react-router-7.12.0/config","config","embeddingsFastRandomProjection","-0.65460885,-0.28881407,-0.27023512,-0.06893198,0.2220229,0.022031788,0.41546488,0.15616915,0.27153626,0.040236898,-0.40048128,-0.36115357,-0.1163971,-0.30109876,0.34447765,0.19338807,0.27373192,-0.25852683,0.53015965,-0.016697831,0.080416664,0.04759516,0.061353207,-0.11800029,-0.31100932,0.26331398,0.26880518,0.32221505,0.022291243,0.0013465933,-0.17219873,-0.33327577",""
"react-router-7.12.0/format","format","embeddingsFastRandomProjection","-0.2847194,-0.0045792474,0.008054123,-0.33783865,-0.07908705,-0.0036605843,0.33300468,0.357105,-0.016029209,0.039737646,-0.56560576,-0.3581543,-0.30707553,-0.25513607,0.23017609,-3.707409e-05,-0.07919797,-0.27931356,-0.03928101,-0.057714757,0.09853054,0.018600248,0.28181878,-0.3553522,-0.28459236,0.25733438,0.08667375,0.28097692,-0.013222683,0.014488941,0.3401613,-0.025713904",""
"react-router-7.12.0/is-react-router-repo","is-react-router-repo","embeddingsFastRandomProjection","-0.49297872,-0.027140647,-0.05774644,-0.056022808,-0.2336426,0.025554692,0.11799595,-0.06813221,0.032023396,0.24030736,-0.0273332,-0.57787913,0.3204159,-0.35500276,-0.031922936,0.58825445,-0.28262588,-0.1373955,0.46064228,-0.21979776,0.27492672,0.08372497,0.26251358,0.011749304,-0.11513001,0.27736497,0.4223731,0.4401164,0.022665672,0.049160395,0.012513074,-0.011776805",""
"react-router-7.12.0/routes","routes","embeddingsFastRandomProjection","-0.28675798,-0.004667879,0.00801881,-0.3380943,-0.079068646,-0.003605068,0.3332231,0.3573564,-0.016221445,0.03969139,-0.5681565,-0.3601394,-0.30747485,-0.2573281,0.23239185,0.0016297996,-0.07904412,-0.28135374,-0.0374901,-0.05764246,0.09831414,0.01854278,0.28399068,-0.3556733,-0.2866808,0.25939602,0.08648055,0.2830591,-0.013078086,0.014498629,0.34044814,-0.025886798",""
"react-router-7.12.0/context","context","embeddingsFastRandomProjection","-0.7071855,-0.3336038,-0.24378051,-0.09366566,0.16106538,0.08575386,0.6571061,0.53330886,0.32909653,0.16181824,-0.2246337,-0.2306375,-0.30840924,-0.053521644,0.17138343,-0.37233028,0.37767237,0.23302373,0.24646258,-0.033667132,0.3337806,0.14122403,-0.09203797,-0.4302857,-0.04876548,-0.17192705,0.25020653,0.07338864,0.18365104,0.007747703,-0.02252847,-0.5635454",""
"react-router-7.12.0/generate","generate","embeddingsFastRandomProjection","-0.35946855,-0.009514272,0.026588688,-0.25410017,-0.1265531,0.03172777,0.33895493,0.38722217,-0.01290484,0.12412592,-0.51968986,-0.3653422,-0.28327987,-0.26107058,0.26811194,-0.050947785,0.01187038,-0.1667729,0.031120956,-0.053668696,0.15478848,0.053650085,0.341573,-0.38518912,-0.28708076,0.17170095,0.0054009287,0.2681536,0.04731435,0.015894543,0.31113935,-0.092878744",""
"react-router-7.12.0/typegen","typegen","embeddingsFastRandomProjection","-0.47292608,-0.24127404,-0.22130387,-0.24900441,0.14672962,0.031126352,0.62003094,0.43977314,0.25226623,0.046356298,-0.3440096,-0.19960621,-0.33178028,-0.050970376,0.13909118,-0.24155344,0.18569434,0.011276662,0.08191639,-0.040447265,0.20693181,0.08826235,-0.13004509,-0.33875442,-0.058204416,0.0022323355,0.26173952,0.09933223,0.044840652,0.007245291,0.08578506,-0.3199076",""
