"artifactName","dependencyTypeIsInterface","artifactDependencies","artifactDependencyPackages","dependentPackagesRate","minPackageSpread","maxPackageSpread","avgPackageSpread","stdPackageSpread","per5PackageSpread","minPackageCount","maxPackageCount","avgPackageCount","stdPackageCount","per5PackageCount","minTypeSpread","maxTypeSpread","avgTypeSpread","stdTypeSpread","per5TypeSpread","Source Cypher File: Artifact_Dependencies/Usage_and_spread_of_internal_artifact_dependents.cypher"
"axon-conversion-5.0.0",false,1,2,75,75,75,75,0,75,3,3,3,0,3,20,20,20,0,20,""
"axon-conversion-5.0.0",true,1,1,75,75,75,75,0,75,3,3,3,0,3,23.333333333333336,23.333333333333336,23.333333333333336,0,23.333333333333336,""
"axon-eventsourcing-5.0.0",true,3,23,80.95238095238095,42.85714285714286,100,80.95238095238095,32.9914439536929,100,3,7,5.666666666666667,2.309401076758503,7,12,49,29,18.681541692269406,26,""
"axon-eventsourcing-5.0.0",false,3,15,66.66666666666667,28.571428571428573,100,66.66666666666667,35.95159254890833,71.42857142857143,2,7,4.666666666666667,2.516611478423583,5,4,31,21,14.798648586948742,28,""
"axon-messaging-5.0.0",false,2,8,46.49122807017544,7.017543859649122,85.96491228070175,46.49122807017544,55.824219567359016,7.017543859649122,4,49,26.5,31.81980515339464,4,0.7017543859649122,35.43859649122807,18.07017543859649,24.562656609637965,0.7017543859649122,""
"axon-messaging-5.0.0",true,2,8,38.59649122807017,19.298245614035086,57.89473684210526,38.59649122807017,27.291840677375518,19.298245614035086,11,33,22,15.556349186104045,11,5.43859649122807,17.894736842105264,11.666666666666668,8.807821309516646,5.43859649122807,""
"axon-modelling-5.0.0",false,2,10,92.85714285714286,85.71428571428572,100,92.85714285714286,10.101525445522102,85.71428571428572,6,7,6.5,0.7071067811865476,6,23.655913978494624,24.731182795698924,24.193548387096776,0.7603298722436,23.655913978494624,""
"axon-modelling-5.0.0",true,2,14,100,100,100,100,0,100,7,7,7,0,7,33.33333333333333,47.31182795698925,40.32258064516129,9.884288339166797,33.33333333333333,""
"axon-server-connector-5.0.0",false,3,17,73.33333333333334,40,100,73.33333333333333,30.550504633038933,80,2,5,3.6666666666666665,1.5275252316519465,4,11.11111111111111,38.888888888888886,26.388888888888886,14.095682729294746,29.166666666666664,""
"axon-server-connector-5.0.0",true,3,19,66.66666666666667,40,80,66.66666666666667,23.094010767585033,80,2,4,3.3333333333333335,1.1547005383792517,4,11.11111111111111,37.5,20.833333333333332,14.50042570682021,13.88888888888889,""
"axon-spring-boot-autoconfigure-5.0.0",true,1,3,28.571428571428573,28.571428571428573,28.571428571428573,28.571428571428573,0,28.571428571428573,2,2,2,0,2,16.666666666666668,16.666666666666668,16.666666666666668,0,16.666666666666668,""
"axon-spring-boot-autoconfigure-5.0.0",false,2,8,35.714285714285715,28.571428571428573,42.85714285714286,35.714285714285715,10.10152544552211,28.571428571428573,2,3,2.5,0.7071067811865476,2,7.575757575757576,12.121212121212121,9.848484848484848,3.214121732666124,7.575757575757576,""
"axon-test-5.0.0",false,2,6,70,40,100,70,42.42640687119285,40,2,5,3.5,2.1213203435596424,2,12.32876712328767,16.43835616438356,14.383561643835616,2.905918278848825,12.32876712328767,""
"axon-test-5.0.0",true,2,11,60,40,80,60,28.284271247461902,40,2,4,3,1.4142135623730951,2,20.54794520547945,41.0958904109589,30.821917808219176,14.529591394244127,20.54794520547945,""
"axon-update-5.0.0",false,1,1,100,100,100,100,0,100,5,5,5,0,5,86.95652173913044,86.95652173913044,86.95652173913044,0,86.95652173913044,""
