"artifactName","packagesInArtifactCount","packagesCount","packageSpread","typesInArtifactCount","typesCount","typesSpread","dependencyArtifactName","dependencyTypeIsInterface","dependencyPackagesCount","dependencyTypesCount","someDependencyPackages","someDependencyTypes","someCallingPackages","someCallingTypes","Source Cypher File: Artifact_Dependencies/Artifacts_with_dependencies_to_other_artifacts.cypher"
"axon-messaging-5.0.0",57,49,85.96,570,202,35.44,"axon-common-5.0.0",false,6,34,"org.axonframework.common,org.axonframework.common.annotation","DateTimeUtils,Priority,FutureUtils,Assert","org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa,org.axonframework.messaging.eventhandling.processing.streaming.token.store.jdbc","TokenEntry,JpaTokenStore,JdbcTokenStore,JdbcTokenEntry",""
"axon-messaging-5.0.0",57,33,57.89,570,102,17.89,"axon-common-5.0.0",true,7,25,"org.axonframework.common,org.axonframework.common.jdbc","Registration,ConnectionProvider,JdbcUtils$SqlResultConverter,JdbcUtils$SqlFunction","org.axonframework.messaging.eventhandling,org.axonframework.messaging.queryhandling.distributed","EventSubscribers,InterceptingEventBus,QueryBusConnector$Handler,SubscribingEventProcessor",""
"axon-messaging-5.0.0",57,11,19.3,570,31,5.44,"axon-conversion-5.0.0",true,1,1,"org.axonframework.conversion","Converter","org.axonframework.messaging.commandhandling,org.axonframework.messaging.eventhandling","CommandResultMessage,EventMessage,JdbcTokenStore,ConversionCache$Target",""
"axon-eventsourcing-5.0.0",7,7,100,100,26,26,"axon-common-5.0.0",true,5,16,"org.axonframework.common,org.axonframework.common.jdbc","Registration,PersistenceExceptionResolver,ComponentDescriptor,DescribableComponent","org.axonframework.eventsourcing.eventstore,org.axonframework.eventsourcing.eventstore.jpa","InterceptingEventStore,AggregateBasedJpaEventStorageEngine,ContinuousMessageStream,StorageEngineBackedEventStore",""
"axon-modelling-5.0.0",7,7,100,93,31,33.33,"axon-common-5.0.0",true,3,14,"org.axonframework.common.property,org.axonframework.common.infra","Property,ComponentDescriptor,DescribableComponent,LifecycleRegistry","org.axonframework.modelling,org.axonframework.modelling.entity.annotation","PropertyBasedEntityIdResolver,AnnotatedEntityModelRoutingKeyMatcher,PolymorphicEntityMetamodel,InMemoryRepository",""
"axon-modelling-5.0.0",7,7,100,93,44,47.31,"axon-messaging-5.0.0",true,11,25,"org.axonframework.messaging.commandhandling,org.axonframework.messaging.commandhandling.annotation","CommandHandler,CommandHandlingComponent,CommandMessage,CommandBus","org.axonframework.modelling.entity,org.axonframework.modelling.configuration","EntityMetamodelBuilder,PolymorphicEntityMetamodel$Builder,PolymorphicEntityMetamodelBuilder,ConcreteEntityMetamodel",""
"axon-eventsourcing-5.0.0",7,7,100,100,49,49,"axon-messaging-5.0.0",true,13,30,"org.axonframework.messaging.commandhandling,org.axonframework.messaging.commandhandling.configuration","CommandHandlingComponent,CommandBus,CommandHandlingModule,EventMessage","org.axonframework.eventsourcing.configuration,org.axonframework.eventsourcing.eventstore.jpa","SimpleEventSourcedEntityModule,EventSourcingConfigurer,AggregateBasedJpaEventStorageEngine$AggregateSource,ContinuousMessageStream",""
"axon-modelling-5.0.0",7,7,100,93,22,23.66,"axon-messaging-5.0.0",false,6,13,"org.axonframework.messaging.commandhandling,org.axonframework.messaging.commandhandling.annotation","GenericCommandResultMessage,DuplicateCommandHandlerSubscriptionException,NoHandlerForCommandException,RoutingKey","org.axonframework.modelling.entity.annotation,org.axonframework.modelling.entity","AnnotatedEntityMetamodel,ConcreteEntityMetamodel$Builder,ConcreteEntityMetamodel,EntityCommandHandlingComponent",""
"axon-eventsourcing-5.0.0",7,7,100,100,28,28,"axon-messaging-5.0.0",false,8,18,"org.axonframework.messaging.eventhandling,org.axonframework.messaging.eventhandling.annotation","SimpleEventBus,GenericEventMessage,InterceptingEventBus,TerminalEventMessage","org.axonframework.eventsourcing.configuration,org.axonframework.eventsourcing.eventstore.jpa","EventSourcingConfigurationDefaults,AggregateBasedJpaEventStorageEngine,GapAwareTrackingTokenOperations,InterceptingEventStore",""
"axon-modelling-5.0.0",7,6,85.71,93,23,24.73,"axon-common-5.0.0",false,4,13,"org.axonframework.common,org.axonframework.common.annotation","FutureUtils,Assert,StringUtils,ConstructorUtils","org.axonframework.modelling.repository,org.axonframework.modelling.configuration","InMemoryRepository,SimpleStateBasedEntityModule,AccessSerializingRepository,PropertyBasedEntityIdResolver",""
