"sourceLabels","relationshipType","targetLabels","relationshipCount","Source Cypher File: domains/overview/queries/overview/Node_labels_and_their_relationships.cypher"
"Member,Constructor,Method","RETURNS_GENERIC","Bound",310,""
"Member,Method","THROWS","Throwable,JavaType",308,""
"Repository,Git","HAS_AUTHOR","Author,Git,Person",307,""
"Parameter","OF_GENERIC_TYPE","Bound,TypeVariable",290,""
"Member,Field","OF_TYPE","PrimitiveType",282,""
"Bound","OF_RAW_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",274,""
"Member,Method","RETURNS","ResolvedDuplicateType",263,""
"GenericDeclaration,Member,Method","RETURNS_GENERIC","Bound,ParameterizedType",261,""
"Repository,Git","HAS_COMMITTER","Committer,Git,Person",248,""
"Member,Method,Lambda","RETURNS","JavaType",242,""
"GenericDeclaration,Member,Method","RETURNS","JavaType",238,""
"Member,Method,Lambda","INVOKES","Member,Constructor,Method",234,""
"Member,Constructor,Method","READS","Member,Field",225,""
"Parameter","OF_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",221,""
"Parameter","OF_TYPE","Throwable,JavaType",219,""
"Bound,WildcardType","HAS_LOWER_BOUND","Bound",219,""
"Git","COPY_OF","Git",206,""
"Maven,Xml,Pom,Document","DECLARES_DEPENDENCY","Maven,Dependency",205,""
"Maven,Dependency","TO_ARTIFACT","Artifact,Maven",205,""
"Bound,ParameterizedType","OF_RAW_TYPE","Interface,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType",202,""
"Bound","OF_RAW_TYPE","ExternalType",194,""
"JavaType","DECLARES","Member,Constructor,Method",190,""
"Value,Annotation,Primitive","OF_TYPE","JavaType",190,""
"GenericDeclaration,Member,Method","INVOKES","GenericDeclaration,Member,Method",185,""
"Member,Field","HAS","Value,Primitive",174,""
"Bound,ParameterizedType","OF_RAW_TYPE","ExternalType",163,""
"Member,Method,Lambda","RETURNS","Void",160,""
"GenericDeclaration,Member,Method","INVOKES","Member,Constructor,Method",159,""
"GenericDeclaration,Member,Method","RETURNS_GENERIC","Bound,TypeVariable",147,""
"Git,Tag","ON_COMMIT","Git,Commit",147,""
"Repository,Git","HAS_TAG","Git,Tag",147,""
"Member,Constructor,Method","RESOLVES_TO","Member,Constructor,Method",147,""
"Member,Method","INVOKES","Member,Method",145,""
"Value,Annotation","HAS","Value,Array",144,""
"Member,Field","OF_TYPE","ExternalType",143,""
"Member,Method","RETURNS","Interface,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType",143,""
"Value,Annotation","OF_TYPE","ResolvedDuplicateType",142,""
"Parameter","OF_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",142,""
"Value,Enum","OF_TYPE","JavaType",139,""
"Value,Enum","IS","Member,Field",139,""
"Value,Annotation","OF_TYPE","Annotation,InternalJavaType,ConnectedInternalJavaType",138,""
"Parameter","OF_TYPE","Interface,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType",138,""
"Member,Field","OF_TYPE","ResolvedDuplicateType",136,""
"Bound,ParameterizedType","OF_RAW_TYPE","Interface,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType",135,""
"Bound","OF_RAW_TYPE","Throwable,JavaType",134,""
"GenericDeclaration,Member,Method","ANNOTATED_BY","Value,Annotation",133,""
"Bound,WildcardType","HAS_UPPER_BOUND","Bound",131,""
"Bound","OF_RAW_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",130,""
"Member,Method","RESOLVES_TO","GenericDeclaration,Member,Method",129,""
"Artifact,Jar,Archive,Zip","REQUIRES","JavaType",128,""
"Value,Array,Json","CONTAINS_VALUE","Value,Json,Object",126,""
"Artifact,Jar,Archive,Zip","REQUIRES","JavaType",124,""
"Bound","OF_RAW_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",121,""
"Bound","OF_RAW_TYPE","Record,InternalJavaType,ConnectedInternalJavaType",119,""
"Bound,ParameterizedType","OF_RAW_TYPE","Interface,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType",117,""
"Bound,TypeVariable","OF_RAW_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",116,""
"Member,Method,Lambda","RETURNS","PrimitiveType",113,""
"Parameter","OF_TYPE","Record,InternalJavaType,ConnectedInternalJavaType,Interface",109,""
"Artifact,Jar,Archive,Zip","REQUIRES","ExternalType",109,""
"Member,Field","ANNOTATED_BY","Value,Annotation",108,""
"Parameter","OF_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",108,""
"Member,Method","RETURNS_GENERIC","Bound,TypeVariable",107,""
"Member,Method,Lambda","INVOKES","GenericDeclaration,Member,Method",106,""
"Artifact,Jar,Archive,Zip","REQUIRES","ResolvedDuplicateType",106,""
"ResolvedDuplicateType","DECLARES","Member,Constructor,Method",105,""
"Bound,ParameterizedType","OF_RAW_TYPE","GenericDeclaration,Class,InternalJavaType,ConnectedInternalJavaType",100,""
"Properties","HAS","Value,Property",99,""
"GenericDeclaration,Member,Method","INVOKES","Member,Method,Lambda",99,""
"Value,Annotation","HAS","Value,Primitive",98,""
"Member,Method","RETURNS","ExternalType",96,""
"Artifact,Jar,Archive,Zip","REQUIRES","ResolvedDuplicateType",95,""
"Bound","OF_RAW_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",95,""
"Parameter","OF_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",89,""
"StronglyConnectedComponent,PackageMembers","IN_WEAKLY_CONNECTED_COMPONENT","WeaklyConnectedComponent,PackageMembers",89,""
"ManifestSection","HAS","Value,ManifestEntry",88,""
"Bound,WildcardType","HAS_LOWER_BOUND","Bound,TypeVariable",87,""
"Value,Array","CONTAINS","Value,Enum",86,""
"Artifact,Jar,Archive,Zip","REQUIRES","JavaType",86,""
"Member,Method","RETURNS","Interface,InternalJavaType,ConnectedInternalJavaType",85,""
"Parameter","OF_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",82,""
"Bound","OF_RAW_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",80,""
"Member,Method,Lambda","RETURNS","ResolvedDuplicateType",79,""
"Bound,ParameterizedType","OF_RAW_TYPE","Interface,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType",79,""
"Bound,GenericArrayType","HAS_COMPONENT_TYPE","Bound",77,""
"Parameter","OF_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",77,""
"Bound,ParameterizedType","OF_RAW_TYPE","Interface,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType",77,""
"JavaType","DECLARES","Member,Field",76,""
"Artifact,Jar,Archive,Zip","REQUIRES","ExternalType",76,""
"Artifact,Jar,Archive,Zip","REQUIRES","JavaType",74,""
"Bound,ParameterizedType","OF_RAW_TYPE","Interface,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType",74,""
"Parameter","OF_TYPE","Interface,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType",74,""
"Class,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Method",72,""
"Bound,ParameterizedType","OF_RAW_TYPE","GenericDeclaration,Class,InternalJavaType,ConnectedInternalJavaType",72,""
"Parameter","OF_GENERIC_TYPE","Bound,GenericArrayType",70,""
"Artifact,Jar,Archive,Zip","REQUIRES","ResolvedDuplicateType",70,""
"Git","RESOLVES_TO","ServiceLoader",70,""
"Member,Constructor,Method","INVOKES","Member,Method,Lambda",68,""
"Member,Method,Lambda","READS","Member,Field",67,""
"Parameter","OF_TYPE","GenericDeclaration,Class,InternalJavaType,ConnectedInternalJavaType",65,""
"Bound,ParameterizedType","OF_RAW_TYPE","Interface,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType",64,""
"GenericDeclaration,Member,Method","RETURNS_GENERIC","Bound",62,""
"Member,Method","RETURNS","Interface,InternalJavaType,ConnectedInternalJavaType",62,""
"Value,Array","CONTAINS","Value,Primitive",62,""
"GenericDeclaration,Member,Method","CATCHES","Throwable,JavaType",61,""
"Artifact,Jar,Archive,Zip","REQUIRES","ResolvedDuplicateType",60,""
"Value,Array","CONTAINS","Value,Class",59,""
"Artifact,Jar,Archive,Zip","REQUIRES","ResolvedDuplicateType",59,""
"Parameter","OF_TYPE","Class,InternalJavaType,ConnectedInternalJavaType",58,""
"GenericDeclaration,Member,Method","THROWS","Throwable,JavaType",57,""
"Artifact,Jar,Archive,Zip","REQUIRES","JavaType",57,""
"Member,Method","INVOKES","GenericDeclaration,Member,Method",57,""
"Artifact,Jar,Archive,Zip","REQUIRES","JavaType",56,""
"Bound,ParameterizedType","OF_RAW_TYPE","Interface,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType",55,""
"Member,Method,Lambda","INVOKES","Member,Method,Lambda",54,""
"Value,Annotation","HAS","Value,Enum",53,""
"Bound","OF_RAW_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",52,""
"Bound,WildcardType","HAS_UPPER_BOUND","Bound,TypeVariable",52,""
"ExternalType","DECLARES","Member,Field",52,""
"Bound,ParameterizedType","OF_RAW_TYPE","Interface,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType",51,""
"Member,Method","READS","Member,Field",50,""
"Class,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Method",50,""
"Member,Method","INVOKES","Member,Method",49,""
"Class,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Method",49,""
"Bound","OF_RAW_TYPE","Record,InternalJavaType,ConnectedInternalJavaType",48,""
"Artifact,Jar,Archive,Zip","REQUIRES","ResolvedDuplicateType",46,""
"Bound","OF_RAW_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",46,""
"Class,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Method",46,""
"Member,Method","RETURNS","Interface,InternalJavaType,ConnectedInternalJavaType",46,""
"Class,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Method",45,""
"Xml,Element","DECLARES_NAMESPACE","Xml,Namespace",44,""
"Directory","CONTAINS","Directory",44,""
"Throwable,JavaType","DECLARES","Member,Constructor,Method",43,""
"Parameter","OF_TYPE","GenericDeclaration,Class,InternalJavaType,ConnectedInternalJavaType",43,""
"Bound,ParameterizedType","OF_RAW_TYPE","Interface,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType",43,""
"Artifact,Jar,Archive,Zip","REQUIRES","JavaType",42,""
"ExternalType","DECLARES","Member,Constructor,Method",40,""
"Parameter","OF_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",40,""
"GenericDeclaration,Class,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Method",40,""
"Member,Method","INVOKES","Member,Method",40,""
"Member,Constructor,Method","ANNOTATED_BY","Value,Annotation",39,""
"Bound","OF_RAW_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",39,""
"Class,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Method,Lambda",39,""
"Interface,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Method",38,""
"Member,Constructor,Method","INVOKES","GenericDeclaration,Member,Method",37,""
"Bound,ParameterizedType","OF_RAW_TYPE","Interface,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType",37,""
"Bound","OF_RAW_TYPE","Class,InternalJavaType,ConnectedInternalJavaType",37,""
"Class,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Method,Field",37,""
"Member,Method","RETURNS","Interface,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType",36,""
"Parameter","OF_TYPE","Interface,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType",36,""
"Member,Method","THROWS","Throwable,ResolvedDuplicateType",36,""
"Class,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Method",36,""
"Bound,ParameterizedType","OF_RAW_TYPE","Interface,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType",36,""
"Member,Method","RETURNS","Interface,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType",35,""
"Class,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Method",35,""
"GenericDeclaration,Class,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Method",34,""
"Throwable,JavaType,Class,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Method",33,""
"Member,Method","RETURNS","Interface,InternalJavaType,ConnectedInternalJavaType",33,""
"Parameter","OF_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType,GenericDeclaration",33,""
"Bound,ParameterizedType","OF_RAW_TYPE","Interface,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType",33,""
"Class,InternalJavaType,ConnectedInternalJavaType","DEPENDS_ON","JavaType",33,""
"Bound","OF_RAW_TYPE","Class,InternalJavaType,ConnectedInternalJavaType",33,""
"Artifact,Jar,Archive,Zip","REQUIRES","JavaType",33,""
"GenericDeclaration,Member,Method","RETURNS","ExternalType",32,""
"Value,Array","CONTAINS","Value,Array",32,""
"Bound","OF_RAW_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",32,""
"Parameter","OF_TYPE","Class,InternalJavaType,ConnectedInternalJavaType,GenericDeclaration,Record",32,""
"Member,Method","RETURNS","Class,InternalJavaType,ConnectedInternalJavaType",32,""
"Class,InternalJavaType,ConnectedInternalJavaType","DEPENDS_ON","ResolvedDuplicateType",32,""
"Artifact,Jar,Archive,Zip","REQUIRES","ExternalType",32,""
"Bound,GenericArrayType","HAS_COMPONENT_TYPE","Bound,ParameterizedType",31,""
"Member,Field","OF_TYPE","GenericDeclaration,Class,InternalJavaType,ConnectedInternalJavaType",31,""
"Class,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Method",31,""
"Member,Method","HAS_DEFAULT","Value,Primitive",30,""
"Parameter","OF_TYPE","Record,InternalJavaType,ConnectedInternalJavaType,Interface",30,""
"GenericDeclaration,Member,Constructor,Method","HAS","Parameter",30,""
"Class,InternalJavaType,ConnectedInternalJavaType","DEPENDS_ON","ResolvedDuplicateType",30,""
"Enum,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Field,Method,Lambda",30,""
"Bound,ParameterizedType","OF_RAW_TYPE","Interface,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType",30,""
"StronglyConnectedComponent,ArtifactMembers","DEPENDS_ON","StronglyConnectedComponent,ArtifactMembers",30,""
"Class,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Method",29,""
"Parameter","OF_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",29,""
"Class,InternalJavaType,ConnectedInternalJavaType","DEPENDS_ON","JavaType",29,""
"Member,Method","INVOKES","Member,Method",29,""
"Bound","OF_RAW_TYPE","Record,InternalJavaType,ConnectedInternalJavaType,Interface",28,""
"Class,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Method",28,""
"Bound,ParameterizedType","HAS_ACTUAL_TYPE_ARGUMENT","Bound,GenericArrayType",28,""
"Member,Field","OF_TYPE","Enum,InternalJavaType,ConnectedInternalJavaType",28,""
"Artifact,Jar,Archive,Zip","REQUIRES","JavaType",28,""
"Git","RESOLVES_TO","Interface",28,""
"jQAssistant,Rule,Concept","REQUIRES_CONCEPT","jQAssistant,Rule,Concept",28,""
"Artifact,Jar,Archive,Zip","REQUIRES","ExternalType",27,""
"Interface,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Method",27,""
"Class,InternalJavaType,ConnectedInternalJavaType","DEPENDS_ON","JavaType",27,""
"Member,Method","RETURNS","Interface,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType",27,""
"Member,Method,Lambda","RETURNS","Class,InternalJavaType,ConnectedInternalJavaType",27,""
"Member,Method","THROWS","Class,Throwable,InternalJavaType,ConnectedInternalJavaType",26,""
"Class,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Field,Method",26,""
"Bound,ParameterizedType","OF_RAW_TYPE","GenericDeclaration,Record,InternalJavaType,ConnectedInternalJavaType",26,""
"Artifact,Jar,Archive,Zip","REQUIRES","Throwable,JavaType,ExternalType",26,""
"Member,Method","RETURNS","Interface,InternalJavaType,ConnectedInternalJavaType,GenericDeclaration,Class",25,""
"Value,Array","CONTAINS","Value,Property",25,""
"GenericDeclaration,Class,InternalJavaType,ConnectedInternalJavaType,Interface","DECLARES","Member,Method",25,""
"Member,Method","RETURNS","Interface,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType",24,""
"Member,Method","THROWS","Class,Throwable,InternalJavaType,ConnectedInternalJavaType",24,""
"Class,InternalJavaType,ConnectedInternalJavaType,GenericDeclaration","DEPENDS_ON","JavaType",24,""
"Member,Method,Lambda","RETURNS","Interface,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType",24,""
"Class,InternalJavaType,ConnectedInternalJavaType,GenericDeclaration","DECLARES","Member,Method",24,""
"Bound","OF_RAW_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",24,""
"Class,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Field",24,""
"Bound,ParameterizedType","OF_RAW_TYPE","Interface,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType",24,""
"Git","RESOLVES_TO","ExternalType",24,""
"Bound,ParameterizedType","OF_RAW_TYPE","Interface,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType",23,""
"Parameter","OF_TYPE","Interface,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType",23,""
"Bound","OF_RAW_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",23,""
"Member,Method","RETURNS","Interface,InternalJavaType,ConnectedInternalJavaType",23,""
"Class,InternalJavaType,ConnectedInternalJavaType,GenericDeclaration","DECLARES","Member,Method",23,""
"Artifact,Jar,Archive,Zip","REQUIRES","ExternalAnnotation,ExternalType",23,""
"Class,InternalJavaType,ConnectedInternalJavaType","DEPENDS_ON","JavaType",23,""
"Member,Field","RESOLVES_TO","Member,Field",23,""
"Class,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Field",22,""
"Xml,Element","HAS_ATTRIBUTE","Xml,Attribute",22,""
"Xml,Attribute","OF_NAMESPACE","Xml,Namespace",22,""
"Member,Method","RETURNS","Interface,InternalJavaType,ConnectedInternalJavaType",22,""
"Bound","OF_RAW_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",22,""
"Parameter","OF_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType,GenericDeclaration",22,""
"Class,InternalJavaType,ConnectedInternalJavaType","DEPENDS_ON","JavaType",22,""
"GenericDeclaration,Member,Constructor,Method","INVOKES","Member,Method",22,""
"Member,Method","INVOKES","Member,Method",22,""
"Class,InternalJavaType,ConnectedInternalJavaType,GenericDeclaration","DECLARES","Member,Method",22,""
"Member,Method","HAS_DEFAULT","Value,Class",21,""
"Bound","OF_RAW_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType,Class",21,""
"Bound,ParameterizedType","OF_RAW_TYPE","Interface,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType",21,""
"ResolvedDuplicateType,Class,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Field",21,""
"Class,InternalJavaType,ConnectedInternalJavaType,Interface","DECLARES","Member,Method",21,""
"Parameter","OF_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",21,""
"Class,InternalJavaType,ConnectedInternalJavaType,GenericDeclaration","DEPENDS_ON","JavaType",21,""
"Member,Method","RETURNS","Interface,InternalJavaType,ConnectedInternalJavaType",21,""
"Artifact,Jar,Archive,Zip","REQUIRES","ExternalType",21,""
"Member,Method","INVOKES","Member,Method,GenericDeclaration",21,""
"Maven,Plugin","IS_ARTIFACT","Artifact,Maven",20,""
"Maven,Xml,Pom,Document","USES_PLUGIN","Maven,Plugin",20,""
"Parameter","OF_TYPE","Interface,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType",20,""
"Class,InternalJavaType,ConnectedInternalJavaType,Interface,Record","DECLARES","Member,Method",20,""
"Class,InternalJavaType,ConnectedInternalJavaType","DECLARES","Member,Field",20,""
"Bound","OF_RAW_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType",20,""
"Class,InternalJavaType,ConnectedInternalJavaType","DEPENDS_ON","JavaType",20,""
"Bound,ParameterizedType","OF_RAW_TYPE","GenericDeclaration,Class,InternalJavaType,ConnectedInternalJavaType",20,""
"GenericDeclaration,Class,InternalJavaType,ConnectedInternalJavaType","DEPENDS_ON","ResolvedDuplicateType",20,""
"Artifact,Jar,Archive,Zip","REQUIRES","ResolvedDuplicateType",20,""
"Class,InternalJavaType,ConnectedInternalJavaType","DEPENDS_ON","JavaType",19,""
"Bound,ParameterizedType","OF_RAW_TYPE","GenericDeclaration,Class,InternalJavaType,ConnectedInternalJavaType,Interface",19,""
"Class,InternalJavaType,ConnectedInternalJavaType,Interface,GenericDeclaration","DECLARES","Member,Method",19,""
"Member,Method","RETURNS","Class,InternalJavaType,ConnectedInternalJavaType",19,""
"Member,Method","INVOKES","Member,Method",19,""
"Member,Method","INVOKES","Member,Method",18,""
"Member,Method","THROWS","Throwable,ExternalType,Class,InternalJavaType,ConnectedInternalJavaType",18,""
"Maven,Configuration","CONTAINS","Value,Array",18,""
"Package,Directory","CONTAINS","Package,Directory",18,""
"Parameter","OF_TYPE","Interface,InternalJavaType,ConnectedInternalJavaType,GenericDeclaration",18,""
"Class,InternalJavaType,ConnectedInternalJavaType,GenericDeclaration","DECLARES","Member,Method",18,""
"Class,InternalJavaType,ConnectedInternalJavaType,Interface","DECLARES","Member,Field",18,""
"GenericDeclaration,Member,Method","RETURNS","Void",18,""
"Artifact,Jar,Archive,Zip","REQUIRES","Throwable,JavaType",18,""
"GenericDeclaration,Class,InternalJavaType,ConnectedInternalJavaType","DEPENDS_ON","ResolvedDuplicateType",18,""
"Class,InternalJavaType,ConnectedInternalJavaType","DEPENDS_ON","JavaType",18,""
"Bound,ParameterizedType","OF_RAW_TYPE","Interface,GenericDeclaration,InternalJavaType,ConnectedInternalJavaType",18,""
"Class,InternalJavaType,ConnectedInternalJavaType,Interface","DECLARES","Member,Method",17,""
"Member,Method","INVOKES","Member,Constructor,Method",17,""
