"nodeLabels","nodesWithThatLabels","nodesWithThatLabelsPercent","Source Cypher File: domains/overview/queries/overview/Node_label_combination_count.cypher"
"Git,Update,Change",264852,49.1473276748303,""
"Git,Change,Create",99583,18.479144321517776,""
"Git,Change,Delete",61316,11.378118887944568,""
"Git,Change,Rename",24820,4.60572951266854,""
"File,Git",16609,3.082053242381619,""
"Git,Commit",16390,3.041414452563955,""
"Java,ByteCode,Parameter",9457,1.7548905721718928,""
"Java,ByteCode,Member,Method",9117,1.6917983870668445,""
"Java,ByteCode,Bound",6545,1.2145245632721835,""
"Java,Value,ByteCode,Annotation",5562,1.0321139222184696,""
"Java,ByteCode,Bound,ParameterizedType",5029,0.9332076438037908,""
"Xml,Element",2512,0.466139908776123,""
"Java,ByteCode,Member,Field",2225,0.41288268193744965,""
"Xml,Text",1692,0.31397640352277073,""
"Java,ByteCode,Member,Constructor,Method",1597,0.2963477047434189,""
"Java,ByteCode,Bound,WildcardType",1079,0.20022490508337445,""
"StronglyConnectedComponent,TypeMembers",927,0.1720189870364116,""
"Java,ByteCode,Bound,TypeVariable",868,0.1610706372681826,""
"Java,ByteCode,Member,Method,Lambda",839,0.1556892450092226,""
"Type,File,Java,ByteCode,JavaType",698,0.12952454471565836,""
"Type,File,Java,ByteCode,Class,InternalJavaType,ConnectedInternalJavaType",669,0.12414315245669835,""
"Git,Change,Copy",546,0.10131862666869552,""
"Json,Key",523,0.09705062591158929,""
"Value,Json,Scalar",513,0.09519497340849964,""
"Java,ByteCode,GenericDeclaration,Member,Method",481,0.0892568853986127,""
"Type,File,Java,ByteCode,ResolvedDuplicateType",477,0.08851462439737684,""
"Java,Value,ByteCode,Primitive",364,0.06754575111246368,""
"Type,File,Java,ByteCode,ExternalType",330,0.06123653260195883,""
"Author,Git,Person",307,0.0569685318448526,""
"Committer,Git,Person",248,0.0460201820766236,""
"Maven,Dependency",205,0.03804087631333806,""
"Value,Array",197,0.03655635431086633,""
"Type,File,Java,ByteCode,Interface,InternalJavaType,ConnectedInternalJavaType",174,0.032288353553760106,""
"Package,File,Directory,Java",150,0.02783478754634492,""
"Git,Tag",147,0.027278091795418024,""
"Java,Value,ByteCode,Enum",139,0.02579356979294629,""
"Value,Property",134,0.024865743541401465,""
"Value,Json,Object",130,0.024123482540165598,""
"Type,File,Java,ByteCode,GenericDeclaration,Class,InternalJavaType,ConnectedInternalJavaType",124,0.0230100910383118,""
"Java,ByteCode,Bound,GenericArrayType",109,0.020226612283677312,""
"Type,File,Java,ByteCode,Throwable,JavaType",99,0.018370959780587646,""
"Artifact,Maven",96,0.01781426402966075,""
"Java,Value,ByteCode,Class",91,0.01688643777811592,""
"StronglyConnectedComponent,PackageMembers",89,0.016515307277497986,""
"Value,ManifestEntry",88,0.01632974202718902,""
