"relationshipType","nodesWithThatRelationshipType","nodesWithThatRelationshipTypePercent","Source Cypher File: domains/overview/queries/overview/Relationship_type_count.cypher"
"CONTAINS_CHANGE",451117,26.903398908518174,""
"MODIFIES",451117,26.903398908518174,""
"UPDATES",264852,15.795057618575347,""
"CREATES",124949,7.451620733025884,""
"DELETES",86136,5.136918290341799,""
"COMMITTED",32780,1.9549106245635297,""
"RENAMES",24820,1.4801977334248568,""
"INVOKES",22754,1.356987076001176,""
"DEPENDS_ON",22707,1.354184123000734,""
"HAS_PARENT",19906,1.1871400516339725,""
"OF_TYPE",19011,1.1337646700298127,""
"HAS_FILE",16609,0.9905158805178664,""
"HAS_COMMIT",16390,0.9774553122817649,""
"DECLARES",14624,0.872135844222607,""
"OF_RAW_TYPE",13531,0.806952277637862,""
"HAS",10124,0.6037680037547644,""
"HAS_NEW_NAME",9599,0.5724584223668493,""
"RETURNS",8301,0.49504920971634714,""
"READS",6103,0.3639664289722764,""
"HAS_ACTUAL_TYPE_ARGUMENT",5936,0.3540070002260253,""
"ANNOTATED_BY",5561,0.3316430135203718,""
"CHANGED_TOGETHER_WITH",4683,0.27928146598020165,""
"OF_GENERIC_TYPE",4539,0.2706936950852306,""
"SIMILAR",3496,0.20849199339457286,""
"CONTAINS",3309,0.19733981869068695,""
"RESOLVES_TO",2693,0.1606032431955334,""
"RETURNS_GENERIC",2679,0.159768321025189,""
"HAS_FIRST_CHILD",2512,0.14980889227893796,""
"HAS_LAST_CHILD",2512,0.14980889227893796,""
"HAS_ELEMENT",2490,0.1484968717255396,""
"IN_WEAKLY_CONNECTED_COMPONENT",2364,0.14098257219244,""
"WRITES",2191,0.13066531965889852,""
"REQUIRES",1748,0.10424599669728643,""
"HAS_TEXT",1692,0.10090630801590884,""
"HAS_SIBLING",1670,0.0995942874625105,""
"IN_STRONGLY_CONNECTED_COMPONENT",1337,0.07973506726789015,""
"EXTENDS",1297,0.07734957535262044,""
"HAS_UPPER_BOUND",1038,0.061903515201249044,""
"DECLARES_TYPE_PARAMETER",842,0.05021460481642745,""
"IMPLEMENTS",839,0.050035692922782225,""
"THROWS",658,0.03924134200618677,""
"COPIES",546,0.03256196464343158,""
"HAS_KEY",523,0.03119030679215149,""
"HAS_VALUE",523,0.03119030679215149,""
"CATCHES",415,0.02474947862092327,""
"EXTENDS_GENERIC",404,0.024093468344224097,""
"HAS_AUTHOR",307,0.018308650449695044,""
"HAS_LOWER_BOUND",306,0.018249013151813303,""
"IMPLEMENTS_GENERIC",296,0.017652640172995875,""
"HAS_COMMITTER",248,0.01479004987467222,""
"IS",240,0.014312951491618275,""
"COPY_OF",206,0.012285283363639021,""
"DECLARES_DEPENDENCY",205,0.012225646065757278,""
"TO_ARTIFACT",205,0.012225646065757278,""
"HAS_TAG",147,0.008766682788616195,""
"ON_COMMIT",147,0.008766682788616195,""
"CONTAINS_VALUE",126,0.007514299533099594,""
"HAS_COMPONENT_TYPE",109,0.006500465469109967,""
"HAS_DEFAULT",54,0.003220414085614112,""
"DECLARES_NAMESPACE",44,0.002624041106796684,""
"REQUIRES_CONCEPT",28,0.0016698443406887988,""
"REQUIRES_TYPE_PARAMETER",26,0.0015505697449253132,""
"HAS_ATTRIBUTE",22,0.001312020553398342,""
"OF_NAMESPACE",22,0.001312020553398342,""
"HAS_CONFIGURATION",20,0.0011927459576348562,""
"IS_ARTIFACT",20,0.0011927459576348562,""
"USES_PLUGIN",20,0.0011927459576348562,""
"HAS_EXECUTION",13,0.0007752848724626566,""
"HAS_GOAL",13,0.0007752848724626566,""
"DESCRIBES",11,0.000656010276699171,""
"HAS_ROOT_ELEMENT",11,0.000656010276699171,""
"HAS_SCM",11,0.000656010276699171,""
"EXCLUDES",6,0.0003578237872904569,""
"THROWS_GENERIC",5,0.00029818648940871406,""
"INCLUDES_CONCEPT",4,0.00023854919152697124,""
"HAS_HEAD",2,0.00011927459576348562,""
"HAS_BRANCH",1,5.963729788174281e-05,""
"HAS_PROPERTY",1,5.963729788174281e-05,""
