"artifactName","packagesInArtifactCount","packagesCount","packageSpread","typesInArtifactCount","typesCount","typesSpread","dependencyArtifactName","dependencyTypeIsInterface","dependencyPackagesCount","dependencyTypesCount","someDependencyPackages","someDependencyTypes","someCallingPackages","someCallingTypes","Source Cypher File: Artifact_Dependencies/Artifacts_with_dependencies_to_other_artifacts.cypher"
"axon-modelling-4.12.1",10,9,90,158,90,56.96,"axon-messaging-4.12.1",true,15,39,"org.axonframework.commandhandling,org.axonframework.common","CommandMessageHandlingMember,CommandMessage,CommandMessageHandler,CommandBus","org.axonframework.modelling.command,org.axonframework.modelling.command.inspection","AggregateAnnotationCommandHandler,AnnotatedChildEntity,ForwardingCommandMessageHandlingMember,AbstractChildEntityDefinition",""
"axon-eventsourcing-4.12.1",9,9,100,133,75,56.39,"axon-messaging-4.12.1",true,17,40,"org.axonframework.commandhandling,org.axonframework.common.caching","CommandMessage,Cache,PersistenceExceptionResolver,ConnectionProvider","org.axonframework.eventsourcing.conflictresolution,org.axonframework.eventsourcing","ConflictResolution,CachingEventSourcingRepository,EventSourcingRepository$Builder,JdbcEventStorageEngine$Builder",""
"axon-modelling-4.12.1",10,9,90,158,79,50,"axon-messaging-4.12.1",false,14,47,"org.axonframework.commandhandling,org.axonframework.common","RoutingKey,NoHandlerForCommandException,AxonTransientException,AxonNonTransientException","org.axonframework.modelling.command,org.axonframework.modelling.command.inspection","TargetAggregateIdentifier,AggregateAnnotationCommandHandler,AnnotatedAggregate,SagaStorageException",""
"axon-eventsourcing-4.12.1",9,9,100,133,44,33.08,"axon-messaging-4.12.1",false,12,40,"org.axonframework.common,org.axonframework.common.io","AxonNonTransientException,DateTimeUtils,AxonThreadFactory,ObjectUtils","org.axonframework.eventsourcing,org.axonframework.eventsourcing.eventstore","IncompatibleAggregateException,EventStoreException,JdbcEventStorageEngineStatements,JpaEventStorageEngine",""
"axon-test-4.12.1",8,8,100,87,29,33.33,"axon-messaging-4.12.1",false,8,38,"org.axonframework.commandhandling,org.axonframework.commandhandling.gateway","SimpleCommandBus$Builder,GenericCommandResultMessage,SimpleCommandBus,AnnotationCommandHandlerAdapter","org.axonframework.test.aggregate,org.axonframework.test.utils","AggregateTestFixture,RecordingCommandBus,SagaTestFixture,SagaTestFixture$StubAwareCommandGatewayFactory",""
"axon-server-connector-4.12.1",11,8,72.73,147,60,40.82,"axon-messaging-4.12.1",true,19,58,"org.axonframework.commandhandling,org.axonframework.commandhandling.distributed","CommandMessage,DuplicateCommandHandlerResolver,CommandBusSpanFactory,CommandCallback","org.axonframework.axonserver.connector.command,org.axonframework.axonserver.connector","CommandPriorityCalculator,GrpcBackedCommandMessage,AxonServerCommandBus,AxonServerCommandBus$Builder",""
"axon-server-connector-4.12.1",11,7,63.64,147,47,31.97,"axon-messaging-4.12.1",false,20,73,"org.axonframework.commandhandling,org.axonframework.commandhandling.callbacks","SimpleCommandBus$Builder,GenericCommandResultMessage,SimpleCommandBus,CommandExecutionException","org.axonframework.axonserver.connector,org.axonframework.axonserver.connector.command","ServerConnectorConfigurerModule,AxonServerCommandBus,CommandSerializer,ErrorCode",""
"axon-test-4.12.1",8,7,87.5,87,35,40.23,"axon-messaging-4.12.1",true,10,31,"org.axonframework.commandhandling,org.axonframework.commandhandling.gateway","CommandMessage,CommandCallback,CommandBus,CommandResultMessage","org.axonframework.test.saga,org.axonframework.test.aggregate","FixtureExecutionResultImpl,CommandValidator,FixtureConfiguration,RecordingCommandBus",""
"axon-spring-boot-autoconfigure-4.12.1",9,5,55.56,90,22,24.44,"axon-messaging-4.12.1",true,25,51,"org.axonframework.commandhandling,org.axonframework.commandhandling.distributed","CommandMessage,DuplicateCommandHandlerResolver,CommandBusSpanFactory,CommandBus","org.axonframework.springboot.autoconfig,org.axonframework.springboot.autoconfig.legacyjpa","InterceptorAutoConfiguration,AxonServerBusAutoConfiguration,AxonAutoConfiguration,AxonTracingAutoConfiguration",""
"axon-server-connector-4.12.1",11,4,36.36,147,11,7.48,"axon-configuration-4.12.1",true,1,6,"org.axonframework.config","SubscribableMessageSourceDefinition,ConfigurerModule,EventProcessingConfiguration,Configuration","org.axonframework.axonserver.connector.event.axon,org.axonframework.axonserver.connector","PersistentStreamMessageSourceDefinition,ServerConnectorConfigurerModule,EventProcessorControlService,EventProcessorInfoConfiguration",""
"axon-eventsourcing-4.12.1",9,4,44.44,133,12,9.02,"axon-modelling-4.12.1",false,2,10,"org.axonframework.modelling.command,org.axonframework.modelling.command.inspection","LockingRepository,LockingRepository$Builder,AggregateStreamCreationException,AggregateNotFoundException","org.axonframework.eventsourcing,org.axonframework.eventsourcing.eventstore","EventSourcingRepository,EventSourcingRepository$Builder,AbstractEventStorageEngine,AggregateDeletedException",""
"axon-spring-boot-autoconfigure-4.12.1",9,3,33.33,90,17,18.89,"axon-configuration-4.12.1",true,1,10,"org.axonframework.config","SubscribableMessageSourceDefinition,ConfigurerModule,EventProcessingConfigurer,EventProcessingConfigurer$SubscribableMessageSourceDefinitionBuilder","org.axonframework.springboot.autoconfig,org.axonframework.springboot.util","AxonServerAutoConfiguration,AxonAutoConfiguration,InfraConfiguration,AxonTimeoutAutoConfiguration$AxonTimeoutConfigurerModule",""
"axon-spring-boot-autoconfigure-4.12.1",9,3,33.33,90,8,8.89,"axon-server-connector-4.12.1",false,4,18,"org.axonframework.axonserver.connector,org.axonframework.axonserver.connector.query","AxonServerConfiguration,AxonServerConnectionManager$Builder,AxonServerConfiguration$PersistentStreamSettings,AxonServerConnectionManager","org.axonframework.springboot.autoconfig,org.axonframework.springboot.service.connection","AxonServerBusAutoConfiguration,PropertiesAxonServerConnectionDetails,AxonServerAutoConfiguration$DefaultConnectionManagerConfiguration,AxonServerAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.12.1",9,3,33.33,90,17,18.89,"axon-messaging-4.12.1",false,34,92,"org.axonframework.commandhandling,org.axonframework.commandhandling.distributed","SimpleCommandBus$Builder,SimpleCommandBus,DefaultCommandBusSpanFactory,LoggingDuplicateCommandHandlerResolver","org.axonframework.springboot.autoconfig,org.axonframework.springboot.autoconfig.legacyjpa","AxonAutoConfiguration,AxonTracingAutoConfiguration,AxonServerAutoConfiguration,JdbcAutoConfiguration",""
"axon-test-4.12.1",8,3,37.5,87,11,12.64,"axon-modelling-4.12.1",false,5,15,"org.axonframework.modelling.command,org.axonframework.modelling.command.inspection","AggregateAnnotationCommandHandler$Builder,AggregateAnnotationCommandHandler,AggregateLifecycle,AggregateNotFoundException","org.axonframework.test.aggregate,org.axonframework.test.saga","AggregateTestFixture,StubAggregateLifecycle,AggregateTestFixture$InMemoryRepository,AggregateTestFixture$RecordingEventStore",""
"axon-spring-boot-autoconfigure-4.12.1",9,2,22.22,90,6,6.67,"axon-configuration-4.12.1",false,1,4,"org.axonframework.config","EventProcessingModule,DefaultConfigurer,TagsConfiguration,ConfigurationScopeAwareProvider","org.axonframework.springboot.autoconfig,org.axonframework.springboot","EventProcessingAutoConfiguration,InfraConfiguration,AxonAutoConfiguration,TagsConfigurationProperties",""
"axon-server-connector-4.12.1",11,2,18.18,147,3,2.04,"axon-configuration-4.12.1",false,1,2,"org.axonframework.config","TagsConfiguration,Component","org.axonframework.axonserver.connector,org.axonframework.axonserver.connector.event.axon","ServerConnectorConfigurerModule,AxonServerConnectionManager$Builder,EventProcessorInfoConfiguration",""
"axon-spring-boot-autoconfigure-4.12.1",9,2,22.22,90,7,7.78,"axon-eventsourcing-4.12.1",false,5,14,"org.axonframework.eventsourcing,org.axonframework.eventsourcing.eventstore","DefaultSnapshotterSpanFactory,DefaultSnapshotterSpanFactory$Builder,EmbeddedEventStore,EmbeddedEventStore$Builder","org.axonframework.springboot.autoconfig,org.axonframework.springboot.autoconfig.legacyjpa","AxonTracingAutoConfiguration,AxonAutoConfiguration,JdbcAutoConfiguration,JpaJavaxAutoConfiguration",""
