"relationshipType","nodesWithThatRelationshipType","nodesWithThatRelationshipTypePercent","Source Cypher File: Overview/Relationship_type_count.cypher"
"CONTAINS_CHANGE",215048,22.89252177763868,""
"MODIFIES",215048,22.89252177763868,""
"UPDATES",139612,14.862127294463058,""
"CREATES",52641,5.603796542616894,""
"INVOKES",37360,3.977087039231153,""
"DELETES",29813,3.1736856504442823,""
"COMMITTED",23124,2.4616210036183404,""
"DEPENDS_ON",22888,2.436498076925124,""
"OF_TYPE",22197,2.362938999192021,""
"DECLARES",21661,2.305880148736242,""
"OF_RAW_TYPE",17460,1.8586707629811547,""
"HAS",14595,1.5536826910486798,""
"HAS_PARENT",14144,1.5056723523256272,""
"RETURNS",13071,1.3914481983348608,""
"HAS_COMMIT",11562,1.2308105018091702,""
"READS",9669,1.0292948228673988,""
"HAS_ACTUAL_TYPE_ARGUMENT",8445,0.8989962539161426,""
"HAS_FILE",8331,0.8868606028863688,""
"RENAMES",7018,0.7470877098855523,""
"OF_GENERIC_TYPE",6036,0.6425507861027634,""
"RESOLVES_TO",4240,0.45136105584422087,""
"WRITES",4042,0.4302833461609294,""
"CONTAINS",4005,0.42634458223021326,""
"HAS_NEW_NAME",3662,0.3898311760616832,""
"RETURNS_GENERIC",3616,0.3849343344180902,""
"CHANGED_TOGETHER_WITH",3069,0.32670450009101737,""
"ANNOTATED_BY",2943,0.313291412110741,""
"REQUIRES",2267,0.24132913056576616,""
"HAS_FIRST_CHILD",2162,0.23015155724886918,""
"HAS_LAST_CHILD",2162,0.23015155724886918,""
"HAS_ELEMENT",2144,0.22823540182311544,""
"EXTENDS",1569,0.16702488127820342,""
"HAS_UPPER_BOUND",1541,0.16404419506036422,""
"HAS_TEXT",1450,0.15435696485238684,""
"HAS_SIBLING",1432,0.15244080942663307,""
"THROWS",1429,0.15212145018900744,""
"DECLARES_TYPE_PARAMETER",1088,0.1158209501788944,""
"IMPLEMENTS",868,0.09240127275301502,""
"HAS_KEY",739,0.07866882553511301,""
"HAS_VALUE",739,0.07866882553511301,""
"CATCHES",550,0.058549193564698454,""
"EXTENDS_GENERIC",519,0.055249148109233634,""
"HAS_LOWER_BOUND",441,0.0469458079309673,""
"IS",407,0.04332640323787686,""
"IMPLEMENTS_GENERIC",379,0.04034571702003767,""
"COPIES",298,0.031723017604145705,""
"HAS_AUTHOR",297,0.03161656452493716,""
"HAS_COMMITTER",242,0.025761645168467316,""
"CONTAINS_VALUE",170,0.01809702346545225,""
"HAS_COMPONENT_TYPE",166,0.01767121114861808,""
"DECLARES_DEPENDENCY",165,0.017564758069409537,""
"TO_ARTIFACT",165,0.017564758069409537,""
"HAS_TAG",131,0.013945353376319088,""
"ON_COMMIT",131,0.013945353376319088,""
"COPY_OF",119,0.012667916425816576,""
"HAS_DEFAULT",39,0.004151670089133163,""
"DECLARES_NAMESPACE",36,0.0038323108515075357,""
"REQUIRES_CONCEPT",28,0.0029806862178391944,""
"REQUIRES_TYPE_PARAMETER",24,0.0025548739010050232,""
"HAS_CONFIGURATION",21,0.0022355146633793958,""
"IS_ARTIFACT",21,0.0022355146633793958,""
"USES_PLUGIN",21,0.0022355146633793958,""
"INCLUDES_CONCEPT",19,0.00202260850496231,""
"HAS_ATTRIBUTE",18,0.0019161554257537679,""
"OF_NAMESPACE",18,0.0019161554257537679,""
"HAS_EXECUTION",16,0.0017032492673366823,""
"HAS_GOAL",16,0.0017032492673366823,""
"HAS_ROOT_ELEMENT",11,0.001170983871293969,""
"DESCRIBES",9,0.0009580777128768839,""
"EXCLUDES",5,0.0005322653960427132,""
"THROWS_GENERIC",5,0.0005322653960427132,""
"HAS_HEAD",2,0.0002129061584170853,""
"HAS_BRANCH",1,0.00010645307920854264,""
"HAS_PROPERTY",1,0.00010645307920854264,""
