"nodeLabels","nodesWithThatLabels","nodesWithThatLabelsPercent","Source Cypher File: Overview/Node_label_combination_count.cypher"
"Git,Update,Change",139612,46.013090851564506,""
"Git,Change,Create",45325,14.938138146055934,""
"Git,Change,Delete",22795,7.51273820274341,""
"Java,ByteCode,Method,Member",13778,4.5409303337310245,""
"Java,ByteCode,Parameter",13445,4.431180747351838,""
"Git,Commit",11562,3.810584737886348,""
"File,Git",8331,2.745717129504512,""
"Java,ByteCode,ParameterizedType,Bound",7316,2.411195116967352,""
"Java,ByteCode,Bound",7304,2.4072401769176515,""
"Git,Change,Rename",7018,2.3129807723997917,""
"Java,ByteCode,Member,Field",3692,1.216803221957827,""
"Java,Value,ByteCode,Annotation",2955,0.9739039872387268,""
"Java,ByteCode,Bound,WildcardType",2950,0.9722560955513515,""
"Xml,Element",2162,0.7125483656210244,""
"Java,ByteCode,Constructor,Method,Member",2157,0.7109004739336493,""
"Xml,Text",1450,0.4778885893387999,""
"Java,ByteCode,Bound,TypeVariable",1112,0.36649111127223827,""
"Java,ByteCode,Method,Member,Lambda",986,0.324964240750384,""
"Type,File,Java,ByteCode,ResolvedDuplicateType",903,0.2976092387399561,""
"Type,File,Java,Class,ByteCode",868,0.28607399692832985,""
"Json,Key",739,0.24355839139405047,""
"Value,Json,Scalar",723,0.23828513799444992,""
"Java,Value,ByteCode,Primitive",680,0.2241132694830234,""
"Type,File,Java,ByteCode,JavaType",659,0.2171921243960477,""
"Java,ByteCode,Method,Member,GenericDeclaration",579,0.19082585739804495,""
"Type,File,Java,ByteCode,ExternalType",419,0.13809332340203945,""
"Git,Change,Copy",298,0.09821434456756026,""
"Author,Git,Person",297,0.09788476623008523,""
"Value,Array",293,0.09656645288018509,""
"Committer,Git,Person",242,0.07975795766895834,""
"Type,File,Java,Class,ByteCode,GenericDeclaration",237,0.07811006598158315,""
"Value,Property",212,0.0698706075447073,""
"Type,File,Java,ByteCode,Interface",195,0.06426777580763171,""
"Java,Value,Class,ByteCode",194,0.06393819747015668,""
"Value,Json,Object",182,0.05998325742045627,""
"Java,ByteCode,Bound,GenericArrayType",166,0.05471000402085572,""
"Maven,Dependency",165,0.05438042568338069,""
"Java,Value,ByteCode,Enum",153,0.05042548563368027,""
"Package,File,Directory,Java",145,0.04778885893387999,""
"Git,Tag",131,0.043174762209229514,""
"Value,ManifestEntry",120,0.03954940049700413,""
"Type,File,Java,ByteCode,Throwable,JavaType",107,0.035264882109828685,""
"Type,File,Java,ByteCode,ExternalType,ExternalAnnotation",96,0.03163952039760331,""
"Artifact,Maven",93,0.030650785385178205,""
"Type,File,Java,ByteCode,Interface,GenericDeclaration",85,0.028014158685377925,""
"Type,File,Java,Class,ByteCode,Throwable",56,0.01845638689860193,""
"File,Directory",45,0.014831025186376549,""
"Type,File,Java,ByteCode,Annotation",44,0.014501446848901516,""
"Xml,Namespace",36,0.01186482014910124,""
"Type,File,Java,ByteCode,PrimitiveType",31,0.010216928461726067,""
"Type,File,Java,ByteCode,Enum",30,0.009887350124251033,""
"Type,File,Java,ByteCode,Throwable,ResolvedDuplicateType",22,0.007250723424450758,""
"Type,File,Java,ByteCode,Throwable,ExternalType",21,0.006921145086975724,""
"Maven,Plugin",21,0.006921145086975724,""
"Maven,Configuration",21,0.006921145086975724,""
"jQAssistant,Rule,Concept",19,0.0062619884120256545,""
"Xml,Attribute",18,0.00593241007455062,""
"Maven,PluginExecution",16,0.005273253399600551,""
"Maven,ExecutionGoal",16,0.005273253399600551,""
"File,Java,Properties",12,0.003954940049700414,""
"File,Java,ServiceLoader",11,0.003625361712225379,""
"File,Artifact,Jar,Archive,Zip,Java",9,0.00296620503727531,""
"File,Java,Manifest",9,0.00296620503727531,""
"Java,ManifestSection",9,0.00296620503727531,""
"Type,File,Java,ByteCode,Void",9,0.00296620503727531,""
"File,Maven,Xml,Pom,Document",9,0.00296620503727531,""
"Value,Array,Json",6,0.001977470024850207,""
"Maven,Exclusion",5,0.0016478916873751723,""
"Java,ByteCode,Constructor,Method,Member,GenericDeclaration",4,0.0013183133499001377,""
"File",3,0.0009887350124251034,""
"File,Json",2,0.0006591566749500689,""
"Repository,File,Git",1,0.00032957833747503443,""
"Git,Branch",1,0.00032957833747503443,""
"Analyze,Task,jQAssistant",1,0.00032957833747503443,""
