"sourceProject","sourceScan","sourceRootProject","isDifferentTargetProject","isDifferentTargetScan","isDifferentTargetRootProject","distance","distanceTotalPairCount","distanceTotalSourceCount","distanceTotalTargetCount","pairCount","sourceNodeCount","targetNodeCount","examples","exampleProjects","exampleScans","Source Cypher File: Path_Finding/Path_Finding_6_Longest_paths_distribution_per_project.cypher"
,,,,,,1,3,1,3,3,1,3,"/axon-spring-boot-autoconfigure-5.0.2.jar -> /axon-update-5.0.2.jar,/axon-spring-boot-autoconfigure-5.0.2.jar -> /axon-test-5.0.2.jar,/axon-spring-boot-autoconfigure-5.0.2.jar -> /axon-server-connector-5.0.2.jar","","",""
,,,,,,2,1,1,1,1,1,1,"/axon-spring-boot-autoconfigure-5.0.2.jar -> /axon-eventsourcing-5.0.2.jar","","",""
,,,,,,3,1,1,1,1,1,1,"/axon-spring-boot-autoconfigure-5.0.2.jar -> /axon-modelling-5.0.2.jar","","",""
,,,,,,4,1,1,1,1,1,1,"/axon-spring-boot-autoconfigure-5.0.2.jar -> /axon-messaging-5.0.2.jar","","",""
,,,,,,5,1,1,1,1,1,1,"/axon-spring-boot-autoconfigure-5.0.2.jar -> /axon-conversion-5.0.2.jar","","",""
,,,,,,6,1,1,1,1,1,1,"/axon-spring-boot-autoconfigure-5.0.2.jar -> /axon-common-5.0.2.jar","","",""
