"sourceProject","sourceScan","sourceRootProject","isDifferentTargetProject","isDifferentTargetScan","isDifferentTargetRootProject","distance","distanceTotalPairCount","distanceTotalSourceCount","distanceTotalTargetCount","pairCount","sourceNodeCount","targetNodeCount","examples","exampleProjects","exampleScans","Source Cypher File: Path_Finding/Path_Finding_5_All_pairs_shortest_path_distribution_per_project.cypher"
"axon-eventsourcing-5.0.2",,,true,,,1,732,110,96,81,8,32,"/org/axonframework/eventsourcing -> /org/axonframework/common/infra,/org/axonframework/eventsourcing/annotation -> /org/axonframework/common/infra,/org/axonframework/eventsourcing/eventstore -> /org/axonframework/common/infra,/org/axonframework/eventsourcing/eventstore/inmemory -> /org/axonframework/common/infra","axon-eventsourcing-5.0.2 -> axon-common-5.0.2,axon-eventsourcing-5.0.2 -> axon-modelling-5.0.2,axon-eventsourcing-5.0.2 -> axon-conversion-5.0.2,axon-eventsourcing-5.0.2 -> axon-messaging-5.0.2","",""
"axon-eventsourcing-5.0.2",,,true,,,2,860,99,73,100,8,44,"/org/axonframework/eventsourcing/annotation/reflection -> /org/axonframework/common/infra,/org/axonframework/eventsourcing/configuration -> /org/axonframework/common/infra,/org/axonframework/eventsourcing -> /org/axonframework/common,/org/axonframework/eventsourcing/eventstore/inmemory -> /org/axonframework/common","axon-eventsourcing-5.0.2 -> axon-common-5.0.2,axon-eventsourcing-5.0.2 -> axon-modelling-5.0.2,axon-eventsourcing-5.0.2 -> axon-conversion-5.0.2,axon-eventsourcing-5.0.2 -> axon-messaging-5.0.2","",""
"axon-eventsourcing-5.0.2",,,true,,,3,825,90,60,78,8,32,"/org/axonframework/eventsourcing/eventstore/jdbc -> /org/axonframework/common/infra,/org/axonframework/eventsourcing/annotation/reflection -> /org/axonframework/common/io,/org/axonframework/eventsourcing/configuration -> /org/axonframework/common/io,/org/axonframework/eventsourcing -> /org/axonframework/common/util","axon-eventsourcing-5.0.2 -> axon-common-5.0.2,axon-eventsourcing-5.0.2 -> axon-modelling-5.0.2,axon-eventsourcing-5.0.2 -> axon-messaging-5.0.2","",""
"axon-eventsourcing-5.0.2",,,true,,,4,546,86,51,48,8,14,"/org/axonframework/eventsourcing -> /org/axonframework/common/io,/org/axonframework/eventsourcing/annotation -> /org/axonframework/common/io,/org/axonframework/eventsourcing/eventstore -> /org/axonframework/common/io,/org/axonframework/eventsourcing/eventstore/inmemory -> /org/axonframework/common/io","axon-eventsourcing-5.0.2 -> axon-common-5.0.2,axon-eventsourcing-5.0.2 -> axon-modelling-5.0.2,axon-eventsourcing-5.0.2 -> axon-messaging-5.0.2","",""
"axon-messaging-5.0.2",,,false,,,1,732,110,96,253,57,43,"/org/axonframework/messaging/eventhandling/processing/streaming/pooled -> /org/axonframework/messaging/monitoring,/org/axonframework/messaging/eventhandling/processing/subscribing -> /org/axonframework/messaging/monitoring,/org/axonframework/messaging/eventhandling/configuration -> /org/axonframework/messaging/monitoring,/org/axonframework/messaging/core/configuration -> /org/axonframework/messaging/monitoring","axon-messaging-5.0.2 -> axon-messaging-5.0.2","",""
"axon-messaging-5.0.2",,,false,,,2,860,99,73,269,57,39,"/org/axonframework/messaging/eventhandling/configuration -> /org/axonframework/messaging/monitoring/interception,/org/axonframework/messaging/eventhandling/processing/streaming/pooled -> /org/axonframework/messaging/monitoring/configuration,/org/axonframework/messaging/eventhandling/processing/subscribing -> /org/axonframework/messaging/monitoring/configuration,/org/axonframework/messaging/eventhandling/processing/streaming/pooled -> /org/axonframework/messaging/commandhandling","axon-messaging-5.0.2 -> axon-messaging-5.0.2","",""
"axon-messaging-5.0.2",,,false,,,3,825,90,60,318,55,31,"/org/axonframework/messaging/eventhandling/processing/streaming/pooled -> /org/axonframework/messaging/monitoring/interception,/org/axonframework/messaging/eventhandling/processing/subscribing -> /org/axonframework/messaging/monitoring/interception,/org/axonframework/messaging/eventhandling/annotation -> /org/axonframework/messaging/commandhandling,/org/axonframework/messaging/eventhandling/replay/annotation -> /org/axonframework/messaging/commandhandling","axon-messaging-5.0.2 -> axon-messaging-5.0.2","",""
"axon-messaging-5.0.2",,,false,,,4,546,86,51,200,37,12,"/org/axonframework/messaging/eventhandling -> /org/axonframework/messaging/commandhandling,/org/axonframework/messaging/eventhandling/replay -> /org/axonframework/messaging/commandhandling,/org/axonframework/messaging/eventhandling/interception -> /org/axonframework/messaging/commandhandling,/org/axonframework/messaging/eventhandling/gateway -> /org/axonframework/messaging/commandhandling","axon-messaging-5.0.2 -> axon-messaging-5.0.2","",""
"axon-messaging-5.0.2",,,false,,,5,114,30,27,37,7,7,"/org/axonframework/messaging/eventhandling/conversion -> /org/axonframework/messaging/commandhandling,/org/axonframework/messaging/eventhandling/processing/streaming -> /org/axonframework/messaging/commandhandling,/org/axonframework/messaging/eventhandling/processing/streaming/token/store -> /org/axonframework/messaging/commandhandling,/org/axonframework/messaging/eventhandling/processing/streaming/token/store/inmemory -> /org/axonframework/messaging/commandhandling","axon-messaging-5.0.2 -> axon-messaging-5.0.2","",""
"axon-messaging-5.0.2",,,true,,,1,732,110,96,133,52,11,"/org/axonframework/messaging/commandhandling/interception -> /org/axonframework/common/infra,/org/axonframework/messaging/commandhandling/gateway -> /org/axonframework/common/infra,/org/axonframework/messaging/commandhandling/retry -> /org/axonframework/common/infra,/org/axonframework/messaging/commandhandling/tracing -> /org/axonframework/common/infra","axon-messaging-5.0.2 -> axon-common-5.0.2,axon-messaging-5.0.2 -> axon-conversion-5.0.2","",""
"axon-messaging-5.0.2",,,true,,,2,860,99,73,194,57,12,"/org/axonframework/messaging/commandhandling/configuration -> /org/axonframework/common/infra,/org/axonframework/messaging/eventhandling/replay -> /org/axonframework/common/infra,/org/axonframework/messaging/eventhandling/replay/annotation -> /org/axonframework/common/infra,/org/axonframework/messaging/eventhandling/sequencing -> /org/axonframework/common/infra","axon-messaging-5.0.2 -> axon-common-5.0.2,axon-messaging-5.0.2 -> axon-conversion-5.0.2","",""
"axon-messaging-5.0.2",,,true,,,3,825,90,60,164,57,10,"/org/axonframework/messaging/eventhandling/processing/streaming/token -> /org/axonframework/common/infra,/org/axonframework/messaging/eventhandling/processing/streaming/token/annotation -> /org/axonframework/common/infra,/org/axonframework/messaging/core/interception/annotation -> /org/axonframework/common/infra,/org/axonframework/messaging/core/unitofwork/annotation -> /org/axonframework/common/infra","axon-messaging-5.0.2 -> axon-common-5.0.2,axon-messaging-5.0.2 -> axon-conversion-5.0.2","",""
"axon-messaging-5.0.2",,,true,,,4,546,86,51,119,56,6,"/org/axonframework/messaging/commandhandling/interception -> /org/axonframework/common/io,/org/axonframework/messaging/commandhandling/gateway -> /org/axonframework/common/io,/org/axonframework/messaging/commandhandling/retry -> /org/axonframework/common/io,/org/axonframework/messaging/commandhandling/tracing -> /org/axonframework/common/io","axon-messaging-5.0.2 -> axon-common-5.0.2","",""
"axon-messaging-5.0.2",,,true,,,5,114,30,27,23,20,3,"/org/axonframework/messaging/eventhandling/conversion -> /org/axonframework/common/io,/org/axonframework/messaging/eventhandling/processing/streaming -> /org/axonframework/common/io,/org/axonframework/messaging/eventhandling/processing/streaming/token/store -> /org/axonframework/common/io,/org/axonframework/messaging/eventhandling/processing/streaming/token/store/inmemory -> /org/axonframework/common/io","axon-messaging-5.0.2 -> axon-common-5.0.2","",""
"axon-metrics-micrometer-5.0.2",,,false,,,1,732,110,96,1,1,1,"/org/axonframework/extension/metrics/micrometer -> /org/axonframework/extension/metrics/micrometer/reservoir","axon-metrics-micrometer-5.0.2 -> axon-metrics-micrometer-5.0.2","",""
"axon-metrics-micrometer-5.0.2",,,true,,,1,732,110,96,8,1,8,"/org/axonframework/extension/metrics/micrometer -> /org/axonframework/common,/org/axonframework/extension/metrics/micrometer -> /org/axonframework/common/configuration,/org/axonframework/extension/metrics/micrometer -> /org/axonframework/messaging/monitoring,/org/axonframework/extension/metrics/micrometer -> /org/axonframework/messaging/commandhandling","axon-metrics-micrometer-5.0.2 -> axon-common-5.0.2,axon-metrics-micrometer-5.0.2 -> axon-messaging-5.0.2","",""
"axon-metrics-micrometer-5.0.2",,,true,,,2,860,99,73,9,1,9,"/org/axonframework/extension/metrics/micrometer -> /org/axonframework/common/infra,/org/axonframework/extension/metrics/micrometer -> /org/axonframework/common/annotation,/org/axonframework/extension/metrics/micrometer -> /org/axonframework/common/lifecycle,/org/axonframework/extension/metrics/micrometer -> /org/axonframework/conversion","axon-metrics-micrometer-5.0.2 -> axon-common-5.0.2,axon-metrics-micrometer-5.0.2 -> axon-conversion-5.0.2,axon-metrics-micrometer-5.0.2 -> axon-messaging-5.0.2","",""
"axon-metrics-micrometer-5.0.2",,,true,,,3,825,90,60,9,1,9,"/org/axonframework/extension/metrics/micrometer -> /org/axonframework/common/util,/org/axonframework/extension/metrics/micrometer -> /org/axonframework/common/property,/org/axonframework/extension/metrics/micrometer -> /org/axonframework/messaging/commandhandling/annotation,/org/axonframework/extension/metrics/micrometer -> /org/axonframework/messaging/eventhandling/annotation","axon-metrics-micrometer-5.0.2 -> axon-common-5.0.2,axon-metrics-micrometer-5.0.2 -> axon-messaging-5.0.2","",""
"axon-metrics-micrometer-5.0.2",,,true,,,4,546,86,51,5,1,5,"/org/axonframework/extension/metrics/micrometer -> /org/axonframework/common/io,/org/axonframework/extension/metrics/micrometer -> /org/axonframework/common/tx,/org/axonframework/extension/metrics/micrometer -> /org/axonframework/messaging/commandhandling/gateway,/org/axonframework/extension/metrics/micrometer -> /org/axonframework/messaging/eventhandling/gateway","axon-metrics-micrometer-5.0.2 -> axon-common-5.0.2,axon-metrics-micrometer-5.0.2 -> axon-messaging-5.0.2","",""
"axon-metrics-micrometer-5.0.2",,,true,,,5,114,30,27,1,1,1,"/org/axonframework/extension/metrics/micrometer -> /org/axonframework/common/function","axon-metrics-micrometer-5.0.2 -> axon-common-5.0.2","",""
"axon-modelling-5.0.2",,,false,,,1,732,110,96,17,6,6,"/org/axonframework/modelling/annotation -> /org/axonframework/modelling,/org/axonframework/modelling/entity -> /org/axonframework/modelling,/org/axonframework/modelling/entity/annotation -> /org/axonframework/modelling,/org/axonframework/modelling/entity/child -> /org/axonframework/modelling","axon-modelling-5.0.2 -> axon-modelling-5.0.2","",""
"axon-modelling-5.0.2",,,false,,,2,860,99,73,9,6,5,"/org/axonframework/modelling/entity -> /org/axonframework/modelling/annotation,/org/axonframework/modelling/entity/child -> /org/axonframework/modelling/annotation,/org/axonframework/modelling/configuration -> /org/axonframework/modelling/annotation,/org/axonframework/modelling/annotation -> /org/axonframework/modelling/entity","axon-modelling-5.0.2 -> axon-modelling-5.0.2","",""
"axon-modelling-5.0.2",,,false,,,3,825,90,60,5,4,3,"/org/axonframework/modelling -> /org/axonframework/modelling/entity,/org/axonframework/modelling/entity -> /org/axonframework/modelling/entity/annotation,/org/axonframework/modelling/entity/child -> /org/axonframework/modelling/entity/annotation,/org/axonframework/modelling/configuration -> /org/axonframework/modelling/entity/annotation","axon-modelling-5.0.2 -> axon-modelling-5.0.2","",""
"axon-modelling-5.0.2",,,true,,,1,732,110,96,52,7,19,"/org/axonframework/modelling -> /org/axonframework/common/infra,/org/axonframework/modelling/entity -> /org/axonframework/common/infra,/org/axonframework/modelling/entity/annotation -> /org/axonframework/common/infra,/org/axonframework/modelling/entity/child -> /org/axonframework/common/infra","axon-modelling-5.0.2 -> axon-common-5.0.2,axon-modelling-5.0.2 -> axon-conversion-5.0.2,axon-modelling-5.0.2 -> axon-messaging-5.0.2","",""
"axon-modelling-5.0.2",,,true,,,2,860,99,73,81,7,35,"/org/axonframework/modelling/annotation -> /org/axonframework/common/infra,/org/axonframework/modelling/configuration -> /org/axonframework/common/infra,/org/axonframework/modelling/entity -> /org/axonframework/common,/org/axonframework/modelling -> /org/axonframework/common/annotation","axon-modelling-5.0.2 -> axon-common-5.0.2,axon-modelling-5.0.2 -> axon-conversion-5.0.2,axon-modelling-5.0.2 -> axon-messaging-5.0.2","",""
"axon-modelling-5.0.2",,,true,,,3,825,90,60,49,7,19,"/org/axonframework/modelling/annotation -> /org/axonframework/common/io,/org/axonframework/modelling/entity/annotation -> /org/axonframework/common/io,/org/axonframework/modelling -> /org/axonframework/common/util,/org/axonframework/modelling/entity -> /org/axonframework/common/util","axon-modelling-5.0.2 -> axon-common-5.0.2,axon-modelling-5.0.2 -> axon-messaging-5.0.2","",""
"axon-modelling-5.0.2",,,true,,,4,546,86,51,39,7,19,"/org/axonframework/modelling -> /org/axonframework/common/io,/org/axonframework/modelling/entity -> /org/axonframework/common/io,/org/axonframework/modelling/entity/child -> /org/axonframework/common/io,/org/axonframework/modelling/configuration -> /org/axonframework/common/io","axon-modelling-5.0.2 -> axon-common-5.0.2,axon-modelling-5.0.2 -> axon-messaging-5.0.2","",""
"axon-server-connector-5.0.2",,,false,,,1,732,110,96,10,5,5,"/org/axonframework/axonserver/connector/util -> /org/axonframework/axonserver/connector,/org/axonframework/axonserver/connector/query -> /org/axonframework/axonserver/connector,/org/axonframework/axonserver/connector/event -> /org/axonframework/axonserver/connector,/org/axonframework/axonserver/connector/command -> /org/axonframework/axonserver/connector","axon-server-connector-5.0.2 -> axon-server-connector-5.0.2","",""
"axon-server-connector-5.0.2",,,false,,,2,860,99,73,10,4,4,"/org/axonframework/axonserver/connector/event -> /org/axonframework/axonserver/connector/util,/org/axonframework/axonserver/connector/util -> /org/axonframework/axonserver/connector/query,/org/axonframework/axonserver/connector/event -> /org/axonframework/axonserver/connector/query,/org/axonframework/axonserver/connector/command -> /org/axonframework/axonserver/connector/query","axon-server-connector-5.0.2 -> axon-server-connector-5.0.2","",""
"axon-server-connector-5.0.2",,,true,,,1,732,110,96,45,5,24,"/org/axonframework/axonserver/connector/query -> /org/axonframework/common/infra,/org/axonframework/axonserver/connector/event -> /org/axonframework/common/infra,/org/axonframework/axonserver/connector/command -> /org/axonframework/common/infra,/org/axonframework/axonserver/connector -> /org/axonframework/common","axon-server-connector-5.0.2 -> axon-common-5.0.2,axon-server-connector-5.0.2 -> axon-modelling-5.0.2,axon-server-connector-5.0.2 -> axon-eventsourcing-5.0.2,axon-server-connector-5.0.2 -> axon-messaging-5.0.2","",""
"axon-server-connector-5.0.2",,,true,,,2,860,99,73,68,5,36,"/org/axonframework/axonserver/connector -> /org/axonframework/common/infra,/org/axonframework/axonserver/connector/util -> /org/axonframework/common/io,/org/axonframework/axonserver/connector/util -> /org/axonframework/common/annotation,/org/axonframework/axonserver/connector -> /org/axonframework/common/util","axon-server-connector-5.0.2 -> axon-common-5.0.2,axon-server-connector-5.0.2 -> axon-modelling-5.0.2,axon-server-connector-5.0.2 -> axon-eventsourcing-5.0.2,axon-server-connector-5.0.2 -> axon-conversion-5.0.2","",""
"axon-server-connector-5.0.2",,,true,,,3,825,90,60,87,5,39,"/org/axonframework/axonserver/connector/util -> /org/axonframework/common/infra,/org/axonframework/axonserver/connector -> /org/axonframework/common/io,/org/axonframework/axonserver/connector/query -> /org/axonframework/common/io,/org/axonframework/axonserver/connector/command -> /org/axonframework/common/io","axon-server-connector-5.0.2 -> axon-common-5.0.2,axon-server-connector-5.0.2 -> axon-modelling-5.0.2,axon-server-connector-5.0.2 -> axon-eventsourcing-5.0.2,axon-server-connector-5.0.2 -> axon-conversion-5.0.2","",""
"axon-server-connector-5.0.2",,,true,,,4,546,86,51,62,5,35,"/org/axonframework/axonserver/connector/event -> /org/axonframework/common/io,/org/axonframework/axonserver/connector -> /org/axonframework/common/tx,/org/axonframework/axonserver/connector/query -> /org/axonframework/common/function,/org/axonframework/axonserver/connector/event -> /org/axonframework/common/function","axon-server-connector-5.0.2 -> axon-common-5.0.2,axon-server-connector-5.0.2 -> axon-modelling-5.0.2,axon-server-connector-5.0.2 -> axon-eventsourcing-5.0.2,axon-server-connector-5.0.2 -> axon-conversion-5.0.2","",""
"axon-server-connector-5.0.2",,,true,,,5,114,30,27,32,4,20,"/org/axonframework/axonserver/connector/util -> /org/axonframework/common/tx,/org/axonframework/axonserver/connector -> /org/axonframework/common/function,/org/axonframework/axonserver/connector/util -> /org/axonframework/modelling/entity,/org/axonframework/axonserver/connector/query -> /org/axonframework/modelling/entity","axon-server-connector-5.0.2 -> axon-common-5.0.2,axon-server-connector-5.0.2 -> axon-modelling-5.0.2,axon-server-connector-5.0.2 -> axon-conversion-5.0.2,axon-server-connector-5.0.2 -> axon-messaging-5.0.2","",""
"axon-server-connector-5.0.2",,,true,,,6,60,6,11,31,3,11,"/org/axonframework/axonserver/connector/util -> /org/axonframework/common/function,/org/axonframework/axonserver/connector/util -> /org/axonframework/conversion/json,/org/axonframework/axonserver/connector/query -> /org/axonframework/conversion/json,/org/axonframework/axonserver/connector/command -> /org/axonframework/conversion/json","axon-server-connector-5.0.2 -> axon-common-5.0.2,axon-server-connector-5.0.2 -> axon-conversion-5.0.2,axon-server-connector-5.0.2 -> axon-messaging-5.0.2","",""
"axon-spring-boot-autoconfigure-5.0.2",,,false,,,1,732,110,96,6,2,6,"/org/axonframework/extension/springboot/autoconfig -> /org/axonframework/extension/springboot,/org/axonframework/extension/springboot/autoconfig -> /org/axonframework/extension/springboot/service/connection,/org/axonframework/extension/springboot/actuator/axonserver -> /org/axonframework/extension/springboot/actuator,/org/axonframework/extension/springboot/autoconfig -> /org/axonframework/extension/springboot/actuator/axonserver","axon-spring-boot-autoconfigure-5.0.2 -> axon-spring-boot-autoconfigure-5.0.2","",""
"axon-spring-boot-autoconfigure-5.0.2",,,false,,,2,860,99,73,1,1,1,"/org/axonframework/extension/springboot/autoconfig -> /org/axonframework/extension/springboot/actuator","axon-spring-boot-autoconfigure-5.0.2 -> axon-spring-boot-autoconfigure-5.0.2","",""
"axon-spring-boot-autoconfigure-5.0.2",,,true,,,1,732,110,96,35,5,30,"/org/axonframework/extension/springboot/autoconfig -> /org/axonframework/update,/org/axonframework/extension/springboot/autoconfig -> /org/axonframework/update/detection,/org/axonframework/extension/springboot -> /org/axonframework/update/configuration,/org/axonframework/extension/springboot/autoconfig -> /org/axonframework/update/configuration","axon-spring-boot-autoconfigure-5.0.2 -> axon-update-5.0.2,axon-spring-boot-autoconfigure-5.0.2 -> axon-common-5.0.2,axon-spring-boot-autoconfigure-5.0.2 -> axon-test-5.0.2,axon-spring-boot-autoconfigure-5.0.2 -> axon-server-connector-5.0.2","",""
"axon-spring-boot-autoconfigure-5.0.2",,,true,,,2,860,99,73,62,5,36,"/org/axonframework/extension/springboot/autoconfig -> /org/axonframework/update/common,/org/axonframework/extension/springboot/autoconfig -> /org/axonframework/update/api,/org/axonframework/extension/springboot/autoconfig -> /org/axonframework/common/infra,/org/axonframework/extension/springboot -> /org/axonframework/common","axon-spring-boot-autoconfigure-5.0.2 -> axon-update-5.0.2,axon-spring-boot-autoconfigure-5.0.2 -> axon-common-5.0.2,axon-spring-boot-autoconfigure-5.0.2 -> axon-test-5.0.2,axon-spring-boot-autoconfigure-5.0.2 -> axon-server-connector-5.0.2","",""
"axon-spring-boot-autoconfigure-5.0.2",,,true,,,3,825,90,60,53,3,31,"/org/axonframework/extension/springboot -> /org/axonframework/common/infra,/org/axonframework/extension/springboot/actuator/axonserver -> /org/axonframework/common/infra,/org/axonframework/extension/springboot -> /org/axonframework/common/util,/org/axonframework/extension/springboot/actuator/axonserver -> /org/axonframework/common/util","axon-spring-boot-autoconfigure-5.0.2 -> axon-common-5.0.2,axon-spring-boot-autoconfigure-5.0.2 -> axon-modelling-5.0.2,axon-spring-boot-autoconfigure-5.0.2 -> axon-eventsourcing-5.0.2,axon-spring-boot-autoconfigure-5.0.2 -> axon-conversion-5.0.2","",""
"axon-spring-boot-autoconfigure-5.0.2",,,true,,,4,546,86,51,33,3,20,"/org/axonframework/extension/springboot -> /org/axonframework/common/io,/org/axonframework/extension/springboot/actuator/axonserver -> /org/axonframework/common/io,/org/axonframework/extension/springboot -> /org/axonframework/common/tx,/org/axonframework/extension/springboot/autoconfig -> /org/axonframework/modelling/entity","axon-spring-boot-autoconfigure-5.0.2 -> axon-common-5.0.2,axon-spring-boot-autoconfigure-5.0.2 -> axon-modelling-5.0.2,axon-spring-boot-autoconfigure-5.0.2 -> axon-eventsourcing-5.0.2,axon-spring-boot-autoconfigure-5.0.2 -> axon-messaging-5.0.2","",""
"axon-spring-boot-autoconfigure-5.0.2",,,true,,,5,114,30,27,19,3,10,"/org/axonframework/extension/springboot/actuator/axonserver -> /org/axonframework/common/tx,/org/axonframework/extension/springboot -> /org/axonframework/common/function,/org/axonframework/extension/springboot -> /org/axonframework/modelling/entity,/org/axonframework/extension/springboot/actuator/axonserver -> /org/axonframework/modelling/entity","axon-spring-boot-autoconfigure-5.0.2 -> axon-common-5.0.2,axon-spring-boot-autoconfigure-5.0.2 -> axon-modelling-5.0.2,axon-spring-boot-autoconfigure-5.0.2 -> axon-messaging-5.0.2","",""
"axon-spring-boot-autoconfigure-5.0.2",,,true,,,6,60,6,11,29,3,11,"/org/axonframework/extension/springboot/actuator/axonserver -> /org/axonframework/common/function,/org/axonframework/extension/springboot -> /org/axonframework/conversion/json,/org/axonframework/extension/springboot/actuator/axonserver -> /org/axonframework/conversion/json,/org/axonframework/extension/springboot -> /org/axonframework/messaging/monitoring/interception","axon-spring-boot-autoconfigure-5.0.2 -> axon-common-5.0.2,axon-spring-boot-autoconfigure-5.0.2 -> axon-conversion-5.0.2,axon-spring-boot-autoconfigure-5.0.2 -> axon-messaging-5.0.2","",""
"axon-test-5.0.2",,,false,,,1,732,110,96,4,2,3,"/org/axonframework/test/fixture -> /org/axonframework/test,/org/axonframework/test/matchers -> /org/axonframework/test,/org/axonframework/test/fixture -> /org/axonframework/test/util,/org/axonframework/test/fixture -> /org/axonframework/test/matchers","axon-test-5.0.2 -> axon-test-5.0.2","",""
"axon-test-5.0.2",,,true,,,1,732,110,96,27,5,14,"/org/axonframework/test/fixture -> /org/axonframework/common/infra,/org/axonframework/test/util -> /org/axonframework/common/infra,/org/axonframework/test -> /org/axonframework/common,/org/axonframework/test/fixture -> /org/axonframework/common","axon-test-5.0.2 -> axon-common-5.0.2,axon-test-5.0.2 -> axon-eventsourcing-5.0.2,axon-test-5.0.2 -> axon-messaging-5.0.2","",""
"axon-test-5.0.2",,,true,,,2,860,99,73,28,4,18,"/org/axonframework/test/matchers -> /org/axonframework/common/infra,/org/axonframework/test -> /org/axonframework/common/annotation,/org/axonframework/test/matchers -> /org/axonframework/common/annotation,/org/axonframework/test -> /org/axonframework/common/util","axon-test-5.0.2 -> axon-common-5.0.2,axon-test-5.0.2 -> axon-eventsourcing-5.0.2,axon-test-5.0.2 -> axon-conversion-5.0.2,axon-test-5.0.2 -> axon-messaging-5.0.2","",""
"axon-test-5.0.2",,,true,,,3,825,90,60,43,4,25,"/org/axonframework/test -> /org/axonframework/common/infra,/org/axonframework/test -> /org/axonframework/common/io,/org/axonframework/test/fixture -> /org/axonframework/common/util,/org/axonframework/test/util -> /org/axonframework/common/util","axon-test-5.0.2 -> axon-common-5.0.2,axon-test-5.0.2 -> axon-modelling-5.0.2,axon-test-5.0.2 -> axon-eventsourcing-5.0.2,axon-test-5.0.2 -> axon-conversion-5.0.2","",""
"axon-test-5.0.2",,,true,,,4,546,86,51,28,4,14,"/org/axonframework/test/fixture -> /org/axonframework/common/io,/org/axonframework/test/util -> /org/axonframework/common/io,/org/axonframework/test/matchers -> /org/axonframework/common/io,/org/axonframework/test -> /org/axonframework/common/property","axon-test-5.0.2 -> axon-common-5.0.2,axon-test-5.0.2 -> axon-modelling-5.0.2,axon-test-5.0.2 -> axon-messaging-5.0.2","",""
"axon-test-5.0.2",,,true,,,5,114,30,27,1,1,1,"/org/axonframework/test/matchers -> /org/axonframework/common/function","axon-test-5.0.2 -> axon-common-5.0.2","",""
