"artifactName","dependentArtifactName","dependentPackages","dependentArtifactPackages","packageUsagePercentage","dependentFullQualifiedPackageNames","dependentPackageNames","Source Cypher File: Internal_Dependencies/How_many_packages_compared_to_all_existing_are_used_by_dependent_artifacts.cypher"
"axon-tracing-opentelemetry-5.0.3","axon-messaging-5.0.3",2,59,0.03389830508474576,"org.axonframework.messaging.core,org.axonframework.messaging.tracing","core,tracing",""
"axon-tracing-opentelemetry-5.0.3","axon-common-5.0.3",1,15,0.06666666666666667,"org.axonframework.common","common",""
"axon-metrics-micrometer-5.0.3","axon-messaging-5.0.3",7,59,0.11864406779661017,"org.axonframework.messaging.commandhandling,org.axonframework.messaging.core,org.axonframework.messaging.eventhandling,org.axonframework.messaging.queryhandling,org.axonframework.messaging.monitoring,org.axonframework.messaging.eventhandling.processing,org.axonframework.messaging.monitoring.configuration","commandhandling,core,eventhandling,queryhandling,monitoring,processing,configuration",""
"axon-metrics-micrometer-5.0.3","axon-common-5.0.3",2,15,0.13333333333333333,"org.axonframework.common.configuration,org.axonframework.common","configuration,common",""
"axon-metrics-micrometer-5.0.3","axon-spring-boot-autoconfigure-5.0.3",1,7,0.14285714285714285,"org.axonframework.extension.springboot.autoconfig","autoconfig",""
"axon-test-5.0.3","axon-eventsourcing-5.0.3",1,7,0.14285714285714285,"org.axonframework.eventsourcing.eventstore","eventstore",""
"axon-server-connector-5.0.3","axon-eventsourcing-5.0.3",1,7,0.14285714285714285,"org.axonframework.eventsourcing.eventstore","eventstore",""
"axon-server-connector-5.0.3","axon-modelling-5.0.3",1,7,0.14285714285714285,"org.axonframework.modelling","modelling",""
"axon-test-5.0.3","axon-messaging-5.0.3",9,59,0.15254237288135594,"org.axonframework.messaging.core.unitofwork,org.axonframework.messaging.core,org.axonframework.messaging.monitoring,org.axonframework.messaging.commandhandling,org.axonframework.messaging.core.annotation,org.axonframework.messaging.eventhandling,org.axonframework.messaging.eventstreaming,org.axonframework.messaging.core.conversion,org.axonframework.messaging.eventhandling.processing.streaming.token","unitofwork,core,monitoring,commandhandling,annotation,eventhandling,eventstreaming,conversion,token",""
"axon-spring-boot-autoconfigure-5.0.3","axon-test-5.0.3",1,6,0.16666666666666666,"org.axonframework.test.server","server",""
"axon-conversion-5.0.3","axon-conversion-5.0.3",1,5,0.2,"org.axonframework.conversion","conversion",""
"axon-conversion-5.0.3","axon-common-5.0.3",3,15,0.2,"org.axonframework.common,org.axonframework.common.infra,org.axonframework.common.annotation","common,infra,annotation",""
"axon-spring-boot-autoconfigure-5.0.3","axon-server-connector-5.0.3",1,5,0.2,"org.axonframework.axonserver.connector","connector",""
"axon-eventsourcing-5.0.3","axon-conversion-5.0.3",1,5,0.2,"org.axonframework.conversion","conversion",""
"axon-modelling-5.0.3","axon-conversion-5.0.3",1,5,0.2,"org.axonframework.conversion","conversion",""
"axon-update-5.0.3","axon-common-5.0.3",3,15,0.2,"org.axonframework.common.annotation,org.axonframework.common,org.axonframework.common.configuration","annotation,common,configuration",""
"axon-modelling-5.0.3","axon-messaging-5.0.3",13,59,0.22033898305084745,"org.axonframework.messaging.queryhandling.configuration,org.axonframework.messaging.core.configuration,org.axonframework.messaging.commandhandling.configuration,org.axonframework.messaging.commandhandling,org.axonframework.messaging.eventhandling,org.axonframework.messaging.core,org.axonframework.messaging.core.unitofwork,org.axonframework.messaging.core.annotation,org.axonframework.messaging.core.conversion,org.axonframework.messaging.commandhandling.annotation,org.axonframework.messaging.eventhandling.conversion,org.axonframework.messaging.core.interception.annotation,org.axonframework.messaging.core.configuration.reflection","configuration,commandhandling,eventhandling,core,unitofwork,annotation,conversion,reflection",""
"axon-test-5.0.3","axon-common-5.0.3",4,15,0.26666666666666666,"org.axonframework.common,org.axonframework.common.infra,org.axonframework.common.annotation,org.axonframework.common.configuration","common,infra,annotation,configuration",""
"axon-spring-boot-autoconfigure-5.0.3","axon-messaging-5.0.3",16,59,0.2711864406779661,"org.axonframework.messaging.core.annotation,org.axonframework.messaging.commandhandling.distributed,org.axonframework.messaging.core.interception,org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa,org.axonframework.messaging.queryhandling.distributed,org.axonframework.messaging.core.unitofwork.transaction.jpa,org.axonframework.messaging.eventhandling.conversion,org.axonframework.messaging.core.timeout,org.axonframework.messaging.eventhandling.processing.streaming.token.store,org.axonframework.messaging.core,org.axonframework.messaging.core.conversion,org.axonframework.messaging.eventhandling,org.axonframework.messaging.core.unitofwork.transaction,org.axonframework.messaging.core.correlation,org.axonframework.messaging.queryhandling,org.axonframework.messaging.commandhandling","annotation,distributed,interception,jpa,conversion,timeout,store,core,eventhandling,transaction,correlation,queryhandling,commandhandling",""
"axon-eventsourcing-5.0.3","axon-messaging-5.0.3",16,59,0.2711864406779661,"org.axonframework.messaging.core.configuration,org.axonframework.messaging.eventhandling,org.axonframework.messaging.core.interception,org.axonframework.messaging.commandhandling,org.axonframework.messaging.core.annotation,org.axonframework.messaging.eventhandling.conversion,org.axonframework.messaging.queryhandling.configuration,org.axonframework.messaging.core,org.axonframework.messaging.eventhandling.configuration,org.axonframework.messaging.commandhandling.configuration,org.axonframework.messaging.core.conversion,org.axonframework.messaging.eventhandling.processing.streaming.token,org.axonframework.messaging.eventstreaming,org.axonframework.messaging.core.unitofwork,org.axonframework.messaging.core.unitofwork.transaction,org.axonframework.messaging.eventhandling.annotation","configuration,eventhandling,interception,commandhandling,annotation,conversion,core,token,eventstreaming,unitofwork,transaction",""
"axon-server-connector-5.0.3","axon-messaging-5.0.3",16,59,0.2711864406779661,"org.axonframework.messaging.core.unitofwork,org.axonframework.messaging.eventhandling.processing.streaming.token,org.axonframework.messaging.eventhandling.processing,org.axonframework.messaging.eventhandling.conversion,org.axonframework.messaging.eventstreaming,org.axonframework.messaging.eventhandling.processing.streaming,org.axonframework.messaging.eventhandling.processing.subscribing,org.axonframework.messaging.eventhandling.processing.streaming.token.store,org.axonframework.messaging.eventhandling.processing.streaming.segmenting,org.axonframework.messaging.core,org.axonframework.messaging.eventhandling,org.axonframework.messaging.core.conversion,org.axonframework.messaging.queryhandling.distributed,org.axonframework.messaging.queryhandling,org.axonframework.messaging.commandhandling,org.axonframework.messaging.commandhandling.distributed","unitofwork,token,processing,conversion,eventstreaming,streaming,subscribing,store,segmenting,core,eventhandling,distributed,queryhandling,commandhandling",""
"axon-spring-boot-autoconfigure-5.0.3","axon-eventsourcing-5.0.3",2,7,0.2857142857142857,"org.axonframework.eventsourcing.eventstore.jpa,org.axonframework.eventsourcing.eventstore","jpa,eventstore",""
